,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Lionel Messi,Barcelona,25,FW,36(1),3268,50,16,6,-,5.5,84.2,0.1,24,8.88,0.6,0.6,0.7,-,0.1,0.3,-,-,2.5,4.8,2.2,0.7,2.6,1.6,63.8,0.4,1.4,1.5,LaLiga,2011/2012
1,Cristiano Ronaldo,Real Madrid,27,FW,37(1),3354,46,12,4,-,6.9,80.6,0.8,11,8.28,0.5,0.5,0.8,-,0.7,0.2,0.1,-,1.6,1.9,2.5,0.8,2.1,2.3,37,0.6,1.1,0.5,LaLiga,2011/2012
2,Keylor Navas,Levante,26,GK,1,90,-,-,-,-,-,12.5,-,-,8.06,-,1,-,-,-,-,-,-,-,-,-,-,-,-,24,-,2,-,LaLiga,2011/2012
3,Jonathan de Guzmán,Mallorca,25,M(CLR),1,90,1,-,-,-,3,81,-,1,7.99,2,1,2,-,-,-,-,-,-,1,3,-,-,-,42,-,4,1,LaLiga,2011/2012
4,Jérémy Toulalan,Malaga,29,M(C),25,2196,3,-,6,1,0.5,78.9,1.7,5,7.68,5.3,5.3,1.3,-,1.2,1.5,0.4,-,0.3,0.7,1.7,0.1,0.9,0.6,50.5,0.2,3,-,LaLiga,2011/2012
5,Alexis Ruano,Sevilla,27,D(CLR),1,90,1,-,1,-,1,87.8,3,-,7.63,-,4,2,3,1,1,-,-,1,-,-,-,-,-,41,-,4,-,LaLiga,2011/2012
6,Antonio Adán,Real Madrid,25,GK,1,90,-,-,-,-,-,64.3,1,-,7.63,-,-,-,-,5,-,-,-,-,1,-,-,-,-,14,-,2,-,LaLiga,2011/2012
7,Santi Cazorla,Malaga,28,M(CLR),38,3250,9,5,2,-,2.3,84.9,0.1,9,7.60,2.1,2.6,0.5,-,0.2,0.5,0.2,-,2.2,1.3,2.3,-,2.4,1.5,58.7,1.6,7.4,0.3,LaLiga,2011/2012
8,Bruno Soriano,Villarreal,28,M(C),37,3330,3,1,8,-,0.5,87.9,1.9,4,7.53,2.8,5.6,1.1,0.3,2,0.5,0.3,1,0.8,0.4,1.2,-,0.7,0.4,69.9,0.1,5.4,0.1,LaLiga,2011/2012
9,Marcelo,Real Madrid,24,M(L),31(1),2719,3,5,3,-,0.9,83,0.3,2,7.51,2.5,2.4,0.7,0.2,1.6,1.4,0.3,-,1.4,2,1.8,-,1.4,1.1,55.6,0.4,3,0.3,LaLiga,2011/2012
