,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Lionel Messi,Barcelona,28,FW,37(1),3375,43,18,4,-,4.9,82.9,0.2,25,8.84,0.7,0.2,0.7,-,-,0.3,-,-,2.5,4.6,2.4,0.6,2,1.3,61.4,0.5,2.7,0.9,LaLiga,2014/2015
1,Cristiano Ronaldo,Real Madrid,30,FW,35,3099,48,16,5,1,6.4,80.7,1.7,17,8.48,0.3,-,0.7,-,0.8,0.3,0.1,-,2.2,1.5,1.6,1.1,1.1,1.3,33.7,0.6,0.6,0.2,LaLiga,2014/2015
2,Neymar,Barcelona,23,FW,29(4),2573,22,7,6,-,2.9,81,0.6,2,7.96,1.3,0.3,1,-,0.2,0.5,-,-,1.6,3.2,2.9,0.5,2,1.8,46.7,0.1,1.1,0.1,LaLiga,2014/2015
3,James Rodríguez,Real Madrid,24,FW,29,2290,13,13,5,-,1.8,87.2,0.3,2,7.85,1.4,0.8,0.8,-,0.1,1.3,-,-,2.7,1,1.9,0.2,0.9,1.3,49.3,2.1,2.6,0.3,LaLiga,2014/2015
4,Luis Suárez,Barcelona,28,FW,25(2),2180,16,14,4,-,2.8,77.2,0.6,3,7.69,0.6,0.1,0.9,-,0.6,0.1,0.1,-,2.2,1.3,1.3,1.6,1.3,2.1,27.4,0.4,0.6,0.2,LaLiga,2014/2015
5,David López,Espanyol,26,DMC,1,90,-,-,-,-,3,82.9,3,-,7.68,7,2,-,-,2,-,1,-,-,-,1,-,1,1,41,-,3,-,LaLiga,2014/2015
6,Gareth Bale,Real Madrid,26,FW,30(1),2582,13,9,2,-,3.3,78,1.3,2,7.66,0.8,0.3,0.8,-,0.5,0.5,0.2,-,1.6,2.1,1.1,0.8,1,1.4,28.1,0.5,1,0.3,LaLiga,2014/2015
7,Nicolás Otamendi,Valencia,27,D(C),35,3098,6,-,9,1,0.6,80.3,3.5,7,7.59,2.9,3.1,1,0.7,7.3,1,0.8,-,0.1,0.2,1.4,-,0.3,0.5,44.6,-,5.3,-,LaLiga,2014/2015
8,Karim Benzema,Real Madrid,28,FW,29,2312,15,10,1,-,2.4,79.3,0.7,2,7.56,0.6,0.1,0.9,-,0.7,0.2,-,-,1.6,1.1,0.7,0.8,1.6,0.9,27.3,0.2,0.5,0.1,LaLiga,2014/2015
9,José Giménez,Atletico,20,D(CR),19(1),1752,1,3,3,-,0.4,78.3,3.4,2,7.52,2.1,2.7,0.7,0.3,5.6,0.6,1,-,0.4,0.4,0.8,0.1,0.3,0.1,33.8,-,3.7,0.1,LaLiga,2014/2015
