,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Arjen Robben,Bayern,27,FW,13(1),1134,12,8,3,1,3.9,80.3,0.1,6,8.39,0.6,0.6,0.9,-,0.1,0.5,-,-,2.7,3.9,2.4,0.3,2.1,1.9,29,2.3,1.1,0.4,Bundesliga,2010/2011
1,Nuri Sahin,Borussia Dortmund,23,M(C),30,2595,6,8,4,-,2,75.9,0.3,8,7.89,3.7,2.3,1.7,-,0.5,2.2,0.1,-,3.5,1,1.9,0.1,1.5,0.9,59.3,2.6,5.5,0.3,Bundesliga,2010/2011
2,Franck Ribéry,Bayern,28,FW,22(3),1972,7,11,5,-,2.8,79.5,0.1,4,7.82,1.3,0.4,0.8,-,0.1,0.6,-,-,2.2,3.7,2.4,0.6,2.6,1.6,29.3,1.9,1.7,0.1,Bundesliga,2010/2011
3,Arturo Vidal,Leverkusen,24,M(CR),31(2),2708,10,11,4,1,1.6,83.6,0.8,10,7.77,4.7,2.8,2.4,-,0.6,1.8,0.1,1,2,0.8,3.8,0.3,1.8,1.1,57.3,0.8,4.5,0.1,Bundesliga,2010/2011
4,Tamás Hajnal,Stuttgart,30,M(C),11(1),930,3,4,1,-,1.8,76.6,-,3,7.66,2.5,1.8,1.5,-,0.5,1.3,0.3,-,2.5,1.8,2.3,0.1,2.8,1.8,34.3,1.6,3,0.4,Bundesliga,2010/2011
5,Diego,Wolfsburg,26,M(CLR),30,2631,6,9,7,-,1.9,73.5,0.3,7,7.53,1.2,0.8,1.6,-,-,1.4,0.1,-,2.9,2.8,3.5,0.2,2.5,1.8,40.5,1.9,2.9,0.4,Bundesliga,2010/2011
6,Mitchell Langerak,Borussia Dortmund,23,GK,1,90,-,-,-,-,-,45.8,-,-,7.51,-,-,-,-,7,-,-,-,-,-,-,-,-,-,24,-,10,-,Bundesliga,2010/2011
7,Christian Tiffert,Kaiserslautern,29,M(C),33,2933,2,17,8,-,1.1,76,0.4,6,7.49,2.2,1.2,2,-,0.2,1.3,-,1,3.2,1.8,2.1,0.3,1.5,1.1,36.5,2.6,3.7,0.2,Bundesliga,2010/2011
8,Christian Fuchs,Mainz,25,M(L),30(1),2649,-,8,6,-,1.1,71,1.1,2,7.43,3.6,3.3,1.5,0.3,2.2,1.3,0.4,-,1.4,0.5,1.1,0.1,0.8,0.9,40.3,1.7,2.7,-,Bundesliga,2010/2011
9,Marc-André ter Stegen,Borussia M.Gladbach,19,GK,6,540,-,-,-,-,-,67.7,0.2,-,7.42,-,-,-,-,2.5,-,-,-,-,-,0.2,-,-,-,38.7,-,14,-,Bundesliga,2010/2011
