,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Lionel Messi,Barcelona,27,FW,29(2),2508,27,11,2,-,5,84.9,0.2,13,8.34,0.5,0.1,0.4,-,-,0.2,-,-,2.4,4.6,1.5,0.5,2.2,0.8,44.4,0.3,1.1,0.4,LaLiga,2013/2014
1,Cristiano Ronaldo,Real Madrid,29,FW,30,2545,31,9,4,1,7.2,80.2,1.8,10,8.27,0.6,0.1,0.7,-,0.5,0.2,-,-,1.6,2.2,1.9,1.5,1.4,1.2,31.9,0.3,0.8,0.1,LaLiga,2013/2014
2,Sergio Álvarez,Celta Vigo,28,GK,3,270,-,-,-,-,-,62.6,0.3,1,8.26,-,-,-,-,0.7,-,-,-,-,-,-,-,-,-,35.7,-,10.3,-,LaLiga,2013/2014
3,Gareth Bale,Real Madrid,25,FW,24(3),2073,15,12,3,-,3.3,76.3,1.1,5,7.75,0.9,0.7,0.7,-,0.3,0.1,0.1,-,1.5,2.1,0.7,0.4,1,1.1,27.2,0.4,1.3,0.2,LaLiga,2013/2014
4,Ivan Rakitic,Sevilla,26,M(C),29(4),2676,11,10,7,-,2.3,79.3,1.2,6,7.61,1.7,1.8,0.8,-,0.8,0.7,0.2,-,2.3,0.8,1.9,0.1,0.8,0.7,50.6,2.1,4.9,0.2,LaLiga,2013/2014
5,Gabi,Atletico,31,M(C),35(1),3119,3,8,11,-,1,79.4,1.1,2,7.58,3.8,2.2,1.7,-,0.9,1.8,0.3,-,1.5,0.7,1.4,-,0.9,0.5,57.6,1.2,4.7,0.2,LaLiga,2013/2014
6,Alexis Sánchez,Barcelona,26,FW,27(7),2386,19,10,2,-,1.9,79.8,0.7,3,7.54,1.7,0.4,1,-,0.2,0.4,-,-,1.4,1.1,1.6,0.7,1.2,1.3,26.7,0.4,0.6,0.1,LaLiga,2013/2014
7,Neymar,Barcelona,22,FW,19(7),1742,9,8,6,-,2.6,84.5,0.5,4,7.51,0.8,0.3,1.1,-,0.2,0.3,-,-,1.6,3,3,0.8,1.7,1.6,36.6,0.4,0.3,0.2,LaLiga,2013/2014
8,Tiago,Atletico,33,M(C),21(1),1866,2,1,8,-,1.1,81.4,2.5,2,7.49,3.5,2.6,1.5,-,2.5,1,0.2,-,0.5,0.3,0.9,-,0.6,0.3,50.8,-,3.3,-,LaLiga,2013/2014
9,Gerard Piqué,Barcelona,27,D(C),26,2311,2,-,5,-,0.8,90.2,3.8,3,7.49,2.1,2,1,0.8,5.5,0.5,0.5,-,0.2,0.2,0.4,-,0.3,0.5,60.5,-,5.7,0.1,LaLiga,2013/2014
10,Javi Flores,Elche,28,Midfielder,1,75,-,-,-,-,3,78.8,-,-,7.48,-,2,-,-,-,-,1,-,2,6,3,-,1,-,33,1,2,-,LaLiga,2013/2014
11,Sergio Ramos,Real Madrid,28,D(CR),32,2759,4,1,10,2,1.3,88.8,4.3,6,7.47,2.3,2.3,1.7,0.6,4.4,0.3,0.5,-,0.3,0.2,1.6,0.2,0.1,0.2,61.7,-,8.3,0.1,LaLiga,2013/2014
12,Carles Puyol,Barcelona,36,D(C),5,429,1,-,-,-,0.2,92.3,2.6,-,7.46,0.8,2.4,0.2,-,6,-,0.2,-,0.2,-,0.8,-,0.4,-,44.2,-,1.2,-,LaLiga,2013/2014
13,Ángel Di María,Real Madrid,26,FW,27(7),2384,4,17,6,-,1.8,82.1,-,1,7.46,1.3,0.6,0.7,-,0.1,1.2,0.1,-,2.6,1.4,0.9,-,0.8,1.2,40,2.1,3.3,0.2,LaLiga,2013/2014
14,Diego Godín,Atletico,28,D(C),34,3060,4,1,11,-,0.5,78.7,2.9,4,7.44,1.8,2.6,1.4,0.1,7.1,0.4,0.3,-,0.1,0.5,1.1,0.1,0.1,0.1,33.4,0.1,3.6,-,LaLiga,2013/2014
15,Karim Benzema,Real Madrid,27,FW,34(1),2779,17,9,2,-,2.9,81.9,0.7,1,7.44,0.5,0.1,0.9,-,0.3,0.1,0.1,-,1.8,0.5,0.6,1.1,1.2,1.1,23.4,0.1,0.4,0.3,LaLiga,2013/2014
16,Dani Alves,Barcelona,31,M(CR),26(1),2388,2,3,6,-,1.1,87.3,1.2,-,7.44,3.1,2,2,0.1,1.4,1.3,-,-,1.3,1.2,1.7,0.4,0.9,0.8,68,1.1,2.1,0.1,LaLiga,2013/2014
17,Felipe Mattioni,Espanyol,26,D(R),2,180,-,-,1,-,-,78.6,2.5,-,7.44,3,4,2,0.5,4,0.5,1,-,1.5,1,0.5,-,1,0.5,28,1,0.5,-,LaLiga,2013/2014
18,Federico Fazio,Sevilla,27,D(C),27,2387,2,1,6,-,0.6,76.7,4.2,1,7.43,1.2,3.1,0.9,0.4,7.3,0.5,0.7,-,0.2,0.3,0.3,0.2,-,0.3,37.1,-,4.1,-,LaLiga,2013/2014
19,Carlos Vela,Real Sociedad,25,FW,35(2),3116,15,12,4,-,2.2,78.9,0.7,5,7.42,0.9,0.3,1.3,-,0.2,0.4,-,-,2.1,2,3.5,0.5,2,1.4,26.1,0.8,1,0.2,LaLiga,2013/2014
20,Pepe,Real Madrid,31,D(C),30,2700,4,2,9,-,0.6,85.9,2.9,-,7.42,1.5,2.5,0.5,0.5,5.1,0.3,0.8,-,0.3,0.2,0.8,-,0.2,0.3,52.1,0.1,6.7,-,LaLiga,2013/2014
21,Isco,Real Madrid,22,FW,23(9),2001,8,6,1,-,1.4,88,0.4,4,7.41,1.2,0.6,0.7,-,0.1,0.7,-,-,2.2,2.1,1.4,0.3,1.4,1,43.6,0.9,1.7,0.5,LaLiga,2013/2014
22,Ander Herrera,Athletic Bilbao,25,M(C),31(2),2577,5,5,7,-,2.1,80.6,1,3,7.40,3,1,1.5,-,0.8,0.8,0.2,-,1.6,1.2,2.6,0.1,1.7,1.4,46.7,0.5,2.2,0.4,LaLiga,2013/2014
23,Diego Costa,Atletico,26,FW,34(1),2965,27,3,7,-,3.1,75.5,1.4,6,7.40,0.6,0.2,1.8,-,0.5,0.3,0.1,-,1.3,1.7,3.3,1.4,3.6,2.8,22.3,0.3,0.5,0.1,LaLiga,2013/2014
24,Daniel Parejo,Valencia,25,M(C),28(3),2423,4,5,7,-,1,87.9,0.8,3,7.39,2.2,1,1,-,0.8,0.9,0.1,-,2.1,1.4,2.2,0.1,1.2,0.7,62.5,1.3,5.1,0.2,LaLiga,2013/2014
