,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Jean-Louis Leca,Valenciennes,25,GK,1,90,-,-,-,-,-,60,-,-,8.18,-,-,-,-,1,-,-,-,-,-,-,-,-,-,30,-,17,-,Ligue 1,2009/2010
1,Anthony Mounier,Lyon,23,AM(CLR),1,90,-,1,-,-,-,71.1,1,-,7.96,3,2,2,-,2,-,-,-,1,2,-,1,2,-,38,1,4,-,Ligue 1,2009/2010
2,Nenê,Monaco,29,FW,34,2997,14,4,5,-,4,66.7,-,8,7.73,1.9,1.7,1.2,-,0.4,1,-,-,2.4,2.1,4.8,0.4,3,-,30.1,1.9,1.4,0.1,Ligue 1,2009/2010
3,Fabio Grosso,Lyon,33,D(CL),1,90,-,-,1,-,-,73.9,-,-,7.68,3,2,2,1,3,1,1,-,-,-,1,-,-,-,69,-,7,-,Ligue 1,2009/2010
4,Florian Bague,Boulogne,26,Goalkeeper,1,90,-,-,1,-,-,58.8,-,-,7.67,-,-,1,-,4,-,-,-,-,-,-,-,-,-,34,-,15,-,Ligue 1,2009/2010
5,Laurent Koscielny,Lorient,25,D(C),35,3118,3,-,3,-,0.3,74.9,1.8,4,7.57,2.3,4.5,1,1.5,9.4,0.5,0.9,1,0.3,0.1,1,0.1,0.3,-,27.1,-,2.1,0.1,Ligue 1,2009/2010
6,Benoit Pedretti,Auxerre,30,M(C),36,3220,4,4,8,-,1,77.9,0.6,6,7.53,2.9,2.6,1.9,-,1.7,1.3,0.2,-,2.3,0.5,2,-,1.5,-,61.4,2.5,7.5,0.2,Ligue 1,2009/2010
7,Mamadou Niang,Marseille,31,FW,29(3),2494,18,6,7,-,3.2,76.4,1,4,7.50,0.8,0.6,1.3,-,0.1,0.3,-,-,1,1.2,3.4,0.6,2,-,20.1,0.2,0.3,0.1,Ligue 1,2009/2010
8,Yohan Cabaye,Lille,24,M(C),30(2),2557,13,7,4,1,3.2,76.5,0.3,6,7.50,2.6,2.3,1.6,-,1,1.1,0.1,-,2,0.3,1.1,0.1,0.9,-,39.8,1.4,4.3,0.2,Ligue 1,2009/2010
9,Yoann Gourcuff,Bordeaux,24,M(CL),26(3),2269,6,7,3,-,2.9,81.5,0.4,5,7.49,1.4,1.5,1.3,-,0.5,0.5,0.2,-,2.3,1,1.9,-,2.1,-,48.4,1.8,4.2,0.6,Ligue 1,2009/2010
10,Cris,Lyon,33,D(C),34,3060,4,1,7,-,0.6,82,2,5,7.47,2.2,4.1,1.1,0.6,8.7,0.4,0.6,-,0.1,0.2,0.6,0.1,0.2,-,37.3,0.1,3.8,-,Ligue 1,2009/2010
11,Abdoulaye Diallo,Rennes,18,GK,1,90,-,-,-,-,-,34.3,-,-,7.43,-,-,-,-,-,-,-,-,-,-,1,-,-,-,35,-,10,-,Ligue 1,2009/2010
12,Wendel,Bordeaux,28,M(CL),25(6),2205,11,6,3,-,3,81.6,1.1,3,7.42,1.4,1.6,1.1,-,0.9,0.5,0.2,-,1.5,0.3,2.5,0.2,0.9,-,32,1.3,0.8,-,Ligue 1,2009/2010
13,Hamdi Kasraoui,Lens,27,GK,6,540,-,-,-,-,-,50,-,1,7.39,0.2,-,-,-,1.8,0.2,-,-,0.2,-,0.3,-,-,-,24,-,8.2,-,Ligue 1,2009/2010
14,Gervinho,Lille,23,FW,28(4),2472,13,4,4,-,1.8,80.6,0.1,3,7.39,0.6,0.8,0.8,-,0.2,0.4,-,-,1.1,2.1,0.9,0.8,1.6,-,21.5,0.1,0.2,-,Ligue 1,2009/2010
15,Serge Aurier,Lens,18,M(R),5,450,-,-,1,-,0.2,66.1,2.2,-,7.36,5.4,2.6,2,0.6,5,1,0.2,-,0.2,0.2,1,-,0.8,-,34.2,0.4,2.8,-,Ligue 1,2009/2010
16,Lionel Letizi,Nice,37,Goalkeeper,1(1),145,-,-,-,-,-,56.8,-,1,7.35,-,-,-,-,0.5,-,-,-,-,-,0.5,-,-,-,18.5,-,9.5,-,Ligue 1,2009/2010
17,Souleymane Diawara,Marseille,32,D(C),37,3330,4,1,6,-,0.6,82.8,1.9,1,7.34,2,2.2,1.1,0.9,8.6,0.6,0.8,-,0.1,0.3,0.8,-,0.3,-,41.7,-,3.4,-,Ligue 1,2009/2010
18,Mathieu Debuchy,Lille,25,M(R),30(1),2674,1,1,3,1,0.7,69.9,1.9,-,7.34,3.1,2.7,2.9,0.3,3.6,0.9,0.1,-,0.8,0.5,1.6,0.1,0.6,-,29.9,0.7,1,-,Ligue 1,2009/2010
19,Julien Féret,Nancy,28,M(C),35(2),3155,5,9,2,-,1.5,73.2,1.6,4,7.34,1.8,2.5,1,-,0.4,0.7,0.1,-,1.8,0.9,1.9,0.1,1.5,-,37.7,0.9,2.5,0.3,Ligue 1,2009/2010
20,Lionel Cappone,Lorient,31,GK,3,270,-,-,-,-,-,32.9,-,1,7.33,-,-,-,-,1.3,-,-,-,-,-,0.7,-,-,-,25.3,-,5.3,-,Ligue 1,2009/2010
21,Rudy Mater,Valenciennes,30,D(R),28,2316,2,5,9,-,0.7,69.4,1.3,2,7.33,3.5,2.5,1.9,0.1,3.6,1.3,0.3,-,0.7,1.1,1.5,-,0.5,-,37.9,0.8,3.3,0.2,Ligue 1,2009/2010
22,Emir Spahic,Montpellier,30,D(C),34,3005,2,1,8,2,0.5,74.9,2.3,5,7.33,2.6,2.5,1.5,0.6,8.9,0.3,0.6,-,0.2,0.2,1.6,-,0.3,-,42,-,2.7,-,Ligue 1,2009/2010
23,Jean-Alain Boumsong,Lyon,31,DMC,19,1705,1,-,1,-,0.3,82.1,2.2,1,7.32,2.3,2.9,1.2,0.9,6.9,0.6,0.3,-,0.2,0.1,0.9,-,0.2,-,33.6,-,1,0.1,Ligue 1,2009/2010
24,Sylvain Marveaux,Rennes,24,FW,33(2),2724,10,5,1,-,1.9,79.7,0.4,5,7.31,0.7,1.1,0.8,-,0.3,0.4,-,-,2.4,1.3,1.7,0.1,1.9,-,33.2,1.6,1.5,0.2,Ligue 1,2009/2010
25,Benoit Cheyrou,Marseille,29,M(C),27(5),2408,5,5,6,-,2.1,78.7,0.3,3,7.31,2.2,2,1.3,0.1,0.7,0.5,0.1,1,1.8,0.5,0.9,-,1,-,44,1.1,4,0.2,Ligue 1,2009/2010
26,Stéphane Grichting,Auxerre,31,DMC,37,3217,-,-,7,-,0.1,75,1.2,1,7.30,3.8,2.8,1.3,0.4,7.4,1.1,0.4,-,0.1,0.2,1.1,-,0.3,-,27.7,0.1,1.5,-,Ligue 1,2009/2010
27,Lucho González,Marseille,29,M(C),28(4),2370,5,12,2,-,1.9,77.1,0.2,3,7.30,1.9,1.3,1.1,-,0.8,1.2,0.1,-,1.9,0.2,2,0.2,0.8,-,35.3,0.9,1.7,0.4,Ligue 1,2009/2010
28,Alou Diarra,Bordeaux,29,M(C),30,2554,1,-,6,-,0.7,86.6,2.1,-,7.29,2.9,2.8,2.1,0.1,2.1,0.5,0.2,-,0.5,0.5,1,-,0.8,-,45.2,-,1.9,-,Ligue 1,2009/2010
29,Michael Ciani,Bordeaux,26,D(C),29(1),2513,2,-,4,2,0.6,85.6,1.9,4,7.28,1.9,3.1,1.6,1,6.9,0.4,0.6,-,0.1,0.5,0.8,-,0.3,-,39.4,-,3.9,-,Ligue 1,2009/2010
30,Elinton Andrade,Marseille,31,Goalkeeper,2(1),243,-,-,1,-,-,71,-,-,7.28,-,-,-,-,2.3,-,-,-,-,-,0.7,-,-,-,23,-,9.7,-,Ligue 1,2009/2010
31,Jérémy Toulalan,Lyon,27,M(C),27(4),2482,-,1,7,-,0.7,79.2,1.3,1,7.27,2.9,3.7,1.5,0.2,3.8,0.8,0.3,1,0.3,0.5,1.3,-,0.7,-,51.8,0.1,3.8,0.1,Ligue 1,2009/2010
32,Aurélien Chedjou,Lille,25,DMC,28(3),2449,2,1,6,-,0.5,81.7,1.5,2,7.26,2.2,2,1.2,0.3,6.9,0.4,0.8,-,0.3,0.6,0.5,0.1,0.2,-,38.5,-,3.8,-,Ligue 1,2009/2010
33,Guy Ndy Assembé,Valenciennes,24,GK,17,1530,-,-,-,-,-,55.5,-,3,7.26,0.1,-,0.1,-,1.5,0.1,-,-,0.1,0.1,0.2,-,-,-,22.9,-,9.3,-,Ligue 1,2009/2010
34,Aly Cissokho,Lyon,23,M(L),31,2735,-,3,5,-,0.3,80.5,0.8,1,7.26,2.6,2.3,1.6,0.1,4.9,0.4,0.2,1,0.9,0.7,1,0.1,0.5,-,35.9,1.3,1.1,-,Ligue 1,2009/2010
35,Maxime Gonalons,Lyon,21,M(C),12(3),1073,1,-,5,1,1.1,80.1,1.9,-,7.26,3.7,3.5,2.9,0.1,1.7,1,0.2,-,0.5,0.5,1.3,-,0.9,-,39.8,0.1,3.2,0.1,Ligue 1,2009/2010
