,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Darron Gibson,Man Utd,25,M(C),1,90,-,1,-,-,4,96.2,-,-,8.06,2,1,-,-,-,2,1,-,1,-,-,-,1,1,78,1,7,-,Premier League,2011/2012
1,Robin van Persie,Arsenal,29,FW,37(1),3334,30,10,8,-,4.6,78.6,0.7,12,7.80,0.5,0.3,0.8,-,1.2,0.2,0.1,-,2.4,1.1,1,1.2,2.4,1.4,27.2,1.3,0.7,0.4,Premier League,2011/2012
2,Wayne Rooney,Man Utd,27,FW,32(2),2839,27,4,1,-,4.6,80.7,0.8,6,7.73,0.6,0.4,0.9,-,0.6,0.4,0.2,-,1.5,1,1,0.1,2.1,1.5,50.4,0.3,5.3,0.2,Premier League,2011/2012
3,Gareth Bale,Tottenham,23,FW,36,3217,9,10,3,-,3.8,82.5,1,8,7.66,1.2,1.5,0.4,0.1,1.1,0.4,0.1,-,2.3,1.8,1.4,0.1,1.6,1.7,40.2,1.3,1.6,0.3,Premier League,2011/2012
4,Gylfi Sigurdsson,Swansea,23,FW,17(1),1500,7,3,-,-,3.9,84.5,0.2,3,7.63,1.6,1.4,0.8,-,0.4,0.6,0.3,-,2.8,0.9,1.4,-,2,1.7,37.3,2.1,1.6,0.3,Premier League,2011/2012
5,Luka Modric,Tottenham,27,M(C),36,3216,4,4,2,-,2.3,87.4,0.3,2,7.59,1.6,2.3,0.5,-,0.4,0.9,0.2,-,2.6,1.8,1.3,0.1,2.4,1,70.4,1.3,7.6,0.5,Premier League,2011/2012
6,Bradley Jones,Liverpool,30,GK,0(1),64,-,-,1,-,-,40,-,-,7.55,-,-,1,-,-,-,-,-,1,-,1,-,-,-,25,-,8,-,Premier League,2011/2012
7,Antonio Valencia,Man Utd,27,M(R),22(5),2120,4,13,3,-,1,85.6,0.4,4,7.51,2.4,1.1,1.7,-,0.6,0.6,0.1,-,2.4,1.3,0.6,0.4,1.1,1.6,44.7,1.7,1.1,0.1,Premier League,2011/2012
8,David Silva,Man City,26,FW,33(3),2819,6,15,-,-,2.4,87.1,0.1,5,7.50,1.3,1,0.7,-,0.3,0.7,-,-,2.9,1.1,1,0.2,1.6,1.3,56.1,1,1.6,0.5,Premier League,2011/2012
9,Nemanja Vidic,Man Utd,31,D(C),6,502,-,-,-,-,0.7,81.9,3,2,7.50,1,2.3,0.7,0.7,12.8,-,0.3,-,0.7,0.3,0.3,-,-,0.3,41.5,0.2,4.5,-,Premier League,2011/2012
