,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Franck Ribéry,Bayern,30,FW,24(3),2120,10,14,2,-,2.4,87.7,0.4,11,8.42,1,0.8,1.1,-,-,0.9,0.1,-,3.2,4.5,2.5,0.6,3.3,1.3,55.9,1.7,3.2,0.3,Bundesliga,2012/2013
1,Stefan Kießling,Leverkusen,29,FW,34,3020,25,7,1,-,3.5,66,5.3,10,8.02,1.1,0.6,2.6,-,0.9,0.9,0.1,-,2,1.5,3.2,1.1,2.4,2.2,26.8,0.2,0.7,0.1,Bundesliga,2012/2013
2,Diego,Wolfsburg,28,M(CLR),32,2880,10,7,7,-,2.1,83.3,0.4,8,7.84,1.7,1,1.6,-,0.3,1.8,0.1,-,2.1,3.9,3.9,0.2,2.9,1.1,51.6,1.5,4.7,0.5,Bundesliga,2012/2013
3,Mario Götze,Borussia Dortmund,21,FW,23(5),2038,10,9,4,-,1.9,83.4,0.6,4,7.81,1.9,0.7,1.4,-,0.1,0.8,0.1,-,2.3,3,2.2,0.6,2.6,1,35.4,0.8,1.5,0.3,Bundesliga,2012/2013
4,Daniel Carvajal,Leverkusen,21,D(R),31(1),2783,1,7,7,-,0.4,79.8,1.3,2,7.72,3.4,3.7,1.4,0.4,3.2,0.9,0.4,-,1.5,1.9,0.8,0.1,1.4,0.9,43.6,0.9,1.7,0.1,Bundesliga,2012/2013
5,Jefferson Farfán,Schalke,29,FW,25(2),2179,6,6,1,-,1.9,82.7,0.7,5,7.71,1.9,1,1.6,-,0.1,0.5,-,-,3.1,2.8,1.8,0.3,2.6,0.9,37.6,2.6,0.9,0.2,Bundesliga,2012/2013
6,Thomas Müller,Bayern,24,FW,25(3),2102,13,11,-,-,2.4,77.7,1.5,4,7.69,1.1,0.5,1.3,-,0.3,0.8,-,-,2,1.6,1.5,0.8,1.8,1.3,30.8,1.1,0.6,0.1,Bundesliga,2012/2013
7,Toni Kroos,Bayern,23,M(C),23(1),1926,6,8,2,-,2.2,89.7,0.5,3,7.69,1.5,0.6,0.9,-,0.1,1.1,-,-,2.8,1,1.9,0.3,1.3,0.9,52.8,2.1,3.8,0.4,Bundesliga,2012/2013
8,André Schürrle,Leverkusen,23,FW,34,2830,11,7,1,-,3.6,78.5,0.5,3,7.67,1.1,1.4,0.7,-,-,1.2,-,-,1.2,3.2,1.7,0.8,2.2,1.9,27.1,0.5,1.1,0.2,Bundesliga,2012/2013
9,Robert Lewandowski,Borussia Dortmund,25,FW,29(2),2599,24,5,2,1,3.2,71.9,2.8,4,7.66,0.4,0.3,1.8,-,0.2,0.2,0.1,-,1.1,1.5,2.1,0.9,2.7,2.7,23.2,0.2,0.5,0.3,Bundesliga,2012/2013
10,Bastian Schweinsteiger,Bayern,29,M(C),27(1),2360,7,3,4,-,1.5,87.8,0.9,2,7.64,2.8,1.3,1.6,-,0.6,1.4,0.2,-,0.9,1.2,2.1,0.3,1.6,0.8,74,0.4,9.3,0.3,Bundesliga,2012/2013
