,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Kike Hermoso,Real Betis,Defender,1,90,1,-,-,-,2,83.3,6,1,7.77,2,-,1,1,5,-,1,-,-,1,-,-,-,1,60,-,2,-,LaLiga,2021/2022
1,Karim Benzema,Real Madrid,FW,31(1),2600,27,12,-,-,4,85.2,0.6,10,7.69,0.3,0.1,0.4,-,0.4,0.2,-,-,1.9,1.1,0.3,1,0.8,1.1,38.1,0.1,1,0.1,LaLiga,2021/2022
2,Vinícius Júnior,Real Madrid,FW,30(5),2701,17,10,6,-,2.3,85.9,0.1,8,7.56,1.3,0.2,1,-,-,1,-,-,1.9,2.7,2.1,0.7,1.7,2.5,35.1,0.3,1.2,0.1,LaLiga,2021/2022
3,Ousmane Dembélé,Barcelona,FW,15(6),1413,1,13,3,-,2.2,84.4,0.2,4,7.46,1.1,0.4,0.5,-,0.1,0.8,-,-,2.1,2.8,0.8,0.2,1.3,1.8,31.7,1.4,1.1,0.3,LaLiga,2021/2022
4,Miguel Gutiérrez,Real Madrid,D(L),3,262,-,1,1,-,-,94,0.7,-,7.44,2.3,0.7,1,-,0.7,0.7,-,-,1,2,2.7,-,0.7,0.3,50.3,0.7,4.3,-,LaLiga,2021/2022
5,Gerard Moreno,Villarreal,FW,14(3),1194,9,3,2,-,2.2,69.4,1.1,6,7.44,0.3,0.4,0.6,-,0.8,0.4,0.1,-,1.8,2.3,0.8,0.5,1.7,1.8,25.4,0.2,1.8,0.4,LaLiga,2021/2022
6,Nabil Fekir,Real Betis,FW,33(1),2812,6,8,7,1,2.5,86.4,0.8,7,7.38,1.3,0.2,1.9,-,0.1,0.9,-,-,2.5,2.4,2.7,0.3,2.4,3,38.8,1.8,1.3,0.2,LaLiga,2021/2022
7,Andriy Lunin,Real Madrid,GK,2,180,-,-,-,-,-,85.1,-,1,7.32,-,-,0.5,-,1.5,-,-,-,-,-,-,-,-,-,33.5,-,6,-,LaLiga,2021/2022
8,Casemiro,Real Madrid,DMC,31(1),2576,1,3,11,-,1.3,86,3.2,3,7.26,2.5,1.2,1.7,-,1.8,1.2,0.6,-,0.8,0.6,1.2,0.1,0.4,1,61.3,0.1,5.5,0.2,LaLiga,2021/2022
9,Joselu,Deportivo Alaves,FW,35(2),3126,14,4,-,-,2.6,61.1,7.7,5,7.25,0.4,0.2,1.2,-,1.2,0.5,0.1,-,0.9,0.5,1.5,0.3,0.9,2.1,28.4,0.1,0.6,0.1,LaLiga,2021/2022
