,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Josh Harrop,Man Utd,AM(CL),1,90,1,-,-,-,2,97.6,-,1,8.34,6,-,4,-,1,2,-,-,1,1,1,-,1,3,41,1,-,-,Premier League,2016/2017
1,Sergio Romero,Man Utd,GK,2,180,-,-,-,-,-,71.7,-,1,8.17,-,-,-,-,1,-,-,-,-,-,-,-,-,-,23,-,13,-,Premier League,2016/2017
2,Demetri Mitchell,Man Utd,M(LR),1,90,-,-,-,-,-,86,-,-,8.15,5,3,-,-,2,1,-,-,2,2,2,-,1,3,50,1,1,1,Premier League,2016/2017
3,Eden Hazard,Chelsea,FW,36,3007,16,5,3,-,2.1,84.2,0.6,13,7.81,0.5,0.8,0.5,-,0.1,0.4,-,-,2.4,4,2.8,0.2,1.7,2,48.6,0.5,3.2,0.1,Premier League,2016/2017
4,Alexis Sánchez,Arsenal,FW,36(2),3224,24,10,6,-,3.4,73.6,0.4,10,7.76,1.4,0.7,1.3,-,0.1,0.7,-,-,2.1,2.9,1.8,0.7,3.4,2.5,43.3,0.4,2,0.2,Premier League,2016/2017
5,Paul Pogba,Man Utd,M(CL),29(1),2610,5,4,7,-,3.1,85.1,2.8,4,7.72,1.8,1,2.1,0.1,1.4,1,0.1,-,1.9,2.4,2.4,0.1,1.8,2.6,72.6,0.2,5.4,0.4,Premier League,2016/2017
6,Harry Kane,Tottenham,FW,29(1),2536,29,7,3,-,3.7,71.7,1.5,7,7.68,0.7,0.1,0.8,-,0.7,0.3,-,-,1.4,1.3,1.5,0.6,1.6,2.8,19.9,0.2,0.6,-,Premier League,2016/2017
7,Calum Chambers,Arsenal,DMC,1,90,1,-,-,-,2,82.4,8,-,7.63,2,1,-,-,1,1,1,-,-,-,2,-,-,-,85,-,8,-,Premier League,2016/2017
8,Philippe Coutinho,Liverpool,M(CLR),28(3),2245,13,7,2,-,3.4,83.9,0.2,8,7.56,1.1,0.6,0.6,-,0.2,1.5,-,-,2.1,2.3,1.2,0.1,1.8,1.8,45.2,1.2,2.3,0.2,Premier League,2016/2017
9,Kevin De Bruyne,Man City,FW,33(3),2885,6,18,4,-,2.4,82,0.4,9,7.55,1.4,0.6,1,-,0.2,1.8,-,-,2.9,1.4,1.1,0.1,1.3,1.6,50.1,2.3,2.3,0.4,Premier League,2016/2017
10,Roberto Firmino,Liverpool,FW,34(1),3069,11,7,5,-,2.9,79.4,1.8,5,7.54,1.7,0.7,1.5,-,0.4,1.5,0.1,-,2.2,2,0.9,0.5,2.3,2.3,44.1,0.3,0.9,0.1,Premier League,2016/2017
11,Christian Eriksen,Tottenham,FW,36,3167,8,15,-,-,3.7,80.2,0.6,7,7.53,1.3,0.6,0.6,-,0.6,1.3,-,-,3.1,0.8,0.7,0.1,1.4,1.5,54.9,1.5,3,0.2,Premier League,2016/2017
12,Dimitri Payet,West Ham,FW,17(1),1515,2,6,2,-,3.1,80.7,0.2,5,7.53,0.5,0.3,0.4,-,0.3,0.8,-,-,4.1,2.6,1.9,-,1.4,1.7,42.4,2.8,2.4,0.2,Premier League,2016/2017
13,Sadio Mané,Liverpool,FW,26(1),2248,13,5,4,-,2.1,77.5,1.6,2,7.51,0.9,0.3,1.2,-,0.4,0.7,-,-,1.6,2.5,2,0.5,2.7,2.2,37.8,0.3,0.9,-,Premier League,2016/2017
14,Romelu Lukaku,Everton,FW,36(1),3267,25,6,3,-,3,65.5,3.7,6,7.50,0.2,-,0.9,-,0.7,0.4,0.1,-,1.3,1.7,0.9,1,2.4,2.1,26.1,0.2,0.5,0.1,Premier League,2016/2017
