,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Lionel Messi,Barcelona,FW,33(2),3023,30,9,4,-,5.6,85.1,0.2,22,8.52,0.5,0.2,0.6,-,-,0.3,-,-,2.2,4.5,2.8,0.2,2.5,1.6,64.2,1,2,0.2,LaLiga,2020/2021
1,Ángel Jiménez,Granada,Goalkeeper,1,90,-,-,-,-,-,45.2,1,-,8.24,-,-,-,-,2,-,-,-,-,-,-,-,-,-,31,-,9,-,LaLiga,2020/2021
2,Gerard Moreno,Villarreal,FW,30(3),2683,23,7,3,-,2.9,69.7,1.9,12,7.62,0.7,0.5,1.3,-,0.8,0.8,0.1,-,1.3,2.2,1.8,0.6,1.8,2.8,32,0.4,1.8,0.2,LaLiga,2020/2021
3,Karim Benzema,Real Madrid,FW,33(1),2902,23,9,2,-,3.6,84.6,0.8,8,7.57,0.2,0.2,0.5,-,0.7,0.3,0.1,-,1.1,1.1,0.7,0.7,1.1,1.7,35.6,0.1,1.3,0.1,LaLiga,2020/2021
4,Ansu Fati,Barcelona,AM(L),6(1),437,4,-,1,-,2,83.8,0.3,2,7.38,1.3,0.4,0.9,-,-,1.1,-,-,1.3,1.6,1.6,0.3,1.1,1.6,28.1,0.3,-,0.1,LaLiga,2020/2021
5,Casemiro,Real Madrid,DMC,32(2),2903,6,4,9,1,1.4,83.9,3,4,7.36,2.5,2.1,1.6,0.1,1.6,1.2,0.5,-,0.7,0.4,1.6,0.1,0.8,0.9,56.8,0.1,4.4,-,LaLiga,2020/2021
6,Iago Aspas,Celta Vigo,FW,33,2871,14,13,9,-,1.5,78.8,0.5,8,7.32,0.3,0.5,0.7,-,0.6,0.6,0.1,-,1.9,1.8,1.6,0.4,0.8,1.7,37.1,0.2,1.5,0.2,LaLiga,2020/2021
7,Marcos Llorente,Atletico,FW,33(4),2960,12,11,6,-,1.3,84.6,0.6,4,7.26,1.9,0.8,1.6,-,0.6,1,0.1,-,1.2,1.1,1,0.2,1.4,1.1,33.6,0.4,1.3,0.1,LaLiga,2020/2021
8,Mikel Merino,Real Sociedad,M(C),25(1),2157,2,4,5,-,1.3,76.7,3.2,4,7.24,2.3,1.2,3,-,1,1,0.3,-,1.1,1.2,2.1,0.1,1,1.6,45.3,0.1,2.1,0.2,LaLiga,2020/2021
9,Toni Kroos,Real Madrid,M(C),24(4),2122,3,10,6,-,1.2,93.6,0.4,3,7.22,1.5,0.5,1,-,0.3,1.2,0.2,-,2.4,0.6,1.1,-,0.3,0.5,72.2,1.3,8.2,0.1,LaLiga,2020/2021
10,Joselu,Deportivo Alaves,FW,34(3),3038,11,3,1,-,2.5,58.6,6.9,5,7.22,0.7,0.4,1.2,0.1,1.5,0.5,0.1,-,0.8,0.8,2,0.4,1,2.4,27.4,0.1,0.9,-,LaLiga,2020/2021
11,Kieran Trippier,Atletico,M(R),28,2477,-,6,-,-,0.1,79.4,1.5,2,7.20,2.2,1.4,1.1,0.2,1.7,0.9,0.1,-,1.2,0.7,0.5,0.2,0.3,0.8,53.2,1.2,2.4,0.1,LaLiga,2020/2021
12,Lucas Vázquez,Real Madrid,M(R),21(3),1851,2,5,3,-,0.9,87.7,0.4,2,7.20,2.5,0.8,1.3,0.1,1,1.3,-,-,1.8,1.3,1.3,0.1,0.9,1.9,51,1,2.7,-,LaLiga,2020/2021
13,Geoffrey Kondogbia,Valencia,DMC,5,441,-,-,1,-,0.8,85.6,1.4,1,7.19,3.2,1.6,1.6,-,1.6,2.4,0.2,-,-,2.2,2,-,0.2,0.4,37.4,-,4.6,-,LaLiga,2020/2021
14,Diego Llorente,Real Sociedad,DMC,1,90,-,-,-,-,-,82.8,3,-,7.18,1,2,2,-,4,1,1,-,-,-,-,-,-,-,58,-,3,-,LaLiga,2020/2021
15,Antoine Griezmann,Barcelona,FW,32(4),2621,13,7,4,-,2,87.3,0.5,4,7.17,1,0.3,0.4,-,0.3,0.8,-,-,1.2,0.7,0.9,0.4,0.6,0.9,36.6,0.3,1.1,-,LaLiga,2020/2021
16,Javi Galán,SD Huesca,M(L),34(3),3068,1,2,5,-,0.2,80.2,0.4,5,7.16,2.4,1.1,1.6,0.2,1.4,0.7,0.1,-,1.1,3.3,2.6,0.1,1.1,1.8,35.4,1.3,1.8,-,LaLiga,2020/2021
17,Yannick Carrasco,Atletico,FW,25(5),2189,6,10,6,-,1.4,80.7,0.1,4,7.16,0.9,0.6,1,-,0.3,0.6,-,-,1.6,2.2,1.1,0.1,1.7,2,28.2,0.6,0.7,0.1,LaLiga,2020/2021
18,Luis Suárez,Atletico,FW,30(2),2521,21,3,6,-,3.3,71.8,0.8,4,7.16,0.3,0.2,0.7,-,0.4,0.3,-,-,0.8,0.4,1.3,1,0.8,1.9,18,0.1,0.6,0.1,LaLiga,2020/2021
19,Luka Modric,Real Madrid,M(C),32(3),2744,5,3,4,-,1.3,88.1,0.5,5,7.15,1.1,1.4,0.9,-,0.3,0.7,0.1,-,1.4,1.6,0.9,-,0.9,1.2,63.1,0.4,4.7,0.1,LaLiga,2020/2021
20,Frenkie de Jong,Barcelona,DMC,35(2),3159,3,4,5,-,0.5,91.9,1.1,2,7.13,1.2,1,0.7,-,0.7,0.5,0.1,-,1.3,1.6,1.2,0.1,0.7,0.9,75.3,-,2.1,-,LaLiga,2020/2021
21,Nabil Fekir,Real Betis,FW,33,2637,5,5,5,1,2.6,85.3,0.8,6,7.12,1.4,0.2,2.4,-,-,1.1,0.1,-,1.5,2.6,2.8,0.4,2.5,2.4,35.6,1,1,0.1,LaLiga,2020/2021
22,José Campaña,Levante,M(CLR),8(1),747,1,2,1,-,1.4,82.5,0.4,3,7.12,1.6,1.4,0.8,0.1,0.4,1,-,-,1.6,2.6,1.4,0.1,1.4,1.9,51.4,1.3,2.3,0.1,LaLiga,2020/2021
23,Daniel Parejo,Villarreal,M(C),36,3120,3,4,5,-,0.8,90.2,0.7,1,7.10,1.8,1.3,0.9,-,0.5,1.3,0.2,-,1.2,1,1.7,-,0.6,0.6,74.1,1.2,4.9,-,LaLiga,2020/2021
24,Thomas Partey,Atletico,M(CR),2(1),199,-,-,1,-,1.7,89.1,0.7,1,7.09,2.3,0.7,1.7,-,0.3,1,0.3,-,-,2.3,0.3,-,0.3,-,73.3,0.3,6.7,-,LaLiga,2020/2021
25,Jony Álamo,Elche,Midfielder,1,74,-,-,-,-,1,87.5,-,-,7.09,2,1,-,-,-,1,-,-,-,4,2,-,1,1,16,-,2,-,LaLiga,2020/2021
26,Carlos Soler,Valencia,M(CLR),31(1),2737,11,8,7,-,1.2,85.8,0.6,4,7.05,1.3,0.7,0.8,-,1.3,1,0.3,-,1.4,0.8,1.2,-,0.4,0.9,44.7,1.2,3.1,0.1,LaLiga,2020/2021
27,Mikel Oyarzabal,Real Sociedad,FW,30(3),2432,11,8,1,-,1.9,76.7,0.6,2,7.05,0.9,0.5,0.7,-,0.4,0.6,0.2,-,1.5,0.7,1.2,0.5,1.3,1.4,24.6,1.3,0.7,-,LaLiga,2020/2021
28,Alexander Isak,Real Sociedad,FW,30(4),2361,17,2,4,-,2.4,72.7,1.2,6,7.03,0.3,0.1,0.8,0.1,0.2,0.1,-,-,0.3,1.1,1,0.6,0.8,1.6,12.6,0.2,0.3,0.1,LaLiga,2020/2021
29,Rober Correa,Eibar,D(R),13(2),1140,-,2,3,-,0.4,70.7,3.2,1,7.01,1.1,1.3,0.5,0.6,1.9,0.3,0.1,-,0.7,0.9,1.3,0.1,0.4,1.2,30.5,1,1.6,-,LaLiga,2020/2021
