,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Neymar,PSG,FW,20,1788,19,13,4,1,4.5,79.6,0.2,12,8.95,1,0.3,1.2,-,-,1.7,-,-,3.5,7.1,5.2,0.5,2.9,3.4,66.8,1.1,2.1,1.1,Ligue 1,2017/2018
1,Florian Thauvin,Marseille,FW,35,2966,22,11,7,-,3.7,78.2,0.4,13,7.93,1.3,0.5,0.7,-,0.4,0.9,-,-,2.2,3.4,1.5,0.5,2.5,2.3,45.8,1.2,1.5,0.3,Ligue 1,2017/2018
2,Nabil Fekir,Lyon,FW,28(2),2481,18,8,8,-,3,85.3,0.7,12,7.86,1.5,0.3,2.4,-,0.1,1.1,-,-,2,3,3.5,0.6,2.5,2.4,37.9,1.3,1,0.1,Ligue 1,2017/2018
3,Adama Traoré,Monaco,M(CR),2(1),189,3,-,1,-,2,84.7,0.7,-,7.77,2,1,0.3,-,0.3,1,-,-,0.3,1,2,-,1.7,2,24,-,1,0.3,Ligue 1,2017/2018
4,Edinson Cavani,PSG,FW,30(2),2589,28,6,3,-,3.3,80.2,0.3,2,7.69,0.5,0.2,0.6,0.1,0.7,0.4,-,-,1.2,0.5,0.6,0.8,0.4,1.1,15.9,-,0.4,0.2,Ligue 1,2017/2018
5,Jean-Christophe Bouet,Amiens,Goalkeeper,1,90,-,-,-,-,-,42.3,-,-,7.69,-,-,-,-,2,-,-,-,-,-,1,-,-,-,26,-,8,-,Ligue 1,2017/2018
6,Kylian Mbappé,PSG,FW,24(3),2097,13,8,2,-,2.9,83.1,0.3,7,7.54,0.4,-,0.4,-,-,0.5,-,-,1.9,2.9,1.4,0.9,2.2,2.4,24.7,0.4,0.3,0.3,Ligue 1,2017/2018
7,Dimitri Payet,Marseille,FW,28(3),2358,6,13,6,-,1.9,80.6,0.2,4,7.54,0.7,0.6,0.5,-,0.2,0.9,0.1,-,3.9,1.5,1.7,0.1,1.6,1.7,45.3,2.5,3,0.6,Ligue 1,2017/2018
8,Mathieu Debuchy,Saint-Etienne,M(R),15,1316,4,-,1,-,1.3,74.5,4.1,2,7.53,2.3,1.8,1.5,0.2,3.9,0.9,0.7,1,0.9,0.4,0.9,0.1,0.7,1.5,37.9,0.9,1.3,-,Ligue 1,2017/2018
9,Fabinho,Monaco,DMC,34,3060,7,3,8,-,0.7,86.3,2.9,6,7.51,3.4,1.3,1.7,0.1,1.7,1.9,0.4,-,1.1,1.1,1.9,-,0.6,0.7,58.2,0.1,4.7,0.1,Ligue 1,2017/2018
