,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Arjen Robben,Bayern,FW,20(1),1679,17,7,-,-,4.2,83.1,0.9,11,8.45,0.5,0.4,0.5,-,-,0.7,-,-,2.4,4.5,1.3,0.4,1.2,1.1,48,0.8,1.6,0.2,Bundesliga,2014/2015
1,Kevin De Bruyne,Wolfsburg,FW,34,3052,10,20,3,-,2.8,74.5,0.5,6,7.95,1.2,0.7,1.1,-,0.3,1.2,0.1,-,3.3,2.9,1.5,0.5,1.8,1.5,44.7,1.6,4.5,0.3,Bundesliga,2014/2015
2,Franck Ribéry,Bayern,FW,9(6),959,5,7,2,-,1.5,84.3,0.4,1,7.93,1.4,0.5,1.1,-,0.1,0.5,-,-,1.9,3.8,1.5,0.3,1.6,0.9,55.3,0.5,2.6,0.1,Bundesliga,2014/2015
3,Roberto Firmino,Hoffenheim,FW,33,2918,7,10,5,-,2.9,72.7,2.3,5,7.79,2.7,1.2,2.2,-,0.8,1.8,-,-,2.1,4.2,1,0.2,2.2,2.3,39.8,0.2,0.6,0.2,Bundesliga,2014/2015
4,Naldo,Wolfsburg,D(C),32,2879,7,2,5,-,1.6,83.6,4.8,5,7.78,2.5,3.7,1.3,0.8,5,0.9,0.7,-,0.3,0.6,0.8,-,0.3,0.2,54,-,6.1,-,Bundesliga,2014/2015
5,Ricardo Rodríguez,Wolfsburg,M(L),26,2294,6,4,2,-,1.3,80.9,3.3,3,7.72,1.5,2.3,0.8,0.3,2.5,0.7,0.2,-,2.1,1.4,1.1,0.1,1,0.5,56.1,1.7,4.8,-,Bundesliga,2014/2015
6,Cléber Reis,Hamburg,D(C),11(1),1029,1,-,4,1,1.1,77.4,5.6,2,7.68,3.4,3.4,1.5,0.6,8.8,0.8,0.4,-,-,1.2,0.8,-,0.8,0.8,49.8,0.1,3.8,-,Bundesliga,2014/2015
7,Karim Bellarabi,Leverkusen,FW,32(1),2725,12,6,5,-,3.2,67.3,0.6,5,7.64,1.1,0.8,1.9,-,0.2,1.4,-,-,1.4,4.7,1.9,0.9,2.5,1.5,27.3,0.2,0.7,0.1,Bundesliga,2014/2015
8,Granit Xhaka,Borussia M.Gladbach,M(C),30,2639,2,1,10,1,2,86.1,3.2,3,7.61,2.7,2.7,2.7,-,1.9,1.2,0.6,-,0.7,1.4,1.4,0.1,1.2,0.8,78.2,-,7.8,0.2,Bundesliga,2014/2015
9,Mats Hummels,Borussia Dortmund,D(C),23(1),2032,2,-,2,-,0.9,77.3,6.1,4,7.60,2.5,2.2,0.7,0.7,4.8,1.1,0.6,-,0.4,0.8,0.6,-,0.3,0.5,59,-,5.1,-,Bundesliga,2014/2015
10,Bas Dost,Wolfsburg,FW,17(4),1530,16,4,1,-,2,64.9,4.3,2,7.59,0.6,0.1,1,-,1.1,0.5,0.1,-,0.7,0.2,0.9,0.8,0.2,0.7,18.2,-,0.3,-,Bundesliga,2014/2015
11,Marco Reus,Borussia Dortmund,FW,18(2),1571,7,5,1,-,3.3,75.7,0.8,5,7.54,1.5,0.9,1.4,-,0.6,1,0.1,-,2.5,1.9,2.2,1.2,1.4,1.8,33.3,1,1,0.2,Bundesliga,2014/2015
12,Alexander Meier,Eintracht Frankfurt,FW,24(2),2210,19,2,-,-,3.1,66.3,5.3,6,7.54,0.7,0.6,1.3,-,0.7,0.6,0.2,-,0.8,0.2,0.4,0.6,0.8,1.1,24.2,-,1.1,0.1,Bundesliga,2014/2015
13,Eric Choupo-Moting,Schalke,FW,30(1),2557,9,6,-,-,2.2,71.1,2.9,5,7.50,1.4,0.6,1.1,-,0.8,0.9,0.1,-,1.2,3.9,1.4,0.6,2.8,2.2,30.1,0.2,0.4,-,Bundesliga,2014/2015
