,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Darron Gibson,Man Utd,M(C),1,90,-,1,-,-,4,96.2,-,-,8.06,2,1,-,-,-,2,1,-,1,-,-,-,1,1,78,1,7,-,Premier League,2011/2012
1,Robin van Persie,Arsenal,FW,37(1),3334,30,10,8,-,4.6,78.6,0.7,12,7.80,0.5,0.3,0.8,-,1.2,0.2,0.1,-,2.4,1.1,1,1.2,2.4,1.4,27.2,1.3,0.7,0.4,Premier League,2011/2012
2,Wayne Rooney,Man Utd,FW,32(2),2839,27,4,1,-,4.6,80.7,0.8,6,7.73,0.6,0.4,0.9,-,0.6,0.4,0.2,-,1.5,1,1,0.1,2.1,1.5,50.4,0.3,5.3,0.2,Premier League,2011/2012
3,Gareth Bale,Tottenham,FW,36,3217,9,10,3,-,3.8,82.5,1,8,7.66,1.2,1.5,0.4,0.1,1.1,0.4,0.1,-,2.3,1.8,1.4,0.1,1.6,1.7,40.2,1.3,1.6,0.3,Premier League,2011/2012
4,Gylfi Sigurdsson,Swansea,FW,17(1),1500,7,3,-,-,3.9,84.5,0.2,3,7.63,1.6,1.4,0.8,-,0.4,0.6,0.3,-,2.8,0.9,1.4,-,2,1.7,37.3,2.1,1.6,0.3,Premier League,2011/2012
5,Luka Modric,Tottenham,M(C),36,3216,4,4,2,-,2.3,87.4,0.3,2,7.59,1.6,2.3,0.5,-,0.4,0.9,0.2,-,2.6,1.8,1.3,0.1,2.4,1,70.4,1.3,7.6,0.5,Premier League,2011/2012
6,Bradley Jones,Liverpool,GK,0(1),64,-,-,1,-,-,40,-,-,7.55,-,-,1,-,-,-,-,-,1,-,1,-,-,-,25,-,8,-,Premier League,2011/2012
7,Antonio Valencia,Man Utd,M(R),22(5),2120,4,13,3,-,1,85.6,0.4,4,7.51,2.4,1.1,1.7,-,0.6,0.6,0.1,-,2.4,1.3,0.6,0.4,1.1,1.6,44.7,1.7,1.1,0.1,Premier League,2011/2012
8,David Silva,Man City,FW,33(3),2819,6,15,-,-,2.4,87.1,0.1,5,7.50,1.3,1,0.7,-,0.3,0.7,-,-,2.9,1.1,1,0.2,1.6,1.3,56.1,1,1.6,0.5,Premier League,2011/2012
9,Nemanja Vidic,Man Utd,D(C),6,502,-,-,-,-,0.7,81.9,3,2,7.50,1,2.3,0.7,0.7,12.8,-,0.3,-,0.7,0.3,0.3,-,-,0.3,41.5,0.2,4.5,-,Premier League,2011/2012
10,Steven Pienaar,Everton,M(CL),14,1239,4,7,6,-,1.6,83.1,0.4,3,7.48,1.9,1.8,1.4,-,0.4,0.4,0.3,-,2.3,1,2.7,-,3,1.9,50.8,0.6,1.6,0.2,Premier League,2011/2012
11,Mikel Arteta,Arsenal,M(C),29,2475,6,2,4,-,1.4,90.8,0.6,3,7.45,2.5,1.9,1.4,0.1,0.4,1.1,0.2,-,2.1,0.7,1.9,-,0.9,0.6,76.9,1,5.2,0.2,Premier League,2011/2012
12,Sergio Agüero,Man City,FW,31(3),2602,23,8,2,-,3.8,86.5,0.1,6,7.45,0.7,0.5,0.6,-,-,0.4,-,-,1.7,1.6,0.8,0.9,2.8,1.5,25.3,0.1,0.4,0.1,Premier League,2011/2012
13,Nani,Man Utd,FW,24(5),2111,8,10,2,-,2.2,80.2,0.5,3,7.43,1.3,0.9,1,-,0.5,0.4,0.1,-,2.3,1.8,1,0.1,2.2,1.9,36.2,1.6,0.5,0.1,Premier League,2011/2012
14,Yaya Touré,Man City,M(C),31(1),2651,6,6,8,-,2,90.5,0.6,3,7.42,1.7,1.2,1,-,0.8,0.9,-,-,1.7,1.2,0.8,-,0.8,0.9,75.6,0.1,5.5,0.3,Premier League,2011/2012
15,Lucas Leiva,Liverpool,M(C),12,1045,-,-,5,-,0.5,85.6,1.8,1,7.40,5.7,2.8,1.6,-,1.2,1,0.3,-,0.9,0.3,0.8,-,0.8,0.3,57.3,-,3.9,0.1,Premier League,2011/2012
16,Rafael,Man Utd,M(R),10(2),916,-,4,2,-,0.8,88.1,1,-,7.39,4.1,1.1,1,0.1,3,0.5,0.2,-,0.9,0.8,1,-,1.6,0.9,51.3,0.8,2.1,-,Premier League,2011/2012
17,Patrice Evra,Man Utd,M(L),37,3239,-,4,6,-,0.6,86.3,1.3,1,7.38,2.8,1.4,1,0.1,4.6,0.8,0.2,-,1.1,1.4,1.1,0.1,0.9,0.9,43.5,0.4,1.4,-,Premier League,2011/2012
