,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Mario Balotelli,AC Milan,FW,12(1),1145,12,-,7,-,5.9,69.4,1.4,6,8.23,1.1,0.3,3.2,-,0.5,0.5,0.1,-,1.5,3,5.2,0.7,2.3,2.3,25.6,0.8,1,0.2,Serie A,2012/2013
1,Lúcio,Juventus,D(C),1,90,-,-,-,-,1,81.7,3,-,8.17,4,2,-,1,5,1,-,-,1,3,1,-,-,-,60,-,5,-,Serie A,2012/2013
2,Andrea Pirlo,Juventus,M(C),32,2858,5,7,8,-,2.1,87.3,0.4,6,7.82,2.6,1.2,1.1,-,0.2,1.1,0.1,-,3.1,1.4,1.7,0.1,1,0.6,78.8,1.8,10.6,1,Serie A,2012/2013
3,Arturo Vidal,Juventus,M(CR),29(2),2588,10,8,11,-,2,87,1.4,7,7.77,4.9,1.5,1.9,-,1.5,1.9,0.3,-,2,0.7,1.5,0.2,1,1,53.5,0.4,2.5,0.6,Serie A,2012/2013
4,Giorgio Chiellini,Juventus,D(C),23(1),2039,1,2,5,-,0.5,90.3,2.8,-,7.73,3.1,3,1.5,0.3,6.2,0.5,0.4,-,0.5,0.3,1.7,-,0.3,0.4,58.7,0.2,6,-,Serie A,2012/2013
5,Edinson Cavani,Napoli,FW,33(1),2981,29,4,8,-,4.6,77.9,0.9,8,7.69,1.4,0.4,1.4,-,1.8,0.6,0.2,-,0.9,1.1,1.1,0.9,1.1,2.1,20.5,0.2,1.3,0.3,Serie A,2012/2013
6,Hugo Campagnaro,Napoli,D(CR),27(1),2413,1,1,8,-,0.3,86.2,2.2,2,7.64,3.1,3.1,1.4,0.8,7.1,0.7,0.5,-,0.3,1.3,1.4,0.1,0.4,0.5,44,0.2,2.3,0.1,Serie A,2012/2013
7,Antonio Donnarumma,Genoa,Goalkeeper,1,90,-,-,-,-,-,22.6,-,-,7.62,-,-,-,-,1,-,-,-,-,-,-,-,-,-,31,-,6,-,Serie A,2012/2013
8,Erik Lamela,Roma,FW,30(3),2600,15,5,7,-,2.6,82,0.4,5,7.59,1.8,0.6,2.2,-,0.2,1.1,0.2,-,1.7,3,2,0.2,1.7,1.5,29.8,0.4,1.3,0.5,Serie A,2012/2013
9,Alberto Frison,Catania,GK,4,360,-,-,2,-,-,52.9,0.5,-,7.58,-,-,0.3,-,1.8,-,-,-,-,-,0.3,-,-,-,21.8,-,7,-,Serie A,2012/2013
10,Juan Cuadrado,Fiorentina,FW,34(2),2967,5,6,11,-,1.9,84.6,0.3,8,7.57,2.5,1,1.4,0.1,0.7,0.7,-,-,1.5,3.3,3,0.1,1.5,1.4,33.8,0.8,1.6,0.2,Serie A,2012/2013
11,Francesco Totti,Roma,FW,33(1),2824,12,12,7,1,3.6,74.2,0.5,6,7.57,0.8,0.9,1.1,-,0.1,0.8,-,-,3,0.9,3.1,0.1,2.7,1.2,54.7,1.3,4.4,1.4,Serie A,2012/2013
12,Stevan Jovetic,Fiorentina,FW,31,2521,13,5,3,-,3.6,78.7,0.8,3,7.54,1.2,0.3,1.3,-,0.5,0.4,-,-,1.8,2.1,2.3,0.5,2,1.5,38.3,0.2,1.4,0.2,Serie A,2012/2013
13,Alessandro Diamanti,Bologna,FW,33(1),2946,7,7,10,-,3.9,75.3,0.1,6,7.53,1.6,0.6,2.4,-,0.3,1.2,-,-,2.5,2.9,4.3,0.4,3,2,37.9,2.3,3.4,0.5,Serie A,2012/2013
14,Medhi Benatia,Udinese,D(C),19,1624,2,1,5,-,0.6,81.8,2.8,1,7.53,3.5,3.7,1.7,0.3,7.5,0.8,0.4,-,0.1,0.3,0.8,0.1,0.4,0.1,40.2,-,2.3,0.1,Serie A,2012/2013
15,Marek Hamsik,Napoli,FW,37(1),3282,11,14,2,-,2.4,83.3,0.5,2,7.52,1.2,0.4,0.8,-,0.6,0.5,-,-,2.7,1.6,0.9,0.1,1.4,1.1,54.3,0.9,3.7,0.8,Serie A,2012/2013
16,Hernanes,Lazio,M(C),30(4),2559,11,4,4,1,2.8,84.7,1.4,7,7.49,2.1,0.9,1.5,-,0.8,0.7,0.1,-,1.7,2,1.6,-,1.4,0.9,41.2,0.7,2.7,0.2,Serie A,2012/2013
17,Daniele Capelli,Atalanta,D(CR),1,74,-,-,-,-,-,70.6,-,-,7.49,4,2,1,-,7,1,1,-,-,-,2,-,-,1,34,-,-,-,Serie A,2012/2013
18,Andrea Ranocchia,Inter,D(C),32,2794,2,1,11,-,0.8,88.3,3.5,1,7.48,3.7,2.5,1.3,0.7,7.3,1.2,0.9,-,0.3,0.7,0.8,0.1,0.1,0.4,34.3,-,3.8,0.1,Serie A,2012/2013
19,Riccardo Montolivo,AC Milan,M(C),31(1),2702,4,2,6,-,1.8,86.4,1.2,4,7.47,3.3,1.9,0.9,0.1,1.6,1.4,0.3,-,1.1,1,1.3,-,1.3,0.7,66.5,0.6,12.1,0.3,Serie A,2012/2013
20,Kwadwo Asamoah,Juventus,M(CL),22(5),1978,2,6,1,-,0.7,88.9,1,1,7.46,2.5,1,0.3,0.1,1.5,0.6,-,-,1.1,2.2,1.4,0.2,0.8,0.6,34,0.6,1.8,0.1,Serie A,2012/2013
21,Daniele Conti,Cagliari,DMC,29,2560,3,2,16,1,1.4,87.2,2.8,4,7.44,2.7,2.4,1.7,-,3.3,0.9,0.8,-,1.8,0.5,1.3,-,0.7,0.4,66.7,0.7,7.7,0.4,Serie A,2012/2013
22,David Pizarro,Fiorentina,M(C),28(1),2476,3,2,13,-,0.7,88.1,0.2,2,7.42,2.4,1.3,0.7,-,0.8,1.3,0.2,-,1.6,2.2,3,-,0.9,0.6,63.1,0.3,9.8,0.3,Serie A,2012/2013
23,Paul Pogba,Juventus,M(CL),18(9),1732,5,-,1,1,2.1,82.9,2.3,4,7.42,2.5,1.3,1.5,-,1.8,0.7,-,-,0.8,1.8,1.3,0.2,0.7,0.7,38.4,0.1,3.5,0.3,Serie A,2012/2013
24,Gabriele Angella,Udinese,D(C),11(3),1072,4,-,4,-,0.9,80,4.1,3,7.40,1.9,2.4,1.5,0.3,8.1,0.9,0.4,-,0.3,0.4,1.1,0.1,0.4,0.1,29.6,0.1,3.9,-,Serie A,2012/2013
25,Boukary Dramé,Chievo,M(L),21(1),1771,1,2,4,-,0.8,83.4,2.2,1,7.40,3.2,1.9,1.5,0.2,4.9,0.6,0.4,-,0.7,1.1,1,0.1,0.6,0.5,32.5,0.3,1.5,-,Serie A,2012/2013
