,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Arjen Robben,Bayern,FW,18(6),1779,16,6,1,-,3.4,80.2,0.4,8,8.18,0.6,0.5,0.9,-,-,0.7,-,-,1.8,4,2.2,0.3,2.1,-,34.3,1.5,2,0.2,Bundesliga,2009/2010
1,Stefan Kießling,Leverkusen,FW,33,2924,21,5,3,-,3,72.4,2.1,6,7.79,1.2,0.7,2.5,-,0.3,0.5,0.1,-,1.6,1.1,3.1,1.8,2.2,-,32.5,0.2,0.4,0.1,Bundesliga,2009/2010
2,Zvjezdan Misimovic,Wolfsburg,FW,31,2768,10,13,7,-,2.4,77.5,0.2,8,7.74,1.9,0.6,1.5,-,0.2,1.2,0.1,-,3.3,1.5,2.1,0.3,3.1,-,51.1,2.5,5.7,0.5,Bundesliga,2009/2010
3,Edin Dzeko,Wolfsburg,FW,33(1),3003,22,7,4,-,4.5,70.7,0.7,6,7.73,0.5,0.1,1.9,-,0.9,0.2,0.1,-,1.1,2,1.7,1.6,2.9,-,19.5,0.2,1.1,0.1,Bundesliga,2009/2010
4,Claudio Pizarro,Werder Bremen,FW,23(3),2130,16,2,4,-,2.6,75.5,0.4,2,7.63,1,0.7,2,-,0.7,0.4,0.2,-,1.3,1.2,1.2,1.4,3.1,-,24.2,0.1,0.8,-,Bundesliga,2009/2010
5,Paolo Guerrero,Hamburg,FW,4(2),415,4,-,1,-,3,84.5,0.7,1,7.63,1.3,0.2,3.7,-,0.5,0.2,0.3,-,1.8,1.5,2.3,0.7,4.2,-,32.2,-,1.2,0.2,Bundesliga,2009/2010
6,Mesut Özil,Werder Bremen,M(CLR),29(2),2601,9,13,2,-,2.2,82.5,0.1,6,7.62,0.7,0.8,0.7,-,-,0.7,-,-,3,2.3,1.4,0.5,2.9,-,34.9,2.1,1.4,0.1,Bundesliga,2009/2010
7,Naldo,Werder Bremen,D(C),31,2762,5,2,5,-,2,83.1,1.3,6,7.59,2.7,3.7,1.4,1.5,3.3,0.7,0.6,-,0.4,0.7,1,0.1,0.3,-,50.8,-,3.7,-,Bundesliga,2009/2010
8,Toni Kroos,Leverkusen,M(C),26(7),2360,9,9,6,-,2.2,82.2,0.2,5,7.59,1.4,1,0.9,-,0.3,0.8,0.1,-,2.4,1.2,2.2,0.1,0.9,-,37.2,1.5,2.8,0.3,Bundesliga,2009/2010
9,Raffael,Hertha Berlin,FW,30(1),2654,7,4,9,-,2.4,84.1,0.3,5,7.56,1.9,1.4,1.2,-,0.3,1.1,-,-,2.3,3,2.4,0.3,2.9,-,39.5,1.6,2.3,0.1,Bundesliga,2009/2010
10,Bastian Schweinsteiger,Bayern,M(C),33,2908,2,3,6,-,1.7,86,1.1,2,7.55,3.2,1.2,1.9,0.1,0.6,1.6,0.2,-,1.2,1.3,2.3,0.2,1.8,-,71.7,0.7,9.5,0.2,Bundesliga,2009/2010
11,Nuri Sahin,Borussia Dortmund,M(C),33,2904,4,7,5,-,1.4,76.5,0.5,3,7.51,3.4,2.5,1.5,-,1,1.8,0.2,-,2.5,0.8,1,0.2,0.8,-,55.2,1.5,5.8,0.3,Bundesliga,2009/2010
12,Kevin Kurányi,Schalke,FW,31(2),2802,18,7,4,-,3.5,65.2,1.7,9,7.49,1.1,0.3,3.2,-,0.5,0.5,0.1,-,0.9,0.8,1.3,1.5,1.5,-,23.9,0.2,0.4,0.1,Bundesliga,2009/2010
13,Burak Kaplan,Leverkusen,Midfielder,2(2),259,2,2,-,-,1.3,76.6,-,-,7.47,1.3,0.8,0.5,-,-,-,-,-,1.5,0.3,2,-,1.3,-,26.8,1,0.8,0.5,Bundesliga,2009/2010
14,Lucas Barrios,Borussia Dortmund,FW,30(3),2623,19,4,6,-,3,69.3,1.3,6,7.45,0.9,0.5,2.1,-,1.2,0.6,-,-,1.3,0.9,1.6,1.4,2.2,-,21.1,0.1,0.7,0.1,Bundesliga,2009/2010
15,Zé Roberto,Hamburg,M(CL),23,2056,6,3,4,-,1.3,85.4,0.2,4,7.43,1.9,1.5,1,-,0.5,0.8,0.4,-,1,2,2.4,0.1,1.2,-,44.7,-,2.1,0.2,Bundesliga,2009/2010
16,Thomas Müller,Bayern,FW,29(5),2645,13,6,3,-,1.7,77,0.5,4,7.39,1.7,0.5,1.4,-,0.2,1,-,-,1.7,1.2,1.9,0.4,2.2,-,28.5,0.5,1,0.1,Bundesliga,2009/2010
17,Marko Marin,Werder Bremen,M(CLR),30(2),2419,4,10,2,-,1.5,76.5,-,3,7.39,0.7,0.3,1.1,-,-,0.7,-,-,1.7,2.9,1.9,1,1.9,-,21.3,1.7,0.7,0.1,Bundesliga,2009/2010
18,Tranquillo Barnetta,Leverkusen,M(CLR),31(1),2565,4,10,3,1,1.7,75.1,0.2,4,7.38,1.4,1.1,1.4,-,0.4,0.8,0.1,-,2.2,1.9,2,0.2,1.5,-,36.9,1.7,1.3,0.1,Bundesliga,2009/2010
