,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Neymar,PSG,FW,15(3),1417,9,5,5,2,3.9,79.6,0.3,5,7.69,0.8,0.5,1.8,-,-,1.6,-,-,3.3,4.8,3.7,0.2,2.7,4.1,50.9,0.9,2,0.4,Ligue 1,2020/2021
1,Kylian Mbappé,PSG,FW,27(4),2389,27,7,5,-,3.4,80.7,0.2,6,7.68,0.1,0.1,0.7,-,0.1,0.2,-,-,1.1,2.9,1.2,0.5,1.5,2.6,30.7,0.2,0.2,-,Ligue 1,2020/2021
2,Andy Delort,Montpellier,FW,30,2494,15,9,4,-,3,62.5,4.7,6,7.60,0.4,0.1,1.8,-,1.1,0.3,-,-,1.8,1,1.4,0.6,0.8,2.5,26.3,1,1.1,-,Ligue 1,2020/2021
3,Memphis Depay,Lyon,FW,33(4),2932,20,12,4,-,3,76.1,0.4,9,7.56,0.1,0.1,0.8,-,0.1,0.5,-,-,2.5,2.1,1.4,0.3,1.5,3.2,29.9,1.3,1.1,0.1,Ligue 1,2020/2021
4,Baptiste Santamaría,Angers,DMC,3,270,-,-,1,-,1.3,86.1,2.3,-,7.38,3,2.3,2.3,-,2.3,1.7,-,-,1.3,0.7,1.7,0.3,1,0.7,50.3,0.3,2.3,-,Ligue 1,2020/2021
5,Yvann Maçon,Saint-Etienne,M(R),6,540,1,1,2,-,0.3,73.3,1.8,1,7.33,5,1.5,1.8,0.3,1.5,2,0.3,-,0.2,1.3,1.2,-,1.5,1.8,37.5,0.2,1.2,-,Ligue 1,2020/2021
6,Ángel Di María,PSG,FW,23(4),1863,4,9,1,-,2.2,81.2,-,5,7.33,1,0.2,0.4,-,0.2,1.3,-,-,2.6,1.5,1,0.3,0.8,2.1,36.8,1.8,2.1,0.3,Ligue 1,2020/2021
7,Karl Toko-Ekambi,Lyon,FW,34(1),2830,14,6,3,-,2.6,80.3,1,6,7.32,0.5,0.7,0.8,-,0.2,0.7,-,-,1.4,1.7,0.8,0.4,0.7,2.1,25.9,0.3,0.7,0.1,Ligue 1,2020/2021
8,Benjamin André,Lille,M(CLR),35,2903,-,1,10,-,0.5,84.1,2.7,6,7.27,3.3,2.2,2,-,1.2,2,0.3,-,0.6,0.8,1.5,-,1.1,1.1,57.7,0.1,2.3,-,Ligue 1,2020/2021
9,Téji Savanier,Montpellier,M(C),26(1),2175,5,5,6,1,2.1,74.4,0.7,6,7.26,1.8,1.4,2.1,-,0.6,1.9,0.2,-,2.3,1.9,2.4,-,1.6,1.8,40,2,4.7,-,Ligue 1,2020/2021
