,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Robert Lewandowski,Bayern,31,FW,33,2959,22,7,2,-,4.4,77.5,1.7,5,7.65,0.4,0.2,0.8,-,0.5,0.2,-,-,1.4,1.5,1.4,0.9,1.5,2.8,22.1,-,0.6,0.2,Bundesliga,2018/2019
1,Thiago,Bayern,28,M(C),26(4),2409,2,6,5,-,0.8,91.8,1.2,3,7.59,2.9,1.5,1.7,-,0.6,0.8,0.1,-,1.3,1.9,1.1,-,0.9,0.7,83.6,0.5,7.3,0.1,Bundesliga,2018/2019
2,Kerem Demirbay,Hoffenheim,26,M(C),24(2),2023,4,9,6,-,2.3,81.2,0.7,6,7.59,2.2,0.8,1.8,-,0.8,1.5,0.4,-,3.1,2.2,1.3,0.1,2,2,48.8,1.7,2.9,0.2,Bundesliga,2018/2019
3,Marcel Halstenberg,RBL,28,M(L),27(1),2414,3,6,2,-,0.8,74.3,2.6,3,7.56,2.4,1.4,0.9,0.5,1.9,0.8,0.1,-,2,1,0.8,0.1,0.9,1,40.9,1.6,1.4,-,Bundesliga,2018/2019
4,Sébastien Haller,Eintracht Frankfurt,25,FW,23(6),2181,15,9,3,-,1.9,63.5,6.9,3,7.55,0.8,0.5,1.4,-,0.8,0.4,-,-,1.3,1,1.5,0.7,1.7,3,27,-,0.4,0.1,Bundesliga,2018/2019
5,Jadon Sancho,Borussia Dortmund,19,AM(CLR),26(8),2464,12,14,2,-,1.2,84.9,-,7,7.52,0.6,0.4,0.1,-,0.1,0.6,-,-,1.9,3.3,1.1,0.1,1.7,2.7,38.3,0.8,0.6,0.1,Bundesliga,2018/2019
6,Joshua Kimmich,Bayern,24,M(R),34,3060,2,13,4,-,0.7,90.5,0.7,4,7.49,1.4,1,0.8,0.1,1,0.9,0.3,-,2.4,1.1,1.5,0.1,0.7,1.2,74.1,2.2,4.2,0.1,Bundesliga,2018/2019
7,Gregor Kobel,Hoffenheim,22,GK,1,90,-,-,-,-,-,61.5,1,-,7.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,-,15,-,Bundesliga,2018/2019
8,Frederik Rønnow,Eintracht Frankfurt,27,GK,1(1),122,-,-,-,-,-,59.6,-,-,7.47,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,26,-,10.5,-,Bundesliga,2018/2019
9,Thorgan Hazard,Borussia M.Gladbach,26,FW,33,2878,10,10,1,-,2.3,76.9,0.7,6,7.44,1.5,0.8,0.8,-,0.2,0.9,0.1,-,2.2,2.2,1.8,0.5,1.5,2.2,34.8,1.4,1.6,0.2,Bundesliga,2018/2019
10,Willi Orbán,RBL,27,D(C),23(1),2050,4,-,5,-,1.1,78.2,4.8,3,7.41,2,1.5,1.1,1.4,5.7,0.6,0.6,-,-,0.1,1.2,-,0.1,0.4,41.6,-,2.7,-,Bundesliga,2018/2019
11,Lukasz Piszczek,Borussia Dortmund,34,M(R),20,1759,1,6,3,-,0.6,83.3,3.1,2,7.41,2.9,2,0.8,0.2,3,0.8,0.2,-,1.1,0.4,0.5,-,0.3,0.7,56.2,0.6,1.3,0.2,Bundesliga,2018/2019
12,Marco Reus,Borussia Dortmund,30,FW,27,2322,17,8,3,1,2.6,81.8,0.7,5,7.39,1.2,0.3,1.3,-,1.2,0.9,-,-,1.4,0.9,1.1,0.6,1.4,2,37.6,0.4,1.5,0.1,Bundesliga,2018/2019
13,Ihlas Bebou,Hannover,25,FW,12,1068,4,3,1,-,2.3,71.5,1.7,4,7.34,1.3,0.8,0.8,-,0.7,0.4,0.2,-,1.3,2.9,1.8,0.3,1.8,2.4,30.1,0.8,0.8,0.2,Bundesliga,2018/2019
14,Kingsley Coman,Bayern,23,FW,17(4),1392,6,4,2,-,1.5,85,0.6,2,7.34,0.5,0.2,0.8,-,0.1,0.6,-,-,1.3,2.9,2,0.1,1.6,2.3,29.4,0.7,0.5,-,Bundesliga,2018/2019
15,Ignacio Camacho,Wolfsburg,29,M(C),6,540,-,-,3,-,1.2,78.3,5.5,1,7.34,2.5,3,2.3,-,2,0.7,0.3,-,0.3,0.2,1.8,0.2,0.2,0.8,50,-,5.8,0.3,Bundesliga,2018/2019
16,Tyler Adams,RBL,20,M(CR),8(2),723,-,2,-,-,0.2,80.3,1.7,-,7.30,2.9,1.6,1.3,0.1,0.7,1.5,0.1,-,0.5,1.4,1.1,-,0.6,1.8,52.4,-,1.8,0.4,Bundesliga,2018/2019
17,George Timotheou,Schalke,22,Defender,1,90,-,-,-,-,2,80.4,1,-,7.30,3,1,-,-,4,-,1,-,-,-,1,-,-,1,46,-,4,-,Bundesliga,2018/2019
18,Ishak Belfodil,Hoffenheim,27,FW,20(8),1864,16,3,3,-,3.1,72.2,1.8,4,7.29,0.5,0.1,0.9,-,0.5,0.4,-,-,1.1,1.4,0.5,0.8,1.1,1.4,15.6,0.1,0.1,-,Bundesliga,2018/2019
19,Kevin Volland,Leverkusen,27,FW,32(2),2820,14,9,4,-,2.6,75,1,4,7.28,1,0.2,1.2,0.1,0.9,0.4,-,-,1.3,0.9,1.5,0.6,1.7,2.8,25.3,0.6,0.7,0.1,Bundesliga,2018/2019
20,Daniel Caligiuri,Schalke,31,FW,31,2760,7,3,9,-,1.6,68.5,1.3,5,7.28,3,1.6,1,0.1,2,1.9,0.3,-,1.9,2.1,1.2,-,1.4,1.5,37.2,1.5,2.7,-,Bundesliga,2018/2019
21,Yussuf Poulsen,RBL,25,FW,27(4),2454,15,3,2,-,2.1,60.8,4.6,4,7.27,0.6,0.2,1.8,0.1,0.9,0.7,0.1,-,1.1,0.8,1.6,0.6,2,3.1,24.9,0.2,0.3,0.1,Bundesliga,2018/2019
22,Marko Grujic,Hertha Berlin,23,DMC,20(2),1780,5,1,5,-,2.1,81.9,3.2,3,7.26,2,1.3,2,0.1,2.3,1.1,0.3,-,0.7,1.4,1,-,0.9,1,43.1,-,1.6,-,Bundesliga,2018/2019
23,Filip Kostic,Eintracht Frankfurt,27,FW,33(1),2961,6,10,4,-,1.8,64.6,1.3,5,7.26,1.9,0.7,0.8,0.1,1.1,1.2,0.2,-,1.4,1.7,1.1,0.1,1.4,1.7,29.7,1.4,1.4,0.1,Bundesliga,2018/2019
24,Julian Brandt,Leverkusen,23,FW,30(3),2674,7,11,-,-,2,81.4,0.9,3,7.26,0.8,0.5,0.4,-,0.2,1.1,-,-,2.6,1.7,0.7,0.1,1.5,2.3,51.6,1.2,2.4,0.2,Bundesliga,2018/2019
25,Kai Havertz,Leverkusen,20,FW,33(1),2901,17,3,2,-,2.6,87.2,1.6,2,7.25,0.8,0.5,0.7,-,0.8,0.7,0.1,-,1,1.4,1.5,0.1,2,2.2,52.6,0.1,2.2,0.1,Bundesliga,2018/2019
26,Vincenzo Grifo,Freiburg,26,AM(CL),16,1431,6,3,1,-,2.6,79.2,0.2,1,7.25,1.6,0.1,0.5,-,0.6,0.8,0.1,-,2.2,1.9,1.1,0.6,1.6,1.9,43.3,1.1,2.9,0.1,Bundesliga,2018/2019
27,Wout Weghorst,Wolfsburg,27,FW,33(1),2931,17,7,4,-,2.1,69.5,3.4,3,7.24,0.9,0.3,1.1,-,0.9,0.8,0.1,-,1.1,0.4,1.1,0.9,1.4,1.9,23.6,0.1,0.5,0.1,Bundesliga,2018/2019
28,James Rodríguez,Bayern,28,FW,13(7),1143,7,3,2,-,1.8,87.1,0.2,3,7.24,0.6,0.2,0.4,-,0.1,0.7,-,-,2.6,0.8,0.8,0.3,0.6,0.7,43.9,1.6,2.4,0.2,Bundesliga,2018/2019
29,Max Kruse,Werder Bremen,31,FW,32,2837,11,9,-,-,2.8,79.1,0.8,5,7.23,0.5,0.3,0.7,-,0.2,1,-,-,2.6,1.2,1,0.2,1.4,2.4,49.9,1.7,3.4,0.1,Bundesliga,2018/2019
30,Joelinton,Hoffenheim,23,FW,25(3),2136,7,5,5,-,2,79.3,2.3,1,7.21,1.3,0.5,2,-,0.3,0.7,0.1,-,1.5,1.7,1,0.1,2.2,2.9,24.7,0.2,0.3,0.1,Bundesliga,2018/2019
