,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Kylian Mbappé,PSG,24,FW,34(1),3032,28,17,10,-,4.2,82.2,0.1,12,8.04,0.3,0.1,0.8,-,0.4,0.2,-,-,2,3.2,1.5,1.1,1.6,3.2,38.3,0.6,1.2,0.1,Ligue 1,2021/2022
1,Andy Delort,Montpellier,31,FW,3,270,2,1,-,-,4.7,61,3.7,-,7.82,0.7,-,2,-,1.3,0.3,-,-,3,0.3,1,-,0.7,3.3,27.3,1.3,0.7,-,Ligue 1,2021/2022
2,Lionel Messi,PSG,35,FW,24(2),2153,6,14,-,-,3.4,86.7,0.2,5,7.77,0.4,0.2,0.2,-,-,0.4,-,-,2.4,2.5,1.3,0.4,1.6,1.8,61.7,0.3,3.1,0.7,Ligue 1,2021/2022
3,Neymar,PSG,30,FW,22,1861,13,6,10,-,2.5,82.2,0.2,2,7.65,1.3,0.2,1.4,-,0.1,1.1,-,-,2.8,2.6,3.2,0.5,3,3.7,55.5,0.5,1.7,0.5,Ligue 1,2021/2022
4,Tetê,Lyon,22,AM(R),7(2),585,2,5,1,-,1.9,82.8,0.4,2,7.48,1.1,0.3,0.4,-,0.1,1.1,-,-,1.4,2.4,2,0.3,1.2,1.6,24.6,0.6,0.9,0.1,Ligue 1,2021/2022
5,Gaëtan Laborde,Montpellier,28,FW,4,342,3,-,1,-,3.5,60.2,4.3,-,7.47,0.5,1.3,0.8,-,1.3,0.5,-,-,1,0.3,0.8,-,0.8,2,23.3,0.3,1,0.3,Ligue 1,2021/2022
6,Benjamin Bourigeaud,Rennes,28,M(CLR),38,3215,11,12,2,-,1.3,76.9,0.4,4,7.44,1.2,0.8,0.7,-,1,1.1,0.1,-,3.2,0.2,0.2,0.1,0.5,1.1,42.1,2.7,2.7,0.1,Ligue 1,2021/2022
7,Dimitri Payet,Marseille,35,FW,28(3),2597,12,10,3,-,2.2,81.8,0.1,6,7.44,0.5,0.3,0.3,-,0.1,0.8,-,-,3.2,0.9,1.4,0.1,1.1,1.4,45.5,2.3,2.6,0.5,Ligue 1,2021/2022
8,Martin Terrier,Rennes,25,FW,37,2805,21,3,1,-,2.4,81.1,1.1,4,7.41,1.5,0.5,0.8,-,0.5,0.5,0.1,-,1.1,0.8,1.1,0.2,0.6,1.6,24.9,0.2,1,0.1,Ligue 1,2021/2022
9,Téji Savanier,Montpellier,31,M(C),28(1),2422,8,7,7,2,2.8,72.4,0.5,8,7.40,1.6,0.9,1.6,-,0.4,1.3,-,-,2.1,2.6,2.7,0.1,1.2,2.9,47.5,1.6,5.5,0.2,Ligue 1,2021/2022
