,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Samuel Atrous,Lens,25,Goalkeeper,1,90,-,-,-,-,-,39.4,1,-,7.82,-,-,-,-,2,-,-,-,-,-,-,-,-,-,33,-,8,-,Ligue 1,2014/2015
1,Jordan Amavi,Nice,21,M(L),36,3233,4,-,11,-,0.5,74.6,3.1,8,7.74,3.9,4.6,1.8,0.2,3.9,1.5,0.2,1,0.9,1.9,1.3,-,1.2,1.5,38.1,0.7,3.1,-,Ligue 1,2014/2015
2,Zlatan Ibrahimovic,PSG,34,FW,23(1),2003,19,6,3,-,3.6,77.9,2.2,6,7.73,0.3,0.4,1.5,-,0.9,0.4,0.1,-,1.5,1.1,1,1,1.6,2.3,41.1,0.2,1,0.3,Ligue 1,2014/2015
3,Alexandre Lacazette,Lyon,24,FW,33,2849,27,6,6,-,2.9,78.8,1.1,8,7.69,0.8,0.3,1.9,-,-,0.4,-,-,1.6,2,1.8,0.7,2.5,2.5,27.3,0.2,0.5,0.3,Ligue 1,2014/2015
4,Bruno Ecuele Manga,Lorient,27,D(CR),3,270,-,-,-,-,1,74.6,8,-,7.62,2.3,1,0.3,-,9.3,0.3,0.3,-,-,-,0.7,-,1,0.7,47.3,-,3.7,-,Ligue 1,2014/2015
5,Loic Perrin,Saint-Etienne,30,D(C),27(1),2438,1,-,1,-,0.5,84.3,4.3,5,7.59,2.4,1.9,0.7,0.9,9.1,0.3,0.4,1,0.1,0.2,1,-,0.2,0.3,44.6,-,4.5,-,Ligue 1,2014/2015
6,Nicolas Nkoulou,Marseille,25,D(C),23(1),2111,2,-,5,-,0.5,90.8,3.4,1,7.59,2.1,3.3,1.3,0.6,6.6,0.3,0.7,-,0.1,0.5,0.9,-,0.2,0.3,48,-,4.2,-,Ligue 1,2014/2015
7,Nabil Fekir,Lyon,22,FW,34,2776,13,9,7,-,2.6,83.8,0.6,7,7.57,0.6,0.2,2.2,-,0.1,0.7,-,-,1.4,2.8,3.3,0.5,2.2,2.7,30.5,1.1,1.4,0.1,Ligue 1,2014/2015
8,Hilton,Montpellier,38,D(C),37,3330,3,-,3,1,0.7,64,3.4,6,7.57,2.2,3.7,0.9,0.8,9.1,0.6,0.6,-,0.1,0.2,1.3,-,0.3,0.2,33.8,-,5.4,-,Ligue 1,2014/2015
9,Dimitri Payet,Marseille,28,FW,35(1),3062,7,16,3,-,2,79.1,0.1,7,7.56,0.7,0.4,0.4,-,0.1,0.6,-,-,3.6,1.7,1.9,0.1,1.9,2,39.4,2.3,3.6,0.6,Ligue 1,2014/2015
10,Marco Verratti,PSG,23,M(C),28(4),2460,2,8,11,-,0.4,91.4,0.3,5,7.55,2.8,1.5,1.6,-,0.4,1.9,0.2,-,1.2,2,2.9,-,1.5,0.7,89.4,-,4.6,0.5,Ligue 1,2014/2015
11,Serge Aurier,PSG,23,M(R),12(2),1136,-,5,2,-,0.5,88.9,1.9,1,7.54,3.6,2.4,1.5,0.1,2.1,1.1,0.1,-,1.1,0.9,0.8,0.1,1.6,1.1,42.6,1,0.6,-,Ligue 1,2014/2015
12,Layvin Kurzawa,Monaco,23,M(L),25(2),2205,-,4,1,-,1.2,77.5,1.9,6,7.54,2.1,2.9,0.6,0.3,2.7,0.9,0.3,-,1.4,1.7,1,0.1,1.1,1.6,41.2,1.4,1.5,0.1,Ligue 1,2014/2015
13,Thiago Silva,PSG,31,D(C),26,2309,1,-,1,-,0.4,91.2,3.5,4,7.53,2.4,2.8,0.5,0.5,6.6,0.2,0.6,-,0.1,0.2,1,-,0.1,0.2,63.3,-,4.4,-,Ligue 1,2014/2015
14,Christophe Jallet,Lyon,32,M(L),32,2880,1,3,6,-,0.8,82.6,1.5,2,7.50,3.3,2.2,1.2,0.3,4.5,0.8,0.2,-,1,0.8,0.6,0.1,0.8,1.1,55.9,0.8,2.9,-,Ligue 1,2014/2015
15,Dany Nounkeu,Evian,29,D(C),14,1241,1,-,4,-,0.3,72.5,3.4,4,7.49,2.6,3.3,0.9,1.3,10.5,0.9,0.9,-,0.2,0.5,1.1,-,0.3,0.4,37.4,0.1,3.5,-,Ligue 1,2014/2015
16,Lucas Moura,PSG,23,FW,22(7),1901,7,5,2,-,1.4,86.6,0.9,6,7.47,1.3,0.7,0.8,-,0.1,0.5,-,-,1.4,3.1,1.6,0.2,1.6,1.5,32.6,0.9,0.4,0.3,Ligue 1,2014/2015
17,Saïd Benrahma,Nice,20,AM(CLR),3,200,1,2,-,-,1.7,75,0.3,-,7.46,2,1.3,0.3,-,0.3,1,-,-,1.3,2,-,-,1,1.3,16,0.7,-,0.3,Ligue 1,2014/2015
18,Maxime Gonalons,Lyon,26,M(C),35,3137,1,2,7,-,0.6,88.7,2.3,3,7.43,4.4,2.6,1.4,0.1,1.4,1.5,0.2,-,0.5,0.5,1.6,-,0.8,0.6,55,-,5.9,-,Ligue 1,2014/2015
19,Sofiane Boufal,Lille,22,FW,11(3),1016,3,6,1,-,1.4,84.7,0.4,3,7.42,1.5,0.3,1.4,-,0.1,0.9,-,-,2,3.4,2.8,0.2,2.1,2.1,32.3,1.2,0.7,-,Ligue 1,2014/2015
20,Idrissa Gueye,Lille,26,M(C),30(2),2734,4,2,4,-,1.1,86.4,1,4,7.41,3.1,2.8,1.4,-,0.8,0.8,0.2,-,0.9,1.5,1.7,-,1.2,1,63.6,-,2.7,0.1,Ligue 1,2014/2015
21,Morgan Sanson,Montpellier,21,M(CLR),30(2),2743,6,3,3,-,1.4,81,0.9,3,7.41,3.2,1.4,1.7,-,0.7,1.5,0.2,-,1.2,2.5,2.1,0.1,2.9,3,34.5,1.5,2.4,0.1,Ligue 1,2014/2015
22,Wesley Lautoa,Lorient,28,DMC,26,2309,-,-,4,-,0.3,81.6,4.2,2,7.38,2,3.4,0.9,0.8,7.2,0.7,0.7,-,0.3,0.2,0.7,-,0.2,0.5,34.3,-,2.7,-,Ligue 1,2014/2015
23,Fabinho,Monaco,22,DMC,35(1),3169,1,-,4,-,0.5,81.5,1.4,2,7.38,2.7,2.6,1.5,0.3,2.2,1.1,0.1,-,0.6,1.3,1.3,0.1,0.4,0.4,45.8,0.4,3.2,-,Ligue 1,2014/2015
24,Javier Pastore,PSG,26,AM(CLR),31(3),2755,5,12,4,-,1.3,81.3,0.3,3,7.37,2,0.6,0.8,-,0.2,1.5,-,-,1.6,2.1,1.2,0.1,1.7,1.5,73.1,0.3,4.5,0.4,Ligue 1,2014/2015
25,N'Golo Kanté,Caen,24,DMC,36(1),3183,2,5,4,1,0.9,78.7,0.7,2,7.36,4.8,2.9,1.6,0.1,0.9,1.6,0.2,-,1.2,1.5,1,-,1.8,1.7,43,0.2,2.1,0.2,Ligue 1,2014/2015
26,Max-Alain Gradel,Saint-Etienne,28,FW,23(8),2190,17,3,6,-,3.3,71.9,0.6,6,7.36,1.8,0.4,1.3,-,0.6,1,0.1,-,1.5,1.5,2.4,0.5,2.6,2.9,23.2,1.3,0.5,-,Ligue 1,2014/2015
27,Taylor Moore,Lens,18,M(R),4,360,-,1,1,-,0.5,71.8,3,-,7.35,4.5,2.5,1.8,0.3,3,1,0.3,-,0.8,0.5,1,-,0.3,1.5,35.5,-,5,-,Ligue 1,2014/2015
28,Giannelli Imbula,Marseille,23,M(C),37,3179,2,2,5,1,1.3,89.6,1.2,1,7.35,2.4,1.1,1.7,-,0.9,1.1,0.1,-,0.9,2.9,2.1,-,1.9,0.8,53,-,3.4,0.1,Ligue 1,2014/2015
29,Olivier Boscagli,Nice,18,DMC,2,174,-,-,-,-,-,67.4,1.5,-,7.35,4.5,5,0.5,0.5,2.5,1,0.5,-,1.5,0.5,-,-,0.5,1,43,-,3.5,-,Ligue 1,2014/2015
30,André Ayew,Marseille,26,FW,27(1),2375,9,3,6,-,1.9,81.4,2.3,2,7.34,2.3,1,1,-,0.7,0.8,-,-,0.8,1.3,2.2,0.3,1.8,1,32.7,0.2,1,-,Ligue 1,2014/2015
31,Franck Tabanou,Saint-Etienne,26,M(L),30(1),2614,1,5,6,-,0.7,76.4,2.4,1,7.33,1.6,2.3,1.6,0.3,4.2,1.1,0.4,-,0.8,0.8,1.1,-,0.6,0.9,34.8,0.8,2.1,-,Ligue 1,2014/2015
32,Simon Kjaer,Lille,26,D(C),31,2709,1,-,6,-,1,79.1,3.1,3,7.32,1.6,2.4,0.8,0.9,7.6,0.5,0.5,-,0.2,-,0.7,-,-,0.2,42.8,-,4.8,-,Ligue 1,2014/2015
33,Jérémy Toulalan,Monaco,32,M(C),28,2447,-,1,6,-,0.4,80.8,2.3,-,7.32,3.5,2.3,1,0.1,3.6,1,0.3,-,0.4,0.5,1.1,-,0.4,0.6,52.9,0.1,3.9,-,Ligue 1,2014/2015
34,Clément Grenier,Lyon,24,M(CL),4(2),361,1,2,-,-,1.3,77.7,1,1,7.32,1.5,0.7,0.8,-,0.2,1.2,-,-,2,1.3,1.5,-,1.2,2,38.2,1.3,2.8,0.3,Ligue 1,2014/2015
35,Papy Djilobodji,Nantes,27,DMC,30(1),2716,-,-,11,-,0.8,76,3.1,2,7.31,1.6,3.3,1,0.5,8.3,0.6,0.4,1,0.2,0.6,0.9,-,0.2,0.3,38.1,0.1,4.7,-,Ligue 1,2014/2015
36,Mathieu Bodmer,Nice,33,M(C),21(1),1852,2,-,5,-,0.4,81,3.5,2,7.30,2,3.6,0.8,0.7,4.8,0.7,0.5,-,0.2,0.2,0.9,0.2,0.3,0.4,44.4,-,4.1,-,Ligue 1,2014/2015
37,Romain Genevois,Nice,28,D(CR),34,2941,1,1,3,-,0.3,76.8,2.8,2,7.29,3.2,3.4,1,0.7,5.4,0.6,0.6,-,0.1,0.3,0.5,-,0.1,0.4,33.7,0.1,2.4,-,Ligue 1,2014/2015
38,Olivier Veigneau,Nantes,30,D(L),24,2050,-,-,2,-,0.1,75.1,1.7,2,7.29,3.7,4,1.3,0.1,3.5,1.6,-,-,0.7,1.2,0.8,0.1,0.8,0.8,33.3,0.4,1.8,0.1,Ligue 1,2014/2015
39,João Moutinho,Monaco,29,M(C),35(2),3165,4,6,6,-,1.3,83.4,1,3,7.27,2.1,1.8,1.1,-,0.5,1.5,0.2,-,1.9,0.8,1.4,-,0.7,1.1,53.3,1.2,2.6,0.2,Ligue 1,2014/2015
40,Nicolas Seube,Caen,36,M(C),22(2),1883,1,2,3,-,0.6,73.4,2.1,1,7.27,4,2.9,1.3,-,2.9,1.5,0.3,-,0.5,0.5,0.9,-,0.6,0.5,31.3,0.2,1.5,0.1,Ligue 1,2014/2015
