,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Fabian Bredlow,Stuttgart,26,GK,1,90,-,-,-,-,-,75.8,1,-,8.44,-,-,-,-,1,-,-,-,-,-,-,-,-,-,33,-,4,-,Bundesliga,2020/2021
1,Robert Lewandowski,Bayern,33,FW,28(1),2463,41,7,4,-,4.7,77.2,1.7,11,8.07,0.5,0.1,1.4,-,0.4,0.4,-,-,1.1,0.8,1,0.7,1.5,2.4,22.8,0.2,0.5,-,Bundesliga,2020/2021
2,Erling Haaland,Borussia Dortmund,21,FW,27(1),2410,27,6,2,-,3.3,72.7,1.3,8,7.63,0.3,0.1,0.7,-,0.6,0.1,0.1,-,1,1.1,0.8,0.6,0.4,1.9,16.3,-,0.1,-,Bundesliga,2020/2021
3,Joshua Kimmich,Bayern,26,M(R),25(2),2197,4,10,4,-,1.4,88.3,0.7,1,7.57,1.5,1.3,0.7,-,0.7,1.6,0.2,-,2.4,1.1,1.6,-,0.7,1.5,71,2.2,6.5,0.2,Bundesliga,2020/2021
4,Jadon Sancho,Borussia Dortmund,21,AM(CLR),24(2),2069,8,11,-,-,2,82.4,0.1,4,7.54,0.7,0.6,-,-,0.2,0.3,-,-,2.6,3,0.8,0.3,1.3,2.8,50.2,1,0.8,0.2,Bundesliga,2020/2021
5,André Silva,Eintracht Frankfurt,26,FW,32,2771,28,5,1,-,3.7,73.4,2.3,8,7.51,0.3,0.1,0.6,-,0.5,0.2,-,-,1,0.8,1.1,0.9,1.5,2.7,23.4,0.1,0.3,-,Bundesliga,2020/2021
6,Thomas Müller,Bayern,32,FW,31(1),2683,11,18,-,-,1.6,75,1.6,3,7.51,1.5,0.7,0.7,-,0.5,1.5,0.1,-,2.9,0.8,0.7,0.4,1.3,2.5,43.5,0.8,1.2,0.1,Bundesliga,2020/2021
7,Matheus Cunha,Hertha Berlin,22,FW,25(2),2156,7,4,9,-,2.6,70.9,0.7,5,7.33,1.3,1.1,1.7,-,0.3,1.3,0.1,-,1.8,3,2.8,0.2,2.5,2.7,23.1,1.2,1.7,-,Bundesliga,2020/2021
8,Wout Weghorst,Wolfsburg,29,FW,33(1),2950,20,8,3,-,2.7,66.1,2.8,6,7.31,0.4,0.1,0.9,-,0.8,0.5,0.1,-,1.3,0.5,0.8,1.1,0.8,2.1,23.1,-,0.6,0.1,Bundesliga,2020/2021
9,Maximilian Arnold,Wolfsburg,27,M(CR),30,2591,3,6,7,1,1.8,84.4,1.4,5,7.30,1.6,1.6,1.3,-,1.8,1,0.1,-,1.6,0.6,2.1,-,0.7,1,50.1,1.4,5.2,0.1,Bundesliga,2020/2021
10,Elias Bördner,Eintracht Frankfurt,19,Goalkeeper,1,90,-,-,-,-,-,58.8,-,-,7.30,1,2,-,-,2,-,-,-,-,-,-,-,-,-,34,-,4,-,Bundesliga,2020/2021
