,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Eden Hazard,Chelsea,28,FW,32(5),2926,16,15,2,-,2.5,84.3,0.5,14,7.81,0.4,0.4,0.3,-,0.1,0.3,-,-,2.6,3.7,2.8,0.3,2.3,2.4,49.2,0.9,2.7,0.3,Premier League,2018/2019
1,Raheem Sterling,Man City,25,FW,31(3),2777,17,10,3,-,2.3,85.8,0.4,8,7.61,0.9,0.5,1.2,-,0.1,0.5,0.1,-,1.9,2.4,1.3,0.4,2.6,2.2,37.1,0.4,0.3,-,Premier League,2018/2019
2,Mohamed Salah,Liverpool,27,FW,37(1),3262,22,8,1,-,3.6,75.9,0.3,8,7.57,0.6,0.1,0.7,-,0.1,0.3,-,-,1.8,2.1,0.8,0.7,3.1,2.9,28.4,0.4,0.6,0.3,Premier League,2018/2019
3,Sergio Agüero,Man City,31,FW,31(2),2480,21,8,3,-,3.6,85,0.5,5,7.53,0.5,0.3,0.6,-,0.1,0.1,-,-,1,1.4,0.8,0.8,1.6,2.2,23.4,-,0.1,0.1,Premier League,2018/2019
4,Virgil van Dijk,Liverpool,28,D(C),38,3385,4,2,1,-,0.8,89.7,4.8,4,7.44,1,1.1,0.3,1.1,5.2,-,0.5,-,0.2,0.2,0.6,-,-,0.2,79.9,-,5.3,-,Premier League,2018/2019
5,Sadio Mané,Liverpool,27,FW,35(1),3086,22,1,2,-,2.4,78.2,1,6,7.43,1,0.4,0.9,0.1,0.2,0.8,0.1,-,1.3,1.4,1.8,0.7,1.3,2.9,32.9,0.2,1.3,0.1,Premier League,2018/2019
6,Harry Kane,Tottenham,26,FW,27(1),2427,17,4,5,-,3.6,73.1,1.8,6,7.38,0.4,-,1.1,-,0.5,0.5,0.2,-,1.1,1.4,1.9,0.4,1.6,2.9,19.7,0.1,1.6,-,Premier League,2018/2019
7,Trent Alexander-Arnold,Liverpool,21,M(R),27(2),2467,1,12,3,-,1,77.5,0.3,1,7.36,2.1,1.2,0.5,0.3,2.1,1.1,0.1,-,1.7,0.5,0.2,0.1,0.5,1.4,58.5,2,4,0.1,Premier League,2018/2019
8,Lucas Digne,Everton,26,M(L),33(2),2966,4,4,5,1,1,76,2.6,4,7.36,2,1.7,1.1,0.3,2.7,0.5,0.3,1,2,0.4,0.9,0.1,0.9,0.9,41.6,2.4,1.7,-,Premier League,2018/2019
9,Ricardo Pereira,Leicester,26,M(R),35,3125,2,6,7,-,0.7,78,1.9,4,7.34,3.4,1.7,1.2,0.2,3,1.7,0.2,-,0.9,1.9,1.4,0.1,1,1.5,43.8,0.4,1.2,-,Premier League,2018/2019
10,Paul Pogba,Man Utd,26,M(CL),34(1),3012,13,9,6,-,3,82.8,1.7,7,7.31,1.3,0.5,1.5,-,1,0.7,0.3,-,1.6,1.7,2,0.1,2.5,2.1,59.1,0.1,4.7,0.2,Premier League,2018/2019
