,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Luca Crosta,Cagliari,19,Goalkeeper,1,90,-,-,-,-,-,34.6,-,-,8.32,-,-,1,-,2,-,-,-,-,-,-,-,-,-,26,-,8,-,Serie A,2016/2017
1,Edin Dzeko,Roma,31,FW,33(4),3056,29,9,4,-,4.8,69.7,3.8,11,7.85,0.3,0.3,1.4,-,0.9,0.2,0.1,-,1.2,0.9,1.4,0.7,1.6,2,22.8,0.1,0.9,0.1,Serie A,2016/2017
2,Dries Mertens,Napoli,30,FW,28(7),2566,28,9,6,-,4.2,76.3,0.1,10,7.76,0.7,0.2,1.2,-,0.3,0.4,0.1,-,1.6,1.7,1.6,0.5,0.9,1.7,22.9,0.2,0.5,0.2,Serie A,2016/2017
3,Papu Gómez,Atalanta,29,FW,37,3140,16,10,6,-,3.2,80.6,0.1,10,7.75,0.7,0.7,1,-,0.2,0.8,-,-,2.5,2.3,2.9,0.7,1.9,1.6,33,2.6,1.7,-,Serie A,2016/2017
4,Lorenzo Insigne,Napoli,26,FW,35(2),2935,18,9,2,-,4,86.1,-,8,7.67,1,0.7,0.2,-,0.1,0.9,-,-,1.8,1.6,0.6,0.7,1.3,1.6,63.3,0.5,1.9,0.2,Serie A,2016/2017
5,Marcos Alonso,Fiorentina,26,M(L),2,180,-,-,-,-,-,81.1,3.5,1,7.66,1.5,1,1.5,0.5,7.5,-,0.5,-,-,3,1,-,0.5,-,55.5,1,5,-,Serie A,2016/2017
6,Alex Sandro,Juventus,26,M(L),25(2),2310,3,4,5,-,0.7,84.6,1.5,4,7.63,2.3,2.1,1.6,0.2,2,0.6,0.1,1,1.9,1.8,2,0.1,1.4,1.4,47.4,1.3,3.7,-,Serie A,2016/2017
7,Felipe Anderson,Lazio,24,FW,33(3),2919,4,9,5,-,2,74.9,0.5,7,7.62,2.8,1.5,1.3,-,0.4,1.4,-,-,2.1,3.3,1.4,0.1,2.2,2.4,43.8,1.2,2.6,0.2,Serie A,2016/2017
8,Andrea Belotti,Torino,24,FW,34(1),3071,26,7,5,-,3.7,75.1,2.4,7,7.58,0.9,0.3,2.4,-,0.9,0.6,0.2,-,1.6,0.9,3.6,1,2.1,2.5,20.2,-,0.6,-,Serie A,2016/2017
9,Federico Fazio,Roma,30,D(C),35(2),3117,2,1,3,-,0.6,85.6,3.4,7,7.50,1.5,2.6,0.7,0.9,7.2,0.3,0.8,-,0.2,0.5,0.5,-,0.1,0.2,50.6,-,3.2,-,Serie A,2016/2017
10,Giacomo Bonaventura,AC Milan,28,M(CLR),19,1574,3,2,3,-,2.5,85.3,0.5,1,7.50,1.1,1.2,0.8,0.1,0.9,1.2,0.1,-,2.2,3.2,2.4,0.1,2.2,1.7,39.1,1,2.8,0.2,Serie A,2016/2017
11,Gonzalo Higuaín,Juventus,30,FW,32(6),2968,24,3,1,-,3.5,82.6,0.4,7,7.50,0.5,0.2,0.6,-,0.4,0.7,0.1,-,1,1.4,1,0.8,1.4,1.8,20,0.1,2,0.1,Serie A,2016/2017
12,Mohamed Salah,Roma,25,FW,29(2),2487,15,11,2,-,2.6,80.4,0.3,4,7.48,0.8,0.4,0.9,-,0.2,0.5,-,-,2.3,1.2,0.8,0.8,1.8,1.8,31.2,0.5,0.6,0.2,Serie A,2016/2017
13,Paulo Dybala,Juventus,24,FW,26(5),2154,11,7,2,-,2.9,85.4,0.1,4,7.46,0.5,0.7,0.7,-,-,0.6,0.1,-,1.9,2.2,1.7,0.4,2.1,2,35.7,0.9,2.4,0.3,Serie A,2016/2017
14,José Callejón,Napoli,30,FW,37,3149,14,12,3,1,2.3,85.4,0.6,4,7.42,1.1,0.8,0.9,-,0.7,0.8,-,-,2.1,0.3,1.8,0.4,0.6,1,41.9,1,1.3,-,Serie A,2016/2017
15,Radja Nainggolan,Roma,29,M(C),35(2),3044,11,5,2,-,2.4,80,0.8,3,7.37,1.8,1,1.2,-,0.7,0.5,0.1,-,1.9,0.8,1.5,0.2,1.3,1.9,41.1,0.4,2.9,0.2,Serie A,2016/2017
16,Emerson,Roma,23,M(L),23(2),1966,-,1,1,-,0.7,88,1.2,-,7.37,1.8,1.8,0.5,0.2,2,0.3,0.1,-,1.2,1.8,1.8,-,1,1,40.6,1,1.2,-,Serie A,2016/2017
17,Marek Hamsik,Napoli,30,FW,37(1),3050,12,10,1,-,2.3,88.4,0.8,3,7.37,0.9,0.4,0.4,-,0.7,0.7,0.1,-,2,1.1,0.8,0.1,1.1,0.9,81.2,0.2,5.1,0.2,Serie A,2016/2017
