,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Franck Ribéry,Bayern,31,FW,18(4),1643,10,10,2,-,2.7,83.8,0.4,8,8.28,0.8,0.7,0.9,-,-,1.3,-,-,2.5,5.5,2.2,0.4,3.6,1.3,53.9,1,2.8,0.2,Bundesliga,2013/2014
1,Ricardo Rodríguez,Wolfsburg,22,M(L),34,3060,5,9,2,-,1.1,80.4,3.1,8,8.01,3,1.8,1.1,0.4,2.9,0.8,0.4,-,2.2,2.6,1.5,-,1.2,0.6,45.9,2.1,5.4,0.1,Bundesliga,2013/2014
2,Robert Lewandowski,Borussia Dortmund,26,FW,31(2),2807,20,6,3,-,3.5,72.1,4.4,7,8.00,0.6,0.2,2.3,-,0.4,0.6,-,-,1.9,3.1,2.9,0.5,3,2.3,26.2,0.1,0.5,0.3,Bundesliga,2013/2014
3,Roberto Firmino,Hoffenheim,23,FW,33,2916,16,11,5,-,2.8,74.7,2.2,9,7.94,2.5,0.8,2.2,-,0.6,2.3,-,-,2.1,4.5,1.8,0.5,3.2,3.1,43.6,0.2,1.2,0.5,Bundesliga,2013/2014
4,Marco Reus,Borussia Dortmund,25,FW,26(4),2221,16,13,6,-,3.7,74.7,0.9,5,7.91,1.2,0.5,1.1,-,0.3,1.2,0.1,-,3,2.7,1.9,1,2.2,1.5,33.9,1.3,1.9,0.2,Bundesliga,2013/2014
5,Raffael,Borussia M.Gladbach,29,FW,34,2999,15,7,1,-,2.2,84,0.5,6,7.91,1.4,0.8,0.6,-,0.1,2.9,0.1,-,1.9,4.9,1,0.4,1.4,1.5,42,0.2,1.8,0.2,Bundesliga,2013/2014
6,Thiago,Bayern,23,M(C),11(5),1004,2,4,1,-,1.3,91.6,0.8,2,7.90,1.9,1.3,0.8,-,0.4,1.1,0.1,-,1.3,4,1.1,0.1,1.3,1,73.6,0.3,6.8,0.1,Bundesliga,2013/2014
7,Max Kruse,Borussia M.Gladbach,26,FW,34,3021,12,9,3,-,2.2,82.4,0.9,7,7.88,0.8,0.4,0.6,-,0.1,1.2,0.1,-,2.9,3.8,1.7,0.5,1.5,2.2,44.5,1.9,3.8,0.2,Bundesliga,2013/2014
8,Slobodan Rajkovic,Hamburg,25,D(C),2,158,-,-,-,-,1,78.5,9.5,1,7.88,2,2,1.5,1,9,1,0.5,-,-,-,1,-,-,1,39.5,-,3,-,Bundesliga,2013/2014
9,Adrián Ramos,Hertha Berlin,28,FW,30(2),2665,16,5,3,-,2.9,73.7,6.2,6,7.75,1.1,0.8,1.2,-,0.8,0.8,0.1,-,1.5,2.6,2.3,0.4,2.3,2.3,29.8,0.1,1.4,0.1,Bundesliga,2013/2014
10,Diego,Wolfsburg,29,M(CLR),15,1274,3,2,7,-,2.8,81.8,0.6,1,7.73,1.9,0.7,1.9,-,0.4,1.2,-,-,2.3,4.9,3.6,0.1,2.5,0.9,46.2,1.4,3.9,0.1,Bundesliga,2013/2014
11,Mario Götze,Bayern,22,FW,20(7),1830,10,8,-,-,1.9,87.9,0.6,4,7.72,1.5,0.3,0.6,-,0.1,1.2,-,-,1.4,3.6,1.7,0.2,2.4,1.1,44,0.2,0.9,0.2,Bundesliga,2013/2014
12,Mats Hummels,Borussia Dortmund,26,D(C),23,1962,2,2,4,1,0.9,81.4,4.9,1,7.71,2,2.5,0.7,0.4,5.7,1.4,0.3,-,0.6,1.2,0.6,0.2,0.4,0.3,61.6,0.1,6.3,0.2,Bundesliga,2013/2014
13,Kevin De Bruyne,Wolfsburg,23,FW,16,1420,3,6,2,1,2.1,74.2,1.1,1,7.71,0.9,1,1.6,0.1,0.1,1.5,-,-,3.1,4,1.4,0.2,1.8,1.9,42.4,1.8,3.9,0.3,Bundesliga,2013/2014
14,Stefan Kießling,Leverkusen,30,FW,30(2),2679,15,3,3,-,2.6,69.8,6.8,5,7.70,1.1,0.5,2.2,-,0.9,1.1,0.1,-,1.2,1.2,3,0.7,2,1.9,24.8,0.1,0.7,0.2,Bundesliga,2013/2014
15,Jefferson Farfán,Schalke,30,FW,17(2),1524,9,5,2,-,1.5,80.1,0.9,2,7.70,1.6,0.8,1.3,-,0.5,1.1,-,-,2.4,2.9,1.3,0.2,1.6,1.3,36.5,2.1,1,0.1,Bundesliga,2013/2014
16,Julian Draxler,Schalke,21,FW,25(1),2154,2,6,5,-,1.8,84.1,1.9,3,7.69,1.7,0.7,1.1,-,0.2,1.3,0.2,-,2.3,4.1,0.8,0.4,1.8,1,36.6,0.9,2.7,0.1,Bundesliga,2013/2014
17,Arjen Robben,Bayern,30,FW,20(8),1705,11,6,-,-,2.7,81.8,0.4,4,7.62,0.4,0.1,0.4,-,-,0.8,0.1,-,1.8,3,1.2,0.5,1.6,1.2,31.4,1,0.9,0.1,Bundesliga,2013/2014
18,Henrikh Mkhitaryan,Borussia Dortmund,25,FW,29(2),2454,9,10,6,-,2.3,76.7,1.1,3,7.59,1.7,1,1.6,-,0.3,2.4,0.1,-,1.6,2.9,1.5,0.3,2.2,1,36.5,0.4,1.8,0.4,Bundesliga,2013/2014
19,David Alaba,Bayern,22,M(CL),26(2),2399,2,6,-,-,1.7,89.3,1.5,1,7.55,1.8,1,0.7,0.4,1.6,0.8,0.4,-,1.4,1.3,0.6,0.2,0.7,0.8,59.9,1.1,2.6,0.1,Bundesliga,2013/2014
20,Pierre-Michel Lasogga,Hamburg,23,FW,18(2),1491,13,1,1,-,3.6,63.9,5.7,2,7.54,0.3,0.2,2.2,-,0.9,0.7,0.1,-,0.6,1.4,1.9,0.5,2.2,1.3,19.3,0.2,0.6,-,Bundesliga,2013/2014
21,Naldo,Wolfsburg,32,D(C),33,2970,3,2,7,-,1.5,80.8,5.4,4,7.54,2.2,2.8,1.5,1.4,4.9,0.9,0.5,-,0.4,0.8,0.7,0.1,0.5,0.3,50.8,-,6.5,-,Bundesliga,2013/2014
22,Sokratis Papastathopoulos,Borussia Dortmund,26,D(CR),24(4),2265,1,2,4,1,0.8,81.7,5.8,1,7.54,2.6,1.3,1.6,0.8,4.8,0.8,0.5,-,0.4,1.2,1.3,-,0.3,0.3,53.5,-,6.2,-,Bundesliga,2013/2014
23,Milan Badelj,Hamburg,25,M(C),29,2411,1,2,5,-,1.1,81.4,1.3,2,7.50,3.5,2.9,1.6,-,1.9,3,0.4,-,0.8,3.4,1,-,1.3,0.7,50,-,4.7,-,Bundesliga,2013/2014
24,Javi Martínez,Bayern,26,M(C),14(4),1341,-,-,3,-,0.9,89.5,4.2,1,7.50,2.6,1.6,1.5,0.8,2.7,0.8,0.4,-,0.1,0.7,1.6,-,0.7,0.5,60.7,-,5.1,-,Bundesliga,2013/2014
25,Mario Mandzukic,Bayern,28,FW,21(9),2028,18,4,5,-,2.5,72.7,3,1,7.50,0.6,0.2,1.6,-,0.4,0.9,-,-,1,0.7,1.3,0.3,1.1,0.9,17.7,0.1,0.3,-,Bundesliga,2013/2014
26,Daniel Baier,Augsburg,30,M(C),34,3060,-,3,4,-,1.2,80.1,1.9,5,7.49,3.5,3.3,0.9,-,1.3,2.3,0.1,-,1.5,1.9,1.9,-,1.2,0.9,60.9,0.3,5.5,0.2,Bundesliga,2013/2014
27,Santiago García,Werder Bremen,26,M(L),21(1),1851,3,-,9,1,0.8,59.4,6.5,4,7.47,2.9,2.5,2.1,0.3,5.2,1.6,0.3,-,0.6,1.1,1.1,0.1,0.9,0.9,31,0.4,1.2,-,Bundesliga,2013/2014
28,Nuri Sahin,Borussia Dortmund,26,M(C),31(3),2779,2,2,4,-,1.6,79.5,2.5,1,7.46,3.5,2.5,1.6,-,0.9,2.6,0.1,-,1.2,1.1,0.9,-,0.9,0.6,60.6,0.9,4.6,0.2,Bundesliga,2013/2014
29,Joël Matip,Schalke,23,D(C),31,2790,3,2,4,-,0.5,80.8,4.3,1,7.45,2.4,2.5,1.3,0.7,6,0.4,0.5,-,0.1,0.3,1,0.1,0.4,0.2,44.8,-,5.9,-,Bundesliga,2013/2014
30,Klaas Jan Huntelaar,Schalke,31,FW,17(1),1463,12,-,5,-,3.1,74.2,3.6,3,7.45,0.3,0.3,1.7,-,0.9,1.1,0.1,-,0.5,1.5,1.7,0.6,1.3,1.3,24.3,-,0.8,0.1,Bundesliga,2013/2014
31,Fabian Lustenberger,Hertha Berlin,26,M(C),19,1710,-,-,1,-,0.3,85,3.4,-,7.44,3.3,2.5,0.8,0.5,6.7,1.2,0.6,-,0.2,0.4,1.5,-,0.3,0.2,49.9,-,8.7,-,Bundesliga,2013/2014
32,André Hahn,Augsburg,24,FW,30(2),2736,12,7,10,-,2.9,57.3,5.8,5,7.43,2.2,0.8,2.8,-,1.1,2.9,0.2,-,1.1,0.9,1.9,0.4,1.7,1.3,22.7,1,0.8,-,Bundesliga,2013/2014
33,Szabolcs Huszti,Hannover,31,M(CLR),30,2599,10,7,10,1,1.7,76.1,1.4,4,7.40,2.4,0.8,2.2,-,0.3,3.3,-,-,2.3,2.4,2.2,0.2,1.7,0.9,37.2,1.9,1.9,-,Bundesliga,2013/2014
34,Admir Mehmedi,Freiburg,23,FW,29(3),2618,12,4,2,1,2.5,76.7,1.5,4,7.40,1.4,0.5,1.5,-,0.3,0.9,0.2,-,1,3.6,1.3,0.9,2.3,1.6,29.3,0.2,0.9,0.1,Bundesliga,2013/2014
35,Neven Subotic,Borussia Dortmund,26,D(C),10,826,-,-,1,-,1.1,83.4,3.6,-,7.40,2.5,2.6,1.3,0.3,5.2,1,0.7,-,0.3,0.4,0.5,-,0.2,0.3,60.3,-,7.6,-,Bundesliga,2013/2014
36,Christoph Kramer,Borussia M.Gladbach,23,M(C),30(3),2660,3,1,8,-,0.6,88.6,2.2,2,7.39,2.9,2.6,1.5,0.1,1.8,2.4,0.4,-,0.6,2.1,0.8,0.1,1.2,0.8,57.6,-,3.3,0.1,Bundesliga,2013/2014
37,Claudio Pizarro,Bayern,36,FW,6(11),704,10,2,-,-,1.4,80.9,0.7,2,7.39,0.6,0.1,0.8,-,0.2,0.4,0.1,-,0.8,1.5,0.6,0.1,1.3,0.6,20.3,-,1.2,0.1,Bundesliga,2013/2014
38,Son Heung-Min,Leverkusen,22,FW,29(2),2387,10,4,1,-,2.7,80.3,0.9,3,7.39,1.2,0.9,0.5,-,0.1,1.5,-,-,1.1,2.7,1.5,0.5,2,1.3,22.1,0.5,1,0.1,Bundesliga,2013/2014
39,Johannes Geis,Mainz,21,DMC,31(2),2798,1,5,4,-,1.7,75.7,2,2,7.38,3,1.8,1.3,-,1.9,1.9,0.5,-,2.1,0.6,1.1,0.1,0.5,0.6,48.5,1.9,8.1,-,Bundesliga,2013/2014
40,Marcell Jansen,Hamburg,29,M(L),20(1),1774,1,3,1,-,0.9,66.3,2.9,1,7.38,3.6,1.8,1.4,0.2,3.6,1,0.1,-,1.1,2,1,-,0.8,0.6,29.5,0.9,0.6,-,Bundesliga,2013/2014
41,Dante,Bayern,31,D(C),27(2),2420,2,1,4,-,0.7,91.4,3.4,-,7.37,1.7,0.9,1.5,1.1,3,0.4,0.4,1,0.1,0.8,0.6,-,0.1,0.4,75.5,-,8.7,0.1,Bundesliga,2013/2014
42,Thomas Müller,Bayern,25,FW,25(6),2173,13,10,2,-,2.3,78.6,1.6,3,7.36,0.8,0.5,0.9,-,0.2,1.1,0.1,-,2,1,0.7,0.4,1.6,1.3,32.4,0.6,0.8,0.1,Bundesliga,2013/2014
43,Luiz Gustavo,Wolfsburg,27,M(C),29,2543,4,2,6,3,1.1,86.6,1.9,3,7.35,3.4,2.4,2.3,0.2,1.4,2.1,0.2,-,0.7,1.9,1.5,0.1,1.2,0.7,48.2,0.1,5.1,-,Bundesliga,2013/2014
