,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Lionel Messi,Barcelona,26,FW,28(4),2644,46,12,1,-,5.1,85.2,0.2,19,8.83,0.6,0.3,0.4,-,-,0.3,-,-,1.4,3.8,2.3,0.5,2.6,1.3,55,0.2,2.1,0.4,LaLiga,2012/2013
1,Jesús,Real Madrid,25,GK,1,90,-,-,-,-,-,48.8,-,-,8.37,-,-,-,-,3,-,-,-,-,-,-,-,-,-,41,-,13,-,LaLiga,2012/2013
2,Cristiano Ronaldo,Real Madrid,28,FW,30(4),2721,34,10,9,-,6.9,76.7,1.6,11,8.15,0.4,0.3,0.8,-,0.7,0.1,-,1,1.9,1.6,2.4,0.9,1.5,1.9,31.9,0.3,0.6,0.3,LaLiga,2012/2013
3,Jorge Pulido,Atletico,22,D(CR),1,90,-,-,-,-,-,66.7,4,-,7.62,2,6,-,-,11,-,-,-,-,-,-,-,1,-,15,-,-,-,LaLiga,2012/2013
4,Carlos Martínez,Real Sociedad,27,D(R),29,2589,1,4,4,-,0.3,76.4,1.9,6,7.59,2.9,3.1,0.6,0.4,4.2,0.8,0.5,-,1.2,0.8,1.2,-,0.4,0.5,40.8,1.5,2.3,-,LaLiga,2012/2013
5,Sergio Escudero,Getafe,24,M(L),9,787,1,-,-,-,1.2,65.9,1.3,2,7.58,5.3,3.6,0.9,0.2,3.6,1.7,0.2,-,0.3,0.6,0.9,-,0.4,0.8,29.3,0.2,1.3,-,LaLiga,2012/2013
6,Casemiro,Real Madrid,21,DMC,1,90,-,-,-,-,2,87.2,3,-,7.51,2,6,2,1,2,2,-,-,1,-,3,-,1,1,47,-,4,1,LaLiga,2012/2013
7,Patrick Ebert,Real Valladolid,26,M(CLR),22(1),1809,6,7,4,-,3,73.3,1.7,4,7.46,2.2,0.5,1.7,-,0.7,0.7,0.1,-,2,0.7,1.4,0.1,1.1,1.2,38.3,1.7,2.7,0.1,LaLiga,2012/2013
8,Cesc Fàbregas,Barcelona,26,FW,30(2),2325,11,11,7,-,1.6,88.6,0.5,2,7.45,1.4,0.6,1,-,0.4,0.7,-,-,1.6,0.7,1.1,0.3,1.4,1,70.8,0.2,4.3,0.6,LaLiga,2012/2013
9,Sergio Ramos,Real Madrid,27,D(CR),26,2268,4,-,8,1,1.4,84.6,3.5,-,7.45,2.4,1.8,2.1,0.6,5.4,0.7,0.3,-,0.7,0.2,1.2,0.2,0.5,0.4,58.8,0.1,6.6,0.2,LaLiga,2012/2013
