,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Eden Hazard,Chelsea,24,FW,38,3379,14,9,2,-,2.1,86.8,0.4,10,7.96,0.7,0.6,0.3,-,0.2,0.6,-,-,2.6,4.8,3,0.1,2.7,2.1,58.4,0.3,2.3,0.2,Premier League,2014/2015
1,Alexis Sánchez,Arsenal,27,FW,34(1),2953,16,8,4,-,3.5,76.8,0.8,8,7.81,2,1.2,1.3,-,0.2,1.5,-,-,2.3,3.3,2.1,0.2,3.3,2.1,42,0.6,1.3,0.4,Premier League,2014/2015
2,Sergio Agüero,Man City,27,FW,30(3),2540,26,8,4,-,4.5,85.6,0.2,5,7.67,0.7,0.4,0.5,-,0.1,0.5,-,-,1,2.6,0.8,1,2.7,1.9,25.2,0.1,0.5,0.1,Premier League,2014/2015
3,Cesc Fàbregas,Chelsea,28,FW,33(1),2890,3,18,11,1,1.3,85.2,0.8,3,7.62,2.6,0.7,0.9,-,0.9,2.1,0.1,-,2.8,1.1,1.1,-,1.4,1,80.6,1.7,5.4,0.5,Premier League,2014/2015
4,Santi Cazorla,Arsenal,31,M(CLR),33(4),2992,7,11,5,-,2.5,89,0.1,4,7.60,1.6,1.1,0.5,-,0.6,1.5,0.1,-,2.1,2.4,1.6,0.1,1.5,1,64,1.1,2.2,0.2,Premier League,2014/2015
5,Mesut Özil,Arsenal,27,M(CLR),21(1),1860,4,5,-,-,1.3,88.3,0.2,-,7.57,1.3,0.5,0.5,-,0.3,0.7,-,-,3.1,2.4,1.2,0.4,1.7,1.5,63.6,1.8,0.9,0.2,Premier League,2014/2015
6,Mile Jedinak,Crystal Palace,31,DMC,24,2081,5,3,3,1,1.3,66.6,4.7,2,7.55,3.3,3.4,2,-,3.5,1.1,0.6,-,0.6,0.1,1.3,-,0.4,0.2,39.7,0.2,2.1,-,Premier League,2014/2015
7,David Silva,Man City,29,FW,32,2661,12,7,8,-,2.1,85.7,0.5,3,7.53,1.4,0.7,1.2,-,0.3,1.7,0.1,-,2.9,1.6,1.4,0.1,2.3,1.3,67.1,0.4,1.4,0.6,Premier League,2014/2015
8,Phil Jones,Man Utd,23,DMC,22,1879,-,-,3,-,0.1,85.3,2.3,3,7.51,2.4,3.2,1.2,0.5,7.5,0.6,0.3,-,0.2,0.7,1.3,-,0.2,0.2,52.8,-,5.1,-,Premier League,2014/2015
9,Morgan Schneiderlin,Southampton,26,DMC,24(2),2188,4,1,5,1,1.2,89.3,1.8,3,7.51,3.7,2.6,1.8,-,1.7,1.3,0.2,-,0.8,0.6,0.7,-,0.8,0.6,61.2,0.3,5.1,-,Premier League,2014/2015
10,Nemanja Matic,Chelsea,27,DMC,35(1),3124,1,3,10,1,0.8,86.4,2.1,6,7.50,3.6,2,1.3,0.1,3.3,2.2,0.2,-,0.7,1.5,0.6,0.2,1.2,0.5,63.8,0.1,3.3,-,Premier League,2014/2015
11,Francis Coquelin,Arsenal,24,M(CLR),19(3),1663,-,-,5,-,0.2,85.8,2.5,-,7.47,3.2,3.7,1.4,-,3,1.2,0.4,-,0.2,1,0.8,-,1.1,0.6,45.5,-,1.5,-,Premier League,2014/2015
12,Victor Moses,Stoke,25,M(CLR),19,1455,3,3,3,-,2.2,81.5,0.8,3,7.45,1.7,1.2,1.1,-,0.4,0.4,-,-,1.7,3.3,1.8,0.2,1.8,1.9,21.1,1.6,0.4,-,Premier League,2014/2015
13,Diego Costa,Chelsea,27,FW,24(2),2085,20,3,8,-,2.9,77.4,1.3,5,7.43,0.5,0.2,1.3,-,0.8,0.3,-,-,1.6,1.1,1,1,2.7,2.2,27.3,0.2,0.4,-,Premier League,2014/2015
14,Robert Huth,Leicester,31,D(C),14,1180,1,-,2,-,1.1,74.7,4.1,-,7.42,1.5,3.2,0.9,0.4,7.7,0.3,0.9,-,-,0.1,0.5,0.1,0.3,0.3,18.9,-,0.9,-,Premier League,2014/2015
15,Yaya Touré,Man City,32,M(C),27(2),2357,10,1,5,-,3.1,88.9,1.3,3,7.40,1,0.5,1.1,0.1,0.8,1,0.2,-,1.1,1.8,0.6,-,1.3,0.8,83.1,0.1,3.9,0.2,Premier League,2014/2015
16,James Tomkins,West Ham,26,D(CR),20(2),1852,1,3,6,-,0.8,75.3,4.6,2,7.40,2.1,1.5,0.8,0.7,9.5,0.5,0.7,-,0.5,0.1,1,-,0.1,0.1,33.5,0.1,2.6,-,Premier League,2014/2015
17,Laurent Koscielny,Arsenal,30,D(C),26(1),2288,3,-,4,-,0.3,88.9,3.2,2,7.40,1.3,3.5,0.7,1.1,5.9,0.5,0.7,-,0.1,0.3,0.6,0.1,0.2,0.3,42.9,-,2.4,-,Premier League,2014/2015
18,Federico Fazio,Tottenham,28,D(C),20,1777,-,-,2,1,0.6,80.9,4.8,2,7.39,1.8,3.4,0.8,1.6,8.3,0.4,1.4,-,0.2,0.4,0.4,-,0.2,0.5,44.7,-,2,-,Premier League,2014/2015
19,Gaël Clichy,Man City,30,D(L),23,2058,1,3,1,-,0.3,81.5,1,3,7.38,2.6,3.4,0.5,0.6,3.4,1,0.3,-,1.1,1,0.4,0.1,0.7,0.7,59,0.3,2.7,-,Premier League,2014/2015
20,Gabriel Paulista,Arsenal,25,D(CR),4(2),349,-,1,-,-,0.3,85.4,2.8,-,7.36,0.5,3,0.5,1,7.5,0.2,0.8,-,0.2,-,0.3,-,0.2,-,21.7,-,1.2,-,Premier League,2014/2015
