,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Riyad Mahrez,Leicester,25,FW,36(1),3058,17,11,1,-,2.3,73.6,0.9,10,7.84,1.4,1,0.5,-,0.4,1.9,0.1,-,1.8,3.5,2.2,0.1,2.4,2.1,27.9,0.9,1.4,0.4,Premier League,2015/2016
1,Dimitri Payet,West Ham,29,FW,29(1),2573,9,12,3,-,2.3,80.2,0.1,5,7.74,0.8,0.8,0.4,-,0.1,0.8,-,-,4,2.2,1.3,0.1,1.7,1.8,42.3,3.1,2.6,0.3,Premier League,2015/2016
2,Alexis Sánchez,Arsenal,28,FW,28(2),2446,13,4,1,-,3.6,79.6,0.7,6,7.72,1.6,0.8,1.1,-,0.2,0.8,0.1,-,2.1,3.4,2.2,0.4,3.3,2.4,47.8,0.4,2.4,0.4,Premier League,2015/2016
3,Mousa Dembélé,Tottenham,29,M(CR),27(2),2273,3,1,3,-,0.8,90,1.1,4,7.69,3.6,1.9,1.7,-,1.1,0.4,0.3,-,1,2.9,1.1,0.1,2.2,0.8,47.6,-,1.4,-,Premier League,2015/2016
4,Mesut Özil,Arsenal,28,M(CLR),35,3049,6,19,4,-,1.4,86.3,0.1,6,7.66,1,0.6,0.6,-,0.3,1.2,-,-,4.2,1.3,1.2,0.4,1.7,2,65.1,2.6,1.5,0.5,Premier League,2015/2016
5,N'Golo Kanté,Leicester,25,DMC,33(4),3020,1,4,3,-,0.6,81.6,1,3,7.61,4.7,4.2,1.2,-,1.5,1.6,0.3,-,0.8,1.3,0.5,-,0.7,1.2,39.2,0.1,1.7,0.1,Premier League,2015/2016
6,Virgil van Dijk,Southampton,25,D(C),34,3060,3,-,2,-,0.9,83.1,4.8,7,7.56,1.7,2.8,0.8,0.3,7.6,0.3,0.6,-,0.3,0.5,0.5,0.1,0.2,0.3,40.8,-,3.5,-,Premier League,2015/2016
7,Harry Kane,Tottenham,23,FW,38,3370,25,1,5,-,4.2,73.1,2,8,7.53,0.8,0.6,1.1,-,0.8,0.3,0.2,1,1.2,1.3,1.4,0.8,2.4,1.8,25.3,0.1,1.2,-,Premier League,2015/2016
8,Santi Cazorla,Arsenal,32,M(CLR),15,1293,-,3,2,1,1.6,90.2,0.1,1,7.53,1.9,1.7,0.9,-,1,1.8,0.1,-,2.5,2.5,0.9,0.1,1.3,0.9,81.9,1,3.5,0.3,Premier League,2015/2016
9,Jamie Vardy,Leicester,29,FW,36,3140,24,6,5,1,3.2,65.8,2.6,3,7.51,1,0.5,1.2,-,0.2,0.5,0.1,-,1.3,1.1,0.8,0.7,0.8,1.8,17.4,0.3,0.4,-,Premier League,2015/2016
10,Christian Fuchs,Leicester,30,M(L),30(2),2710,-,4,4,-,0.6,72.4,1.5,4,7.50,3.1,3.1,1,0.3,3.8,1.7,0.3,-,1.4,0.2,0.4,-,0.3,0.7,36.9,1.1,2.8,-,Premier League,2015/2016
11,Jordan Amavi,Aston Villa,22,M(L),9(1),836,-,2,2,-,0.5,78.9,2,3,7.48,3.6,3.7,1.8,0.2,3.2,1.1,0.3,-,0.7,2.5,1.1,-,0.7,1.1,37,0.5,1.9,-,Premier League,2015/2016
12,Laurent Koscielny,Arsenal,31,D(C),33,2847,4,-,3,-,0.6,87,3.2,3,7.48,1.4,3.8,0.9,0.9,5.6,0.4,0.8,-,0.2,0.3,0.8,-,0.4,0.5,51.3,-,2.5,-,Premier League,2015/2016
13,Nicolás Otamendi,Man City,28,D(C),30,2672,1,-,9,-,0.9,84.1,3,4,7.47,3,3.5,1,0.8,7,1.4,0.4,-,0.2,0.4,1,-,0.2,0.4,52.3,-,3.2,-,Premier League,2015/2016
14,Christian Eriksen,Tottenham,24,FW,33(2),2942,6,13,2,-,2.9,81.2,0.5,2,7.45,1.3,1,0.4,-,0.7,0.7,-,-,3.3,1,0.5,-,1.8,1.8,52.6,1.2,2.2,0.1,Premier League,2015/2016
15,Kevin De Bruyne,Man City,25,FW,22(3),2004,7,9,2,-,2,78.3,0.5,4,7.45,1.1,0.7,0.6,-,0.5,1.9,-,-,3.2,1.4,0.7,0.3,1.4,1.7,45.1,1.9,1.9,0.2,Premier League,2015/2016
16,Sergio Agüero,Man City,28,FW,29(1),2375,24,2,1,-,4,84.7,0.3,5,7.39,0.5,0.2,0.7,-,-,0.6,-,-,0.9,2.2,1.2,0.9,3.4,2,24.2,0.1,0.5,-,Premier League,2015/2016
17,Luke Shaw,Man Utd,21,M(L),5,450,-,1,1,-,0.2,86,2.8,-,7.36,1.8,1,1.6,0.6,3.8,1.4,0.4,-,0.8,1.2,0.6,0.2,1.2,0.4,54.2,1,2.6,0.2,Premier League,2015/2016
18,Andros Townsend,Newcastle,25,FW,12(1),1089,4,2,-,-,1.8,81.3,-,1,7.35,2.1,0.8,0.5,0.1,0.6,1.9,0.2,-,2,2.1,1,-,1.9,2.3,28,1.3,0.2,-,Premier League,2015/2016
19,Dele Alli,Tottenham,20,FW,28(5),2482,10,9,7,-,2.2,75.9,1.1,2,7.35,2.2,1.8,1.5,-,1,1.2,0.2,-,1.7,0.9,2,0.2,2.5,2.5,32.9,0.1,0.8,0.2,Premier League,2015/2016
20,Michail Antonio,West Ham,26,FW,23(3),2063,8,3,3,-,2.1,69.6,1.5,2,7.35,1.4,2.2,1,-,1.7,0.7,0.2,-,0.9,1.8,1.3,0.4,1.3,2.5,20.1,0.6,1.2,-,Premier League,2015/2016
21,Ross Barkley,Everton,23,M(CLR),36(2),3087,8,8,4,-,2.5,86,0.8,3,7.31,0.9,0.4,0.8,-,0.5,0.7,0.1,-,1.5,3.1,1.9,0.1,2,1.6,47.4,0.6,2.7,0.2,Premier League,2015/2016
22,Danny Drinkwater,Leicester,26,DMC,35,3039,2,7,3,1,1.2,77.6,0.8,1,7.30,3,1.6,1.5,-,1.9,1.5,0.5,-,1.3,0.9,0.7,-,1.1,0.7,56.7,0.3,3.9,0.3,Premier League,2015/2016
23,Philippe Coutinho,Liverpool,24,M(CLR),24(2),2005,8,5,2,1,4.3,78.9,0.2,4,7.29,1.3,0.7,0.4,-,0.3,1.3,-,-,1.9,1.9,1.1,0.2,2.2,2,42,0.4,2.2,0.3,Premier League,2015/2016
