,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Zlatan Ibrahimovic,PSG,32,FW,33(1),2975,30,8,9,1,4.6,74.7,2,13,7.82,0.6,0.4,1.9,-,1,0.5,0.1,-,1.8,0.8,1.4,1.6,2.1,2.6,40.7,0.3,1.5,0.3,Ligue 1,2012/2013
1,Anthony Lopes,Lyon,23,GK,5,450,-,-,-,-,-,44.3,-,1,7.66,-,0.2,-,-,1,-,-,-,-,-,0.4,-,-,-,15.8,-,4.2,-,Ligue 1,2012/2013
2,Cheikh N'Diaye,Rennes,28,Goalkeeper,1(1),152,-,-,-,-,-,37.8,0.5,1,7.66,-,-,-,-,1.5,-,-,-,-,-,1,-,-,-,22.5,-,5.5,-,Ligue 1,2012/2013
3,Etienne Capoue,Toulouse,25,M(CL),34,3016,7,3,7,1,1.3,81,3.4,7,7.53,2.4,2.6,1.7,0.2,4.9,0.6,0.4,-,0.7,1.2,2.4,-,1.2,1.1,63.6,0.1,7.1,0.1,Ligue 1,2012/2013
4,Blaise Matuidi,PSG,26,M(CL),35(2),3132,5,-,3,1,0.8,88.6,0.9,2,7.42,3.3,3.5,1.1,-,1.1,0.9,0.2,-,0.5,0.8,1.5,-,1.4,1,51.3,0.1,2.2,-,Ligue 1,2012/2013
5,Cris,Lyon,36,D(C),2,175,-,-,-,-,1,89.8,2.5,1,7.42,4.5,1,0.5,1,6,1,1.5,-,-,-,1,-,-,0.5,54,-,15,-,Ligue 1,2012/2013
6,Michael Ciani,Bordeaux,29,D(C),3,270,-,-,-,-,0.3,82.7,2.7,-,7.40,2.7,1.3,0.3,0.3,8.7,-,0.3,-,-,0.3,0.7,-,0.3,-,36.7,-,5,-,Ligue 1,2012/2013
7,Dimitri Payet,Lille,26,FW,37(1),3225,12,13,3,-,3.6,76.7,0.2,7,7.39,0.8,0.5,0.6,-,0.1,0.3,-,-,2.4,1,1.9,0.1,2.5,1.3,34.7,1.9,2.1,0.3,Ligue 1,2012/2013
8,Thiago Silva,PSG,29,D(C),22,1900,-,-,2,1,0.6,89.5,2.1,2,7.39,2,2.8,0.6,0.8,6.3,0.3,0.8,-,0.4,0.2,1.2,-,0.2,-,50.5,-,4.9,-,Ligue 1,2012/2013
9,Adrien Rabiot,Toulouse,18,M(L),12(1),1037,1,3,1,-,0.9,79.2,1.5,1,7.38,3,2.6,1.5,-,0.6,0.7,0.2,-,0.5,1.2,1.8,-,1.7,0.4,39.5,0.2,1.9,0.2,Ligue 1,2012/2013
10,Bruno Ecuele Manga,Lorient,25,D(CR),17,1486,-,-,3,-,0.5,84.5,3.6,3,7.38,1.8,3.9,0.7,1,7.9,0.5,0.8,-,0.1,0.6,0.7,-,0.2,0.6,31.8,-,3,-,Ligue 1,2012/2013
11,Hilton,Montpellier,36,D(C),30,2670,1,-,2,-,0.4,80.8,1.8,2,7.38,1.7,3.4,0.9,1.1,10.4,0.2,0.6,-,0.3,-,1.6,-,0.2,0.2,44,0.1,7.7,-,Ligue 1,2012/2013
12,Lamine Sané,Bordeaux,26,M(C),33,2944,1,-,2,1,0.6,83.9,4.5,3,7.36,2,2.7,1.2,1,7.4,0.4,0.3,-,0.2,0.1,1.2,-,0.5,0.1,41.9,-,4.5,-,Ligue 1,2012/2013
13,Mapou Yanga-Mbiwa,Montpellier,24,D(CR),16,1440,-,-,2,-,0.3,81.9,1.5,1,7.35,2.2,2.8,1.1,1.1,7.8,0.6,0.3,-,0.4,1.3,1.7,0.1,0.8,0.5,45.2,-,4.8,-,Ligue 1,2012/2013
14,Benoit Cheyrou,Marseille,32,M(C),25,2116,2,2,2,-,1.2,78,1.6,7,7.35,3.2,2.2,1.5,-,2.2,0.6,0.1,-,1.3,0.8,0.9,-,1.2,0.8,47.8,1,4.5,0.2,Ligue 1,2012/2013
