,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Didier Drogba,Chelsea,32,FW,31(1),2775,29,10,7,-,5.6,59.7,1.8,13,8.32,0.7,1,2,-,1.5,0.3,0.2,-,1.8,1.2,1.7,1.1,2.3,-,20,0.7,0.8,0.2,Premier League,2009/2010
1,Cesc Fàbregas,Arsenal,23,FW,26(1),2194,15,13,5,-,3.2,79.3,0.5,11,8.25,2.3,2.3,1.3,-,0.9,1,0.1,-,3.5,1.9,1.8,0.1,2.7,-,66.1,1.1,4.2,1,Premier League,2009/2010
2,Robin van Persie,Arsenal,27,FW,14(2),1256,9,7,3,-,4.8,79.7,0.9,2,8.07,0.7,0.9,1.5,0.1,0.6,0.3,-,-,2.6,0.9,1.4,1.1,2,-,27.4,0.9,0.6,0.8,Premier League,2009/2010
3,Luís Boa Morte,West Ham,33,FW,1,64,1,-,1,-,2,81,-,-,8.01,3,4,1,-,-,2,1,-,1,1,2,1,2,-,21,-,1,-,Premier League,2009/2010
4,Frank Lampard,Chelsea,32,M(C),36,3220,22,14,-,-,3.9,81,0.1,2,7.95,2.1,1,0.7,-,1.2,0.7,0.1,-,3.2,0.4,0.8,0.1,1.4,-,53.4,1.6,3.9,0.6,Premier League,2009/2010
5,Wayne Rooney,Man Utd,25,FW,32,2723,26,3,6,-,5.7,73.6,0.8,5,7.91,0.7,0.4,0.8,-,0.3,0.3,-,-,1.8,1.3,0.9,0.9,2.7,-,40.1,0.6,2.8,0.4,Premier League,2009/2010
6,Mikel Arteta,Everton,28,M(C),11(2),1031,6,1,3,-,1.8,86.1,0.9,5,7.84,3,1.8,1.3,-,1.2,0.5,0.4,-,2.5,0.2,2.2,-,1,-,62.2,1.8,6.5,0.1,Premier League,2009/2010
7,Rafael,Man Utd,20,M(R),8,683,1,1,2,-,0.4,77.7,1,-,7.82,6,2.4,2,-,4.1,0.8,0.1,-,0.8,1.1,1.5,-,1,-,46,0.8,2,0.1,Premier League,2009/2010
8,Abou Diaby,Arsenal,24,M(C),26(3),2322,6,3,2,-,1.3,83.1,1.9,6,7.76,2.7,2.7,1.8,-,2,0.6,-,1,1.2,2.7,1.6,0.1,2.9,-,53.3,0.1,1.4,0.3,Premier League,2009/2010
9,James Collins,West Ham,27,D(C),3,270,-,-,1,-,0.3,78.4,3.3,1,7.73,2,3,0.3,0.7,13.3,0.3,2.3,-,-,-,0.7,-,-,-,32.3,-,2.3,-,Premier League,2009/2010
