,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Cristiano Ronaldo,Juventus,FW,33,2919,31,5,3,-,6.3,85.1,1.2,10,7.82,0.4,0.2,0.8,-,0.6,0.5,0.1,-,1.5,1.6,1.8,0.9,1,2.2,36.5,0.2,0.9,-,Serie A,2019/2020
1,Josip Ilicic,Atalanta,FW,21(5),1673,15,5,1,1,3.1,81.9,0.1,7,7.65,1,0.3,0.4,-,0.2,0.8,-,-,2.1,2.3,2.3,0.1,1.8,2,34.6,0.7,1.8,0.3,Serie A,2019/2020
2,Ciro Immobile,Lazio,FW,36(1),3176,36,9,8,-,3.8,77,0.6,10,7.57,0.2,0.3,1,-,0.2,0.6,0.1,-,1.6,0.6,1,0.6,0.8,2.6,23.9,-,0.9,0.1,Serie A,2019/2020
3,Luis Alberto,Lazio,FW,36,3122,6,15,5,-,2.7,83.5,0.3,10,7.55,1.4,0.6,0.6,-,0.2,1.5,-,-,2.9,2,1.1,-,1.3,1.4,57.6,1.2,3.1,0.4,Serie A,2019/2020
4,Papu Gómez,Atalanta,FW,34(2),2861,7,16,2,-,2.6,85.3,0.1,3,7.55,0.8,0.5,0.5,-,0.1,0.9,-,-,2.8,1.8,2.1,0.1,1.1,1.6,47.8,1.8,2.1,0.1,Serie A,2019/2020
5,Gianluca Pegolo,Sassuolo,GK,5,450,-,-,-,-,-,80.6,-,2,7.54,-,-,-,-,0.8,-,-,-,-,-,-,-,-,-,26.8,-,3.6,-,Serie A,2019/2020
6,Zlatan Ibrahimovic,AC Milan,FW,16(2),1365,10,5,1,-,3.7,70.9,4.4,4,7.51,0.3,0.3,1.7,-,1.2,0.7,0.2,-,1.4,0.7,0.9,1.1,0.9,2,32.8,0.2,1.1,0.1,Serie A,2019/2020
7,Edin Dzeko,Roma,FW,31(4),2884,16,7,4,-,3.5,69.9,3.7,5,7.48,0.5,0.2,1.1,-,0.9,0.3,0.1,-,1.5,1,1.4,0.5,1.1,2.4,22,0.1,1.5,0.1,Serie A,2019/2020
8,Domenico Berardi,Sassuolo,FW,29(2),2505,14,10,6,1,3.9,78.4,0.6,5,7.45,1,1.1,1.8,-,0.8,1.5,0.1,-,1.9,1.3,2.1,0.2,1,2.1,35.1,0.6,1.5,0.3,Serie A,2019/2020
9,Paulo Dybala,Juventus,FW,25(8),2165,11,6,5,-,3,88.1,0.1,3,7.44,0.6,0.4,0.7,-,-,0.9,-,-,2.1,2,1.6,0.2,1.2,1.8,42.2,0.8,2.2,0.1,Serie A,2019/2020
10,Duván Zapata,Atalanta,FW,25(3),2038,18,6,1,-,3.2,79.6,1.9,4,7.41,0.3,0.1,1.3,-,0.3,0.2,0.3,-,1.4,0.8,1.6,0.4,2.2,3.4,19.6,0.3,0.4,-,Serie A,2019/2020
11,Kevin Bonifazi,Torino,D(C),3,248,1,-,-,-,1,82.5,2,-,7.35,3,1.7,1.3,-,3.3,0.3,0.7,-,0.3,0.3,0.3,-,0.3,0.3,32.3,-,1.7,-,Serie A,2019/2020
12,Romelu Lukaku,Inter,FW,33(3),2984,23,2,2,-,2.8,70.7,2.6,4,7.30,0.4,-,1.3,-,0.8,0.2,0.2,-,1.5,0.6,0.6,0.6,1.9,1.9,21.5,0.2,0.7,-,Serie A,2019/2020
13,Demba Thiam,SPAL 2013,Goalkeeper,2,180,-,-,-,-,-,74.6,0.5,-,7.30,-,0.5,-,-,0.5,-,-,-,-,-,-,-,-,-,29.5,-,4.5,-,Serie A,2019/2020
14,Andrea Ranocchia,Inter,D(C),5(2),526,-,-,3,-,0.6,88.2,4.1,-,7.29,2.4,1.1,1.3,0.1,2.4,0.4,0.9,-,0.1,0.3,0.6,-,-,0.4,48.3,-,4.3,-,Serie A,2019/2020
15,Musa Barrow,Bologna,FW,14(4),1354,9,2,1,-,3.6,78.2,0.7,3,7.28,1.1,0.3,1.2,-,0.6,0.8,-,-,1.9,1.9,0.7,0.1,1,3.3,29.1,0.6,1.4,0.1,Serie A,2019/2020
16,Sergej Milinkovic-Savic,Lazio,AM(C),35(2),3038,7,4,9,-,2.4,77.2,3.5,5,7.27,1.6,1,1.9,-,1.6,1.7,0.4,-,1.3,1.1,1.2,0.2,1.3,2.2,45.8,0.3,3.2,0.1,Serie A,2019/2020
17,Rodrigo De Paul,Udinese,FW,33(1),2828,7,6,5,1,2.5,82,-,8,7.25,1.8,0.9,1,-,0.2,1.1,0.1,-,2.3,1.8,2.2,0.1,1.4,2.1,46,1.6,3.6,0.1,Serie A,2019/2020
18,Antonio Mirante,Roma,GK,5,450,-,-,-,-,-,80.1,0.4,-,7.23,-,-,-,-,1.2,0.2,-,-,-,0.2,-,-,-,-,28.2,-,7,-,Serie A,2019/2020
19,Robin Gosens,Atalanta,M(CL),31(3),2628,9,8,3,-,1.5,78.4,1.5,-,7.22,1.6,1.1,0.9,0.2,1,0.8,0.3,-,1.2,0.5,1.1,0.2,0.3,1.1,38,0.6,1.1,-,Serie A,2019/2020
20,Radja Nainggolan,Cagliari,M(C),25(1),2082,6,7,5,-,2.5,79.8,0.7,4,7.21,1.2,0.5,0.8,-,1.1,0.8,0.2,-,1.9,1.5,1.1,-,1.7,2,39.8,0.8,4.4,0.2,Serie A,2019/2020
21,Theo Hernández,AC Milan,M(L),32(1),2819,6,3,10,-,1.5,84.3,1.4,3,7.19,1.7,1.3,1,0.3,1.5,0.6,0.2,1,1.3,1.7,2.1,0.2,0.6,1.5,49.8,0.4,1.9,-,Serie A,2019/2020
