,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Kevin De Bruyne,Man City,FW,32(3),2800,13,20,3,-,2.8,81.5,0.5,10,7.97,1.3,0.5,0.7,-,0.7,1.4,0.1,-,3.9,1.4,0.8,0.1,0.9,1.3,54.5,2.1,3.5,0.4,Premier League,2019/2020
1,Bruno Fernandes,Man Utd,M(CLR),14,1223,8,7,2,-,3.1,75.7,0.2,3,7.73,1.6,0.8,0.6,-,1,2.4,-,-,2.1,1.1,1,0.1,0.9,2.1,55.5,1,3.3,0.3,Premier League,2019/2020
2,Ricardo Pereira,Leicester,M(R),28,2520,3,2,1,-,0.6,78.9,1.5,2,7.50,4.3,1.8,1.6,0.3,2.6,1.9,0.2,-,1,2.1,1.3,-,1.1,1.6,56.1,0.3,2.1,0.1,Premier League,2019/2020
3,Adama Traoré,Wolves,FW,27(10),2608,4,9,1,-,1.2,74.4,1.2,6,7.49,0.9,0.4,1.1,-,0.4,0.4,0.1,-,1.3,5,2.1,0.2,1.8,2.4,19.2,1.2,0.2,0.1,Premier League,2019/2020
4,Riyad Mahrez,Man City,FW,21(12),1942,11,9,-,-,2.2,90.1,0.3,3,7.48,0.8,0.5,0.4,-,0.2,0.8,-,-,1.8,1.6,0.9,0.4,1,1.4,33.2,0.6,1.7,0.2,Premier League,2019/2020
5,Sadio Mané,Liverpool,FW,31(4),2756,18,7,3,-,2.2,81.6,1.2,7,7.45,1.3,0.4,1.3,-,0.2,0.8,-,-,1.7,2,1.5,0.4,1.6,2.9,31.5,0.3,1,0.1,Premier League,2019/2020
6,Mohamed Salah,Liverpool,FW,33(1),2888,19,10,1,-,3.9,76.5,0.4,6,7.40,0.5,0.2,0.5,-,0.1,0.5,-,-,1.8,1.5,0.5,0.6,2,2.6,28.8,0.3,0.4,0.1,Premier League,2019/2020
7,Raheem Sterling,Man City,FW,30(3),2661,20,1,5,-,3,82.8,0.7,1,7.35,0.8,0.5,0.9,-,0.1,0.7,0.1,-,1.5,1.7,1.2,0.4,1.8,2,35.4,0.2,0.3,0.1,Premier League,2019/2020
8,Marcus Rashford,Man Utd,FW,31,2655,17,7,3,-,3.1,77.3,0.7,7,7.35,0.4,0.3,0.7,-,0.5,0.5,-,-,1.1,1.9,1.5,0.4,1.1,2.1,30.4,0.3,1.2,0.2,Premier League,2019/2020
9,James Maddison,Leicester,AM(CLR),29(2),2629,6,3,4,-,2.4,83,0.2,4,7.34,1.9,0.3,1.2,-,0.2,1.5,-,-,2.5,1.6,2.8,0.1,0.9,1.8,47.5,1.9,2.3,0.2,Premier League,2019/2020
10,Harry Kane,Tottenham,FW,29,2590,18,2,4,-,2.8,66.7,2.6,4,7.33,0.6,0.2,1.3,-,1,0.4,0.2,-,0.9,1,1.5,0.7,1.1,2.3,19.1,0.1,0.8,0.2,Premier League,2019/2020
11,Virgil van Dijk,Liverpool,D(C),38,3420,5,1,1,-,0.8,89.1,5,5,7.32,0.6,1.1,0.4,1,4.3,0.2,0.4,-,0.2,0.1,0.7,-,0.1,0.1,85.8,-,5.4,0.1,Premier League,2019/2020
12,Anthony Martial,Man Utd,FW,31(1),2640,17,6,1,-,2.5,80.6,0.6,4,7.31,0.5,0.2,0.9,-,0.5,0.5,-,-,0.9,1.6,1.3,0.4,1.9,2.3,22.3,0.1,0.3,0.1,Premier League,2019/2020
13,Willian,Chelsea,AM(CLR),29(7),2605,9,7,4,-,2,82.7,0.3,4,7.31,1.3,0.6,0.5,-,0.2,0.8,-,-,2.1,1.8,1.3,0.1,0.8,1.7,39.9,1.4,1.8,0.1,Premier League,2019/2020
14,Marcos Alonso,Chelsea,M(L),15(3),1433,4,2,4,-,1.7,82.6,2.3,1,7.30,1.6,1.1,0.9,0.2,1.4,1.1,0.1,-,1.4,0.7,0.8,0.1,0.6,1.8,50.4,1.1,1.4,0.1,Premier League,2019/2020
15,Michail Antonio,West Ham,FW,19(5),1773,10,3,3,-,2.8,68.4,3.8,2,7.29,0.5,0.4,1.7,-,0.2,0.4,0.1,-,1.1,2.7,1.5,0.5,1.9,3,18.6,0.4,0.4,0.1,Premier League,2019/2020
16,Allan Saint-Maximin,Newcastle,FW,23(3),1874,3,4,-,-,1.8,79.1,0.3,3,7.29,0.5,0.3,0.7,-,0.2,0.5,0.1,-,1.3,4.7,1.8,0.1,2,2.8,16.6,0.3,0.8,-,Premier League,2019/2020
17,Joël Matip,Liverpool,D(C),8(1),704,1,-,-,-,0.4,84.3,5.2,-,7.29,1.4,1.3,0.8,1,4.1,0.8,0.4,-,0.1,0.2,0.7,-,0.2,0.3,61.4,-,2.9,-,Premier League,2019/2020
