,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Neymar,Barcelona,FW,30,2652,13,11,6,1,3.5,76.5,0.3,9,8.52,1.3,0.3,1.2,-,0.1,0.5,-,-,3,5.6,4.2,0.7,2.8,2.6,50.7,2.2,2.2,0.3,LaLiga,2016/2017
1,Lionel Messi,Barcelona,FW,32(2),2833,37,9,6,-,5.3,80.2,0.2,16,8.47,0.7,0.2,0.4,-,-,0.4,-,-,2.3,3.7,2.3,0.1,2.6,1.4,48.4,0.3,2.7,0.6,LaLiga,2016/2017
2,Lucas Pérez,Deportivo,FW,1,90,1,1,-,-,3,84,-,-,8.08,-,-,2,-,-,-,-,-,3,-,2,3,4,1,25,3,2,-,LaLiga,2016/2017
3,Davy Roef,Deportivo,GK,1,90,-,-,-,-,-,72.7,1,-,7.98,-,1,-,-,-,-,-,-,-,-,-,-,-,-,22,-,5,-,LaLiga,2016/2017
4,Luis Suárez,Barcelona,FW,34(1),2865,29,13,8,-,3.4,74.8,0.3,4,7.80,0.5,0.3,0.9,-,0.7,0.2,0.1,-,1.8,1,1.3,1.6,0.9,2,24.9,0.2,0.9,0.1,LaLiga,2016/2017
5,Toni Kroos,Real Madrid,M(C),28(1),2501,3,12,6,-,1.1,92.2,0.4,3,7.67,2.6,1.1,0.9,-,0.3,1.5,0.1,-,2.8,1,1.2,-,0.5,0.3,71.4,1.6,8.1,0.1,LaLiga,2016/2017
6,Cristiano Ronaldo,Real Madrid,FW,29,2544,25,6,4,-,5.6,80,1.2,4,7.61,0.2,0.3,0.6,-,0.5,0.2,0.1,-,1.1,0.9,1.6,1.2,1.3,1.7,26.6,0.3,0.4,-,LaLiga,2016/2017
7,Filipe Luís,Atletico,D(L),34,3009,3,6,5,-,0.7,82.7,0.9,6,7.55,3.5,1.9,1,0.1,1.4,0.6,0.3,-,1,2.2,1.4,0.2,0.9,1.1,52.1,0.8,2.4,-,LaLiga,2016/2017
8,Cote,Villarreal,D(L),7,630,-,1,2,-,1,82.4,0.4,2,7.54,3.4,2.1,1,0.3,3.4,0.9,0.4,-,1.1,1.7,0.6,-,0.6,0.6,50.4,1,3.3,-,LaLiga,2016/2017
9,Gareth Bale,Real Madrid,FW,17(2),1425,7,2,3,1,3.4,78.9,1.7,3,7.49,0.9,0.9,0.5,0.1,0.7,0.3,0.1,-,1.2,1.4,0.8,0.7,0.8,0.8,29.4,0.5,1.3,-,LaLiga,2016/2017
10,Danilo,Real Madrid,DMC,17,1488,1,2,2,-,0.6,86.4,1.7,-,7.41,3,2.4,1,0.1,2.3,0.8,0.5,-,1.1,0.8,1.3,0.1,0.5,0.5,45.3,0.4,2.1,0.1,LaLiga,2016/2017
11,Borja Viguera,Athletic Bilbao,FW,0(1),26,1,-,-,-,1,64.3,1,-,7.39,-,-,-,-,-,-,-,-,2,-,1,-,1,-,14,1,-,-,LaLiga,2016/2017
12,Antoine Griezmann,Atletico,FW,36,3067,16,8,3,-,2.4,78.3,1.2,4,7.37,1.3,0.5,0.8,-,0.4,0.6,0.1,-,1.6,0.7,0.9,0.8,1.2,1.3,35.6,0.1,1.2,0.1,LaLiga,2016/2017
13,Aleix Vidal,Barcelona,M(LR),5(1),472,2,2,-,-,1.5,82.4,0.3,-,7.34,1.3,1.3,1.2,0.2,0.8,0.5,0.2,-,0.8,0.8,0.8,0.5,0.5,0.8,52,0.3,2.5,-,LaLiga,2016/2017
14,Asier Illarramendi,Real Sociedad,M(C),33(1),3004,1,2,13,-,0.6,84.1,1.2,6,7.32,3.1,3.5,1.6,-,1.7,1.4,0.3,1,0.9,0.9,1.9,-,0.9,0.7,69,0.4,5.3,0.1,LaLiga,2016/2017
15,Dani Ceballos,Real Betis,M(CL),24(6),2336,2,2,8,-,1.2,80.8,0.4,3,7.32,3.1,1.9,1.7,-,0.4,2.2,0.1,-,1.3,2.7,3.9,-,2.3,1.9,46.3,0.3,3.9,0.1,LaLiga,2016/2017
16,Saúl Ñíguez,Atletico,M(CLR),29(4),2544,4,3,8,-,1.4,77.4,2.6,4,7.31,3.1,1.8,2.2,-,1.8,1.1,0.2,-,0.8,1,0.9,0.1,1.1,1.5,36.3,0.1,1.2,0.1,LaLiga,2016/2017
17,James Rodríguez,Real Madrid,FW,13(9),1180,8,6,1,-,1.5,89.1,0.3,2,7.27,1.3,0.5,0.5,-,0.2,0.7,-,-,2,0.6,0.9,0.5,0.6,1.5,37.9,1.1,2.1,-,LaLiga,2016/2017
18,Ignacio Camacho,Malaga,M(C),35,3146,4,2,15,-,1.1,75.6,4.5,2,7.26,3,3.3,2.6,0.1,2.3,1.5,0.3,-,0.4,0.2,1.8,0.2,0.9,0.9,53.7,0.1,2.6,-,LaLiga,2016/2017
