,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Zlatan Ibrahimovic,PSG,FW,32(1),2774,26,11,7,-,4.9,76.4,2.1,9,7.79,0.3,0.3,2,-,0.9,0.1,-,-,2.1,0.8,1.3,1.2,2.1,2.6,44.7,0.2,2.8,0.3,Ligue 1,2013/2014
1,Loic Perrin,Saint-Etienne,D(C),34,2981,6,1,4,-,0.6,84.9,4.4,7,7.73,1.8,1.9,0.6,0.6,10.6,0.2,0.3,-,0.2,0.3,0.8,0.1,0.1,0.2,38.1,-,4.3,-,Ligue 1,2013/2014
2,Yassine Jebbour,Rennes,D(LR),2,180,-,1,-,-,-,85.9,3.5,-,7.61,5,2.5,2,-,8,-,0.5,-,2,0.5,1.5,-,1.5,2.5,49.5,1,2,-,Ligue 1,2013/2014
3,Nemanja Pejcinovic,Nice,D(CR),14(1),1324,1,-,2,-,0.4,87.2,3.1,-,7.52,3.3,3.1,1.3,1.3,6.7,0.3,0.8,1,0.1,0.4,1.2,-,0.3,0.3,50.5,-,4.3,-,Ligue 1,2013/2014
4,Jérémy Toulalan,Monaco,M(C),29,2504,1,1,6,-,0.7,82.6,2.9,4,7.51,3.1,2.5,1.2,-,2.9,1.2,0.2,-,0.4,1.1,2.3,-,0.7,0.9,65.7,0.1,3.4,0.1,Ligue 1,2013/2014
5,Mathieu Bodmer,Nice,M(C),27,2306,2,1,5,-,0.6,84,3.4,4,7.48,2,2.7,1,1,7,0.4,0.4,-,0.3,0.2,0.6,-,0.3,0.4,46.1,-,5.4,-,Ligue 1,2013/2014
6,Layvin Kurzawa,Monaco,M(L),28,2406,5,3,3,-,1.4,77.4,1.5,5,7.44,1.7,3.4,1.2,0.1,3.4,0.6,0.1,-,0.7,1.2,0.8,0.2,1.3,1.4,36.4,0.9,1,-,Ligue 1,2013/2014
7,James Rodríguez,Monaco,FW,30(4),2644,9,12,1,-,2.7,81.1,0.6,4,7.44,1.1,0.7,0.8,-,0.1,0.9,-,-,2.5,1.3,2.4,0.4,1.6,1.5,46.2,1.5,3.3,0.3,Ligue 1,2013/2014
8,Serge Aurier,Toulouse,M(R),34,3045,6,6,11,-,1.7,76.8,2.7,5,7.42,2.8,2.2,1.1,0.1,3,0.6,0.3,-,1,1.4,1.6,0.2,2.2,1.3,46.4,1.1,1.6,0.1,Ligue 1,2013/2014
9,Thiago Silva,PSG,D(C),28,2386,3,-,1,-,0.9,92.7,2.5,3,7.42,1.1,2.3,0.6,0.3,5.1,0.4,0.8,2,0.2,0.3,0.9,-,0.3,0.3,66.3,-,7.1,-,Ligue 1,2013/2014
10,Aristote Ndongala,Nantes,Midfielder,1,90,-,-,-,-,-,62.2,2,-,7.39,3,3,2,1,8,-,-,-,-,-,1,-,1,-,37,-,2,-,Ligue 1,2013/2014
11,Marko Basa,Lille,D(C),32,2789,2,2,2,-,0.8,91.1,3.6,5,7.38,1,1.8,0.6,0.8,7.7,0.2,0.6,1,0.4,0.5,0.9,-,0.2,0.2,41.2,-,2.9,-,Ligue 1,2013/2014
12,Christophe Jallet,PSG,M(L),13,1085,-,-,1,-,0.6,89,1.6,2,7.37,2.5,2.4,1.4,-,2.7,0.6,0.2,-,1.5,0.2,0.2,-,0.4,0.6,50.3,0.9,2,-,Ligue 1,2013/2014
13,Faouzi Ghoulam,Saint-Etienne,D(L),16(1),1466,1,4,2,-,0.9,72.1,2,2,7.36,2.2,1.8,0.8,0.2,4.4,0.8,0.4,-,0.8,0.7,1.5,-,0.2,0.8,29.7,0.7,1.4,0.1,Ligue 1,2013/2014
14,Rémy Cabella,Montpellier,FW,36(1),3206,14,5,2,-,2.7,79.5,0.5,8,7.36,2,0.9,0.7,-,0.2,0.9,-,-,2.2,1.2,2.8,0.4,2,1.6,41,1.4,1.2,0.2,Ligue 1,2013/2014
15,Grégory Sertic,Bordeaux,M(C),29(1),2582,3,10,3,-,1.8,85.7,0.7,3,7.36,2.3,1.6,1.5,0.1,1.3,0.9,0.3,-,1.7,0.4,1.5,-,0.5,1,50,1.2,5.3,-,Ligue 1,2013/2014
16,Grzegorz Krychowiak,Reims,M(C),33(2),2830,4,1,9,-,1,80.3,3,2,7.34,2.7,2.8,1.7,-,2.5,0.9,0.5,-,0.6,0.6,1.7,-,0.9,0.6,49.2,0.1,4.8,-,Ligue 1,2013/2014
17,João Moutinho,Monaco,M(C),31,2564,1,8,3,-,1.4,85.8,0.6,4,7.30,2.5,1.2,1.4,-,0.5,0.9,0.1,-,1.9,0.5,1.1,-,0.9,1,63.6,1.5,4.5,0.3,Ligue 1,2013/2014
18,Lucas Digne,PSG,M(L),15,1336,-,1,3,-,0.7,90.7,1.6,-,7.30,2.3,1.7,1,0.1,1.8,0.2,0.2,-,1,1,1.2,0.5,0.9,0.7,47.1,0.8,1.3,0.1,Ligue 1,2013/2014
19,Idrissa Gueye,Lille,M(C),37,3330,1,1,6,-,1.1,85.8,1.1,2,7.29,3.6,2.5,1.4,0.1,1.3,1.4,0.1,-,0.9,1.1,1.5,-,1.2,0.9,56.8,0.2,3.2,-,Ligue 1,2013/2014
20,David Ospina,Nice,GK,29,2572,-,-,2,1,-,61.8,0.5,6,7.28,-,0.1,-,-,0.9,-,-,-,-,-,0.5,-,-,-,14.3,-,3.1,-,Ligue 1,2013/2014
21,Thiago Motta,PSG,M(C),31(1),2544,3,2,7,1,0.5,92.5,1.2,1,7.28,2.4,0.8,1.3,-,1.1,0.5,0.2,-,1.5,0.3,1.4,-,0.8,0.6,85.9,0.8,6.6,0.2,Ligue 1,2013/2014
22,André Ayew,Marseille,FW,24(1),2121,6,3,6,-,2.3,79.1,2.9,-,7.28,2.3,0.7,2.1,-,1.1,0.9,0.1,-,1.1,1.2,2.2,0.2,1.2,1,37.7,0.3,1,-,Ligue 1,2013/2014
23,Florent Chaigneau,Lorient,GK,11(1),962,-,-,-,-,-,49.3,0.3,-,7.27,-,-,-,-,1.6,-,-,-,-,-,0.1,-,-,-,12.5,-,3.5,-,Ligue 1,2013/2014
24,Simon Kjaer,Lille,D(C),34,3036,-,1,9,-,0.7,78.3,2.9,2,7.27,2.1,1.8,1.3,1,7.8,0.5,0.4,-,0.2,0.1,0.7,-,0.2,0.1,42.1,-,6.4,0.1,Ligue 1,2013/2014
25,Papy Djilobodji,Nantes,DMC,28,2426,3,-,4,2,0.7,75.3,2.8,3,7.26,1.8,2.6,0.8,1.3,9.1,0.6,0.8,-,0.1,0.3,0.9,0.1,0.3,0.4,37.8,0.1,4.2,-,Ligue 1,2013/2014
26,Souleymane Diawara,Marseille,D(C),19(1),1708,1,-,4,-,0.5,85.2,2.9,1,7.26,1.9,1.5,1.1,0.8,9.4,0.4,0.7,-,0.3,0.2,0.9,0.1,0.3,0.3,34.5,0.1,3.6,-,Ligue 1,2013/2014
27,Nicolas Douchez,PSG,GK,1,90,-,-,-,-,-,92.3,-,-,7.26,-,-,-,-,1,-,-,-,-,-,-,-,-,-,13,-,1,-,Ligue 1,2013/2014
28,Moustapha Bayal Sall,Saint-Etienne,D(C),31(1),2815,1,1,3,-,0.4,83.3,2.3,3,7.24,1.6,2.2,1.3,0.9,9.9,0.5,0.4,-,0.3,0.1,0.7,0.1,0.3,0.3,39.1,-,4.4,-,Ligue 1,2013/2014
