,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Franco Vázquez,Palermo,FW,37,3224,10,10,7,-,2.7,79.5,1.5,8,7.74,1.8,0.7,2.2,-,0.5,1.2,0.1,-,1.8,3.4,3.4,0.3,2.9,2.1,44.2,0.6,2,0.2,Serie A,2014/2015
1,Paul Pogba,Juventus,M(CL),24(2),2110,8,3,4,-,2.2,83.8,1.4,3,7.67,2.2,0.7,2.3,-,0.7,0.8,0.1,-,1.4,2.9,1.4,0.1,2.7,1.8,46.6,0.1,3.2,0.1,Serie A,2014/2015
2,Carlos Tevez,Juventus,FW,29(3),2593,20,7,6,-,3.6,85,0.1,7,7.66,0.8,0.3,1,-,0.1,0.8,0.1,-,1.9,1.9,1.4,0.5,2,1.1,40.8,0.6,2,0.1,Serie A,2014/2015
3,Fredy Guarín,Inter,M(CR),25(3),2210,6,6,5,-,2.8,77.6,1.3,4,7.56,1.8,1.6,1.9,-,0.8,1.1,0.1,-,1.6,2.9,1.2,0.2,2.1,1.3,44.9,0.9,2.5,0.2,Serie A,2014/2015
4,Juan Cuadrado,Fiorentina,FW,17,1450,4,4,5,-,3.1,87,0.4,2,7.52,1.2,0.9,1.4,-,0.2,0.8,0.1,-,2.1,2.5,5.1,0.2,1.8,2,40.1,0.4,2.2,-,Serie A,2014/2015
5,Diego Perotti,Genoa,FW,27,2303,4,5,5,-,1.5,83.5,0.6,2,7.48,1.2,0.8,0.4,-,0.4,0.7,0.1,-,2,3.6,2,0.3,2,1.8,38.6,1.9,0.7,-,Serie A,2014/2015
6,Felipe Anderson,Lazio,FW,23(9),2097,10,7,5,-,2,77.4,0.2,8,7.47,1.9,0.9,1.1,-,0.3,1,-,-,1.1,3.3,1.3,0.1,2.3,2.4,29.2,0.5,1.1,0.2,Serie A,2014/2015
7,Lucas Biglia,Lazio,DMC,27,2327,3,2,6,-,1.1,88.3,0.8,1,7.42,3.7,2.4,2,-,1.1,2.1,0.3,-,1.5,0.7,1.6,-,1.1,0.8,70.8,0.6,4.3,-,Serie A,2014/2015
8,Andrea Pirlo,Juventus,M(C),19(1),1611,4,5,-,-,1.3,89.2,0.5,2,7.41,1.6,1.5,0.6,-,0.6,1.4,0.1,-,2.2,0.3,1.1,0.1,0.7,0.1,72.7,2,7.9,0.2,Serie A,2014/2015
9,Davide Astori,Roma,D(C),22(2),2039,1,-,10,-,0.3,86.5,3,3,7.40,1.5,3.2,1.6,0.9,7.1,0.4,0.5,-,0.2,0.2,1.3,-,0.2,0.1,52,-,5,-,Serie A,2014/2015
10,Gonzalo Rodríguez,Fiorentina,D(C),30,2680,7,-,9,1,0.7,82.5,2.4,2,7.38,2.1,2.7,1.1,1.5,5.4,0.9,0.9,-,0.2,0.2,0.8,-,0.2,0.3,52.2,0.1,4.2,-,Serie A,2014/2015
11,Nikola Maksimovic,Torino,M(R),27,2402,-,3,4,-,0.1,86.5,1,3,7.38,2,3.4,1,0.2,3.9,1.1,0.4,-,1,1.9,1.1,-,0.5,0.3,53.9,0.2,3.6,-,Serie A,2014/2015
12,Giorgio Chiellini,Juventus,D(C),27(1),2447,-,1,7,-,0.7,87.3,2.3,2,7.37,2.1,2.6,1.3,0.4,5.1,0.3,0.9,-,0.4,0.3,1.4,-,0.2,0.2,64.3,-,4.1,0.1,Serie A,2014/2015
13,Paulo Dybala,Palermo,FW,34,2965,13,10,3,-,3.4,81.6,0.4,4,7.37,0.7,0.5,0.9,-,0.1,0.5,-,-,1.7,2.7,2.7,0.6,2.5,3.5,32.2,1.2,1.3,0.1,Serie A,2014/2015
14,Claudio Marchisio,Juventus,M(C),33(2),2866,3,6,9,-,1.5,86.1,0.5,3,7.37,2.4,2.1,1.4,-,1.2,1.3,0.2,-,1.4,0.8,0.7,-,0.8,0.5,61.3,0.7,4.7,0.1,Serie A,2014/2015
15,Allan,Udinese,DMC,33(2),3005,1,5,8,-,0.5,80.4,0.5,3,7.36,4.6,1.5,1.5,-,1.3,2.1,0.4,-,1.1,2.2,2.3,-,1.9,1.3,42,0.2,3.2,0.1,Serie A,2014/2015
16,Stefan de Vrij,Lazio,D(C),29(1),2534,-,-,3,1,0.4,83,1.8,1,7.35,1.9,3.4,1,0.9,6,0.5,0.5,-,0.3,0.6,0.2,-,0.2,0.2,40.1,-,4.2,-,Serie A,2014/2015
17,Eugenio Lamanna,Genoa,GK,6(2),637,-,-,-,-,-,60,0.1,-,7.34,-,0.1,-,-,0.9,0.1,-,-,0.1,-,0.1,-,-,-,18.8,-,5.6,-,Serie A,2014/2015
18,Arturo Vidal,Juventus,M(CR),23(5),2088,7,4,7,-,1.9,84.6,1.3,6,7.34,3.1,1.6,1.5,-,0.8,1.7,0.1,-,1.3,0.3,1.4,0.1,1.2,0.9,49.5,0.4,2.6,0.1,Serie A,2014/2015
19,Simone Missiroli,Sassuolo,M(C),30(3),2654,4,4,5,1,0.5,76.4,2.4,4,7.33,2.4,2.8,1.3,0.1,2.5,1.6,0.2,-,1.2,1.1,1.8,-,0.5,1.1,36.8,0.2,1.8,0.2,Serie A,2014/2015
20,Molla Wagué,Udinese,D(C),10,893,2,-,4,-,0.5,78.4,4.4,1,7.33,3.3,2.3,1.9,0.2,6.5,0.2,0.8,-,0.1,-,1.1,0.1,0.4,0.3,32.8,-,1.8,-,Serie A,2014/2015
21,Domenico Berardi,Sassuolo,FW,32,2682,15,10,13,1,3,72.5,0.5,2,7.31,1.7,1,1.8,-,0.5,1.3,0.1,-,1.5,1.2,3.3,0.4,1.8,2.3,33,1.1,1.9,0.1,Serie A,2014/2015
22,Marco Parolo,Lazio,M(C),34,2999,10,2,9,1,1.9,79.6,2.2,1,7.29,2.9,1.6,1.9,-,1.7,1.3,0.4,-,0.9,0.4,0.9,0.1,1,1.1,46.3,0.2,2.6,-,Serie A,2014/2015
23,Jérémy Ménez,AC Milan,FW,31(2),2703,16,4,3,1,2.4,82.8,0.6,7,7.29,1.2,0.7,1.6,-,0.2,0.5,0.1,-,1.4,2.2,2.5,0.5,2.5,1.7,36.8,0.4,2.8,0.1,Serie A,2014/2015
24,Antonio Candreva,Lazio,M(CLR),31(3),2654,10,9,6,-,3.4,82.6,0.1,6,7.27,0.6,0.6,0.6,-,0.1,0.5,-,-,1.7,1.6,1.4,0.6,1.7,1.6,33.3,1.5,2.1,0.1,Serie A,2014/2015
25,José Holebas,Roma,M(L),23(1),2054,1,1,5,-,0.8,82.8,1.4,1,7.27,2.5,2.4,1.1,0.3,3,0.7,0.3,-,0.8,1.5,0.8,0.3,0.5,0.6,43.3,0.5,1.5,-,Serie A,2014/2015
26,Hernanes,Inter,M(C),17(9),1628,5,4,6,-,2.5,83.5,1,4,7.26,1.2,1,1,-,0.4,0.6,0.2,-,1.9,1.6,1.3,0.1,1.2,1.4,30.6,1,0.9,0.3,Serie A,2014/2015
27,Daniele Gastaldello,Sampdoria,D(C),13(1),1187,2,-,3,-,0.4,87.6,2.4,1,7.25,1.4,2.6,1,0.5,6.1,0.4,0.7,-,0.1,0.1,1.5,0.1,0.2,0.1,38,-,4.7,-,Serie A,2014/2015
28,Davide Santon,Inter,D(LR),7(2),715,-,-,-,-,0.9,90.6,1.9,-,7.25,1.2,2.1,0.7,0.1,2.4,1.6,0.2,-,1.2,1.4,1.2,-,0.6,0.9,51,0.9,1.9,-,Serie A,2014/2015
29,Manolo Gabbiadini,Sampdoria,FW,11(2),979,7,2,4,-,3.8,74,0.5,1,7.22,0.8,0.2,1.1,-,0.4,0.5,0.2,-,1.2,0.3,1.5,0.5,0.8,1,22.2,1.1,0.5,-,Serie A,2014/2015
