,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Lionel Messi,PSG,FW,13,1132,7,10,-,-,4.3,83.4,-,7,8.65,0.8,-,0.2,-,-,0.5,-,-,2.6,3.6,1.4,0.2,2.4,1.5,59.9,0.8,2.9,1.3,Ligue 1,2022/2023
1,Armand Laurienté,Lorient,FW,3,269,1,-,-,-,4.7,82,0.3,3,8.61,2.7,1.3,0.7,-,-,1.3,0.3,-,3,4.7,1.7,0.3,1.3,1.3,29.7,-,1.7,0.7,Ligue 1,2022/2023
2,Neymar,PSG,FW,12(2),1085,11,9,3,-,2.4,82.6,0.1,2,7.96,1.1,0.1,1.1,-,-,0.7,0.1,-,2.7,1.8,3.3,0.2,1.6,2.1,59.9,0.7,1.9,0.6,Ligue 1,2022/2023
3,Kylian Mbappé,PSG,FW,13(1),1146,12,2,2,-,4.3,84,0.4,1,7.87,0.3,0.2,0.6,-,0.2,0.4,-,-,1.9,1.9,0.7,1.4,1.3,2.4,34.7,0.4,0.3,0.1,Ligue 1,2022/2023
4,Martin Terrier,Rennes,FW,14,1204,8,3,-,-,3,76.4,4,7,7.76,1.6,0.9,0.9,-,0.4,0.8,0.1,-,1.7,0.6,1.6,0.3,0.8,1.8,37,0.2,1.4,0.2,Ligue 1,2022/2023
5,Rémy Cabella,Lille,FW,8(1),724,3,5,-,-,1.2,86.4,0.2,1,7.65,1.9,0.6,0.9,-,0.4,0.4,0.2,-,3.1,0.7,1.3,0.1,0.8,1.1,57.3,1.2,1.7,0.3,Ligue 1,2022/2023
6,Sofiane Diop,Monaco,AM(CLR),1,66,1,-,-,-,2,69.2,2,-,7.56,-,1,-,-,-,-,-,-,3,1,2,1,3,3,26,2,-,-,Ligue 1,2022/2023
7,Alexandre Lacazette,Lyon,FW,15,1303,9,3,2,-,3.1,73.1,0.7,2,7.44,1.5,0.6,1.7,-,0.2,0.9,-,-,1.7,1.1,1.4,0.4,1.3,1.7,25.5,0.2,0.7,0.1,Ligue 1,2022/2023
8,Enzo Le Fée,Lorient,M(CLR),15,1334,2,3,1,-,1.3,84.8,0.4,3,7.42,3.2,0.9,1.2,-,0.9,2.2,0.1,-,2.7,1.8,1.9,0.1,1.6,2.2,55.7,1.1,3.5,0.3,Ligue 1,2022/2023
9,Dango Ouattara,Lorient,AM(LR),14,1197,5,4,1,1,2.7,65.9,1.9,2,7.40,2,1.1,0.9,-,1,0.6,0.4,-,1.1,1.3,2.4,0.1,1.4,2.1,22.4,0.1,0.5,0.1,Ligue 1,2022/2023
10,Florian Sotoca,Lens,FW,14(1),1239,6,5,3,-,2.8,81,1.3,3,7.40,1,1.2,1.2,-,0.7,0.5,0.1,-,2,0.4,1.1,0.1,0.9,1.5,39.3,0.6,2.5,0.4,Ligue 1,2022/2023
11,Youcef Belaïli,AC Ajaccio,AM(L),4(1),324,3,2,-,-,2.6,75.4,0.4,1,7.38,1.8,0.2,1.6,-,0.4,0.6,0.2,-,1.8,2,1.4,0.4,0.8,2.4,26,1.6,1.2,-,Ligue 1,2022/2023
12,Benjamin André,Lille,M(CLR),14,1218,1,1,4,-,0.9,84.8,3.5,2,7.34,4.3,1.4,1.9,0.2,2,1.9,0.4,-,0.6,0.6,1.1,0.1,1.4,1.1,58.4,-,3.8,0.2,Ligue 1,2022/2023
13,Jonathan David,Lille,FW,15,1331,9,3,3,-,3.3,83.9,0.3,3,7.33,0.7,0.3,0.8,0.1,0.5,0.3,0.1,-,1.4,0.9,1.7,0.6,1.3,2.5,22.4,0.1,0.5,0.1,Ligue 1,2022/2023
14,Lucas Paquetá,Lyon,FW,2,161,-,-,-,-,2.5,87.1,2,-,7.32,2.5,0.5,1,-,1.5,1,-,-,1.5,0.5,1.5,-,0.5,1,62,0.5,5,1.5,Ligue 1,2022/2023
15,Amine Gouiri,Rennes,FW,10,794,6,1,1,-,2.4,80.5,0.9,-,7.32,1,0.3,1.5,-,0.4,0.6,-,-,1.5,0.8,0.4,0.5,1.3,2.1,21,0.5,0.9,0.1,Ligue 1,2022/2023
16,Marco Verratti,PSG,M(C),14,1060,-,-,5,-,0.2,94,0.2,-,7.21,3.4,1,1,-,0.2,1.5,0.4,-,0.4,1.2,1.4,-,1.1,0.9,86.4,-,3.4,0.2,Ligue 1,2022/2023
17,Joaquín Blázquez,Brest,Goalkeeper,1,90,-,-,-,-,-,69.2,-,-,7.19,-,-,-,-,2,-,-,-,-,-,-,-,-,-,26,-,8,-,Ligue 1,2022/2023
18,Ante Palaversa,Troyes,DMC,0(1),9,1,-,-,-,1,100,-,-,7.16,1,1,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,Ligue 1,2022/2023
19,Gianluigi Donnarumma,PSG,GK,15,1350,-,-,1,-,-,86.8,0.2,2,7.15,-,-,-,-,0.7,-,-,-,-,-,0.1,-,-,-,21.2,-,2.1,-,Ligue 1,2022/2023
20,Nabil Bentaleb,Angers,M(C),12,1074,2,1,-,-,1.1,82.3,1.3,3,7.14,3.3,2,1.3,0.1,0.9,0.7,0.3,-,1,1.5,1.9,-,0.8,0.8,58.8,0.7,4.8,0.1,Ligue 1,2022/2023
21,Baptiste Santamaría,Rennes,DMC,7,552,1,-,2,-,1,88.3,2.9,1,7.13,3,0.9,1.3,-,0.6,0.7,0.3,-,0.9,0.4,0.9,-,1,1.9,66.1,0.1,6.3,-,Ligue 1,2022/2023
22,Branco van den Boomen,Toulouse,DMC,15,1330,1,4,2,-,1.8,82.6,0.2,-,7.12,2.1,0.3,1,0.1,0.9,1.3,0.1,-,3,0.3,0.3,0.1,0.5,0.8,54.1,2.7,8.5,0.2,Ligue 1,2022/2023
23,Andrei Girotto,Nantes,DMC,14,1245,-,1,3,-,0.7,84.4,2.1,1,7.12,3.6,2.9,1.6,0.2,5.5,1.6,0.6,-,0.4,0.1,1.1,-,0.1,0.6,46.8,0.1,3.9,-,Ligue 1,2022/2023
24,Yehvann Diouf,Reims,GK,8,720,-,-,2,-,-,62.9,0.5,2,7.11,-,-,-,-,0.9,-,-,-,0.1,-,0.6,-,-,0.3,24.3,-,5.8,-,Ligue 1,2022/2023
25,Breel Embolo,Monaco,FW,13(2),1094,7,2,2,-,1.6,68,1.1,1,7.10,0.5,0.3,1.6,0.1,0.6,0.3,0.1,-,1.3,1.2,2.3,0.4,1.5,2.6,16.5,-,0.3,0.1,Ligue 1,2022/2023
26,Ghjuvanni Quilichini,AC Ajaccio,Goalkeeper,0(1),81,-,-,-,-,-,37.5,-,-,7.10,-,-,-,-,1,-,-,-,-,-,-,-,-,-,32,-,8,-,Ligue 1,2022/2023
27,Achraf Hakimi,PSG,M(R),12(2),1076,3,1,3,-,0.6,89.2,0.3,-,7.09,2.1,0.2,0.9,0.1,0.3,0.9,0.1,-,1.3,0.6,0.5,0.1,1,0.7,41.9,0.6,0.2,-,Ligue 1,2022/2023
28,Terem Moffi,Lorient,FW,13(1),1043,10,-,1,-,1.9,74.7,0.9,1,7.09,0.6,0.1,0.8,-,0.4,-,0.1,-,0.5,1.4,1.1,0.2,0.9,2.4,12.1,-,0.1,-,Ligue 1,2022/2023
29,Romain Del Castillo,Brest,FW,6(3),517,4,2,2,-,1.7,71.9,0.2,2,7.09,1.9,0.3,0.8,-,0.2,0.6,0.1,-,1.1,1.2,0.9,-,1.3,1.8,22.1,1.3,1.2,-,Ligue 1,2022/2023
30,Seko Fofana,Lens,M(C),12(1),1116,3,2,-,-,2.3,90.7,0.5,2,7.08,0.8,0.8,0.6,-,0.3,0.8,0.2,-,1.2,1.4,1,-,1.6,1.6,50.4,0.4,2.5,0.1,Ligue 1,2022/2023
31,Adam Ounas,Lille,FW,7(3),665,1,1,1,-,1.9,80.2,0.4,-,7.08,0.9,0.3,1.1,0.1,0.2,0.4,-,-,1.8,2.5,2.1,0.2,2,1.9,26.8,0.8,1.7,0.2,Ligue 1,2022/2023
32,Nuno Mendes,PSG,M(L),8(4),753,1,3,1,-,0.4,85.9,0.4,-,7.08,1.8,0.8,0.8,0.2,0.6,0.4,0.2,-,1.2,0.9,0.8,0.2,0.9,1.3,31.9,0.2,0.6,0.2,Ligue 1,2022/2023
33,Pau López,Marseille,GK,12,1080,-,1,1,-,-,75.4,0.2,-,7.07,-,-,-,-,0.3,0.1,-,-,0.1,-,0.2,-,-,-,31.2,-,6.3,-,Ligue 1,2022/2023
34,Nathan Ngoumou,Toulouse,Midfielder,1,90,-,-,-,-,-,82.1,1,-,7.06,3,2,-,-,-,-,-,-,1,1,-,-,2,-,28,1,-,-,Ligue 1,2022/2023
35,Florian Tardieu,Troyes,M(C),10(1),880,3,-,2,-,1,90.5,0.6,-,7.05,2.5,2.1,1,-,0.8,1.3,0.3,-,1.5,0.5,1.6,-,1,1,57.4,1.1,4.5,-,Ligue 1,2022/2023
36,Vito Mannone,Lorient,GK,1(1),167,-,-,-,-,-,56.4,-,-,7.05,-,-,-,-,2,-,-,-,-,-,-,-,-,-,27.5,-,3.5,-,Ligue 1,2022/2023
37,Aleksandr Golovin,Monaco,M(CLR),11(3),969,3,3,1,-,1.9,75.3,0.4,2,7.04,1.6,0.9,0.9,-,0.2,1.3,-,-,1.6,0.6,0.8,0.3,0.9,1.2,26.1,0.8,1.1,0.1,Ligue 1,2022/2023
38,Jonathan Clauss,Marseille,M(R),14,1112,1,5,-,-,1.4,76.3,0.2,2,7.03,1.5,0.9,0.8,0.1,1.4,0.4,-,-,1.6,0.6,0.4,0.2,0.4,0.9,33.7,1,0.9,-,Ligue 1,2022/2023
39,Téji Savanier,Montpellier,M(C),12,1024,4,1,2,1,2.1,77.7,0.5,2,7.03,1.8,0.9,1.4,-,0.4,0.8,0.2,-,2,1.8,3,-,1.8,1.9,51.2,1.8,4.8,0.2,Ligue 1,2022/2023
40,Mama Baldé,Troyes,FW,14(1),1212,7,3,2,1,2.9,70.6,1.3,3,7.02,1.5,0.3,1.2,-,0.3,0.1,0.1,-,0.8,1.4,1.1,0.9,1.9,2.9,15.4,0.1,0.4,-,Ligue 1,2022/2023
41,Benjamin Bourigeaud,Rennes,M(CLR),15,1190,2,4,-,-,1.5,78.6,0.1,1,7.02,0.6,0.9,0.9,-,0.7,1.1,-,-,2.8,0.2,0.4,-,0.6,1.1,42.3,1.9,2.1,0.1,Ligue 1,2022/2023
42,Rasmus Nicolaisen,Toulouse,D(C),14,1197,-,2,2,1,0.4,82.4,4,1,7.01,1.9,2.1,0.8,0.4,5.2,0.4,1.1,-,0.1,0.1,1,0.1,-,0.3,45,-,2.9,-,Ligue 1,2022/2023
43,Caio Henrique,Monaco,M(CL),12(1),1086,1,5,2,-,0.5,78.5,0.1,1,7.00,1.5,0.8,0.5,0.3,1.3,1,0.3,1,1.8,0.5,0.8,-,0.3,0.7,40.8,0.9,1.8,-,Ligue 1,2022/2023
44,Nicolás Tagliafico,Lyon,M(L),15,1329,1,2,2,-,0.7,88.1,1,1,6.99,3.3,1.9,1.1,0.1,1,0.5,0.3,-,0.8,0.5,1.9,0.1,0.7,1.5,47.6,0.3,1.1,-,Ligue 1,2022/2023
45,Axel Disasi,Monaco,D(C),15,1350,1,3,2,-,0.7,82.5,2.3,1,6.99,1.3,2.2,1,0.6,3,0.4,0.9,-,0.3,0.3,0.3,-,0.3,0.4,48.3,0.2,3.3,-,Ligue 1,2022/2023
46,Jean-Ricner Bellegarde,Strasbourg,M(CLR),15,1300,1,3,3,-,1.1,80.7,0.5,3,6.99,1.5,1.2,1,0.1,0.7,0.5,0.1,-,1.7,1.8,2.5,-,1.5,2.1,41.7,2,1.8,0.1,Ligue 1,2022/2023
47,Kevin Danso,Lens,D(C),15,1350,1,1,3,-,0.6,88.9,2.5,2,6.98,1,0.9,1.1,0.6,3.6,0.5,0.8,-,0.3,0.4,1.9,0.1,0.4,0.5,62.2,-,2.7,0.1,Ligue 1,2022/2023
48,Jonathan Bamba,Lille,FW,14(1),1256,4,3,3,-,2,82.6,0.9,-,6.97,0.9,0.8,1.3,-,0.2,0.6,-,-,1.6,0.7,1.9,0.1,2,1.6,37.9,0.5,0.9,0.3,Ligue 1,2022/2023
49,Gaëtan Laborde,Nice,FW,8(2),735,3,-,-,-,1.8,70.1,1.7,1,6.97,1.1,0.3,0.5,-,0.7,0.3,0.1,-,1.3,0.7,0.9,0.4,1,1.6,18.7,0.2,0.4,0.1,Ligue 1,2022/2023
50,Alexis Flips,Reims,M(CR),8(3),645,1,2,1,1,1.4,69.6,0.5,1,6.97,1.5,1.3,0.4,0.2,0.8,1.1,0.2,-,1.5,0.4,0.6,-,0.4,1,23.6,1.5,1.8,0.1,Ligue 1,2022/2023
