,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Jean-Louis Leca,Valenciennes,GK,1,90,-,-,-,-,-,60,-,-,8.18,-,-,-,-,1,-,-,-,-,-,-,-,-,-,30,-,17,-,Ligue 1,2009/2010
1,Anthony Mounier,Lyon,AM(CLR),1,90,-,1,-,-,-,71.1,1,-,7.96,3,2,2,-,2,-,-,-,1,2,-,1,2,-,38,1,4,-,Ligue 1,2009/2010
2,Nenê,Monaco,FW,34,2997,14,4,5,-,4,66.7,-,8,7.73,1.9,1.7,1.2,-,0.4,1,-,-,2.4,2.1,4.8,0.4,3,-,30.1,1.9,1.4,0.1,Ligue 1,2009/2010
3,Fabio Grosso,Lyon,D(CL),1,90,-,-,1,-,-,73.9,-,-,7.68,3,2,2,1,3,1,1,-,-,-,1,-,-,-,69,-,7,-,Ligue 1,2009/2010
4,Florian Bague,Boulogne,Goalkeeper,1,90,-,-,1,-,-,58.8,-,-,7.67,-,-,1,-,4,-,-,-,-,-,-,-,-,-,34,-,15,-,Ligue 1,2009/2010
5,Laurent Koscielny,Lorient,D(C),35,3118,3,-,3,-,0.3,74.9,1.8,4,7.57,2.3,4.5,1,1.5,9.4,0.5,0.9,1,0.3,0.1,1,0.1,0.3,-,27.1,-,2.1,0.1,Ligue 1,2009/2010
6,Benoit Pedretti,Auxerre,M(C),36,3220,4,4,8,-,1,77.9,0.6,6,7.53,2.9,2.6,1.9,-,1.7,1.3,0.2,-,2.3,0.5,2,-,1.5,-,61.4,2.5,7.5,0.2,Ligue 1,2009/2010
7,Mamadou Niang,Marseille,FW,29(3),2494,18,6,7,-,3.2,76.4,1,4,7.50,0.8,0.6,1.3,-,0.1,0.3,-,-,1,1.2,3.4,0.6,2,-,20.1,0.2,0.3,0.1,Ligue 1,2009/2010
8,Yohan Cabaye,Lille,M(C),30(2),2557,13,7,4,1,3.2,76.5,0.3,6,7.50,2.6,2.3,1.6,-,1,1.1,0.1,-,2,0.3,1.1,0.1,0.9,-,39.8,1.4,4.3,0.2,Ligue 1,2009/2010
9,Yoann Gourcuff,Bordeaux,M(CL),26(3),2269,6,7,3,-,2.9,81.5,0.4,5,7.49,1.4,1.5,1.3,-,0.5,0.5,0.2,-,2.3,1,1.9,-,2.1,-,48.4,1.8,4.2,0.6,Ligue 1,2009/2010
10,Cris,Lyon,D(C),34,3060,4,1,7,-,0.6,82,2,5,7.47,2.2,4.1,1.1,0.6,8.7,0.4,0.6,-,0.1,0.2,0.6,0.1,0.2,-,37.3,0.1,3.8,-,Ligue 1,2009/2010
11,Abdoulaye Diallo,Rennes,GK,1,90,-,-,-,-,-,34.3,-,-,7.43,-,-,-,-,-,-,-,-,-,-,1,-,-,-,35,-,10,-,Ligue 1,2009/2010
12,Wendel,Bordeaux,M(CL),25(6),2205,11,6,3,-,3,81.6,1.1,3,7.42,1.4,1.6,1.1,-,0.9,0.5,0.2,-,1.5,0.3,2.5,0.2,0.9,-,32,1.3,0.8,-,Ligue 1,2009/2010
13,Hamdi Kasraoui,Lens,GK,6,540,-,-,-,-,-,50,-,1,7.39,0.2,-,-,-,1.8,0.2,-,-,0.2,-,0.3,-,-,-,24,-,8.2,-,Ligue 1,2009/2010
14,Gervinho,Lille,FW,28(4),2472,13,4,4,-,1.8,80.6,0.1,3,7.39,0.6,0.8,0.8,-,0.2,0.4,-,-,1.1,2.1,0.9,0.8,1.6,-,21.5,0.1,0.2,-,Ligue 1,2009/2010
15,Serge Aurier,Lens,M(R),5,450,-,-,1,-,0.2,66.1,2.2,-,7.36,5.4,2.6,2,0.6,5,1,0.2,-,0.2,0.2,1,-,0.8,-,34.2,0.4,2.8,-,Ligue 1,2009/2010
16,Lionel Letizi,Nice,Goalkeeper,1(1),145,-,-,-,-,-,56.8,-,1,7.35,-,-,-,-,0.5,-,-,-,-,-,0.5,-,-,-,18.5,-,9.5,-,Ligue 1,2009/2010
17,Souleymane Diawara,Marseille,D(C),37,3330,4,1,6,-,0.6,82.8,1.9,1,7.34,2,2.2,1.1,0.9,8.6,0.6,0.8,-,0.1,0.3,0.8,-,0.3,-,41.7,-,3.4,-,Ligue 1,2009/2010
18,Mathieu Debuchy,Lille,M(R),30(1),2674,1,1,3,1,0.7,69.9,1.9,-,7.34,3.1,2.7,2.9,0.3,3.6,0.9,0.1,-,0.8,0.5,1.6,0.1,0.6,-,29.9,0.7,1,-,Ligue 1,2009/2010
