,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
19,Javi Flores,Elche,Midfielder,1,75,-,-,-,-,3,78.8,-,-,7.48,-,2,-,-,-,-,1,-,2,6,3,-,1,-,33,1,2,-,LaLiga,2013/2014
20,Sergio Ramos,Real Madrid,D(CR),32,2759,4,1,10,2,1.3,88.8,4.3,6,7.47,2.3,2.3,1.7,0.6,4.4,0.3,0.5,-,0.3,0.2,1.6,0.2,0.1,0.2,61.7,-,8.3,0.1,LaLiga,2013/2014
22,Carles Puyol,Barcelona,D(C),5,429,1,-,-,-,0.2,92.3,2.6,-,7.46,0.8,2.4,0.2,-,6,-,0.2,-,0.2,-,0.8,-,0.4,-,44.2,-,1.2,-,LaLiga,2013/2014
23,Ángel Di María,Real Madrid,FW,27(7),2384,4,17,6,-,1.8,82.1,-,1,7.46,1.3,0.6,0.7,-,0.1,1.2,0.1,-,2.6,1.4,0.9,-,0.8,1.2,40,2.1,3.3,0.2,LaLiga,2013/2014
24,Diego Godín,Atletico,D(C),34,3060,4,1,11,-,0.5,78.7,2.9,4,7.44,1.8,2.6,1.4,0.1,7.1,0.4,0.3,-,0.1,0.5,1.1,0.1,0.1,0.1,33.4,0.1,3.6,-,LaLiga,2013/2014
25,Karim Benzema,Real Madrid,FW,34(1),2779,17,9,2,-,2.9,81.9,0.7,1,7.44,0.5,0.1,0.9,-,0.3,0.1,0.1,-,1.8,0.5,0.6,1.1,1.2,1.1,23.4,0.1,0.4,0.3,LaLiga,2013/2014
26,Dani Alves,Barcelona,M(CR),26(1),2388,2,3,6,-,1.1,87.3,1.2,-,7.44,3.1,2,2,0.1,1.4,1.3,-,-,1.3,1.2,1.7,0.4,0.9,0.8,68,1.1,2.1,0.1,LaLiga,2013/2014
27,Felipe Mattioni,Espanyol,D(R),2,180,-,-,1,-,-,78.6,2.5,-,7.44,3,4,2,0.5,4,0.5,1,-,1.5,1,0.5,-,1,0.5,28,1,0.5,-,LaLiga,2013/2014
28,Federico Fazio,Sevilla,D(C),27,2387,2,1,6,-,0.6,76.7,4.2,1,7.43,1.2,3.1,0.9,0.4,7.3,0.5,0.7,-,0.2,0.3,0.3,0.2,-,0.3,37.1,-,4.1,-,LaLiga,2013/2014
29,Carlos Vela,Real Sociedad,FW,35(2),3116,15,12,4,-,2.2,78.9,0.7,5,7.42,0.9,0.3,1.3,-,0.2,0.4,-,-,2.1,2,3.5,0.5,2,1.4,26.1,0.8,1,0.2,LaLiga,2013/2014
30,Pepe,Real Madrid,D(C),30,2700,4,2,9,-,0.6,85.9,2.9,-,7.42,1.5,2.5,0.5,0.5,5.1,0.3,0.8,-,0.3,0.2,0.8,-,0.2,0.3,52.1,0.1,6.7,-,LaLiga,2013/2014
31,Isco,Real Madrid,FW,23(9),2001,8,6,1,-,1.4,88,0.4,4,7.41,1.2,0.6,0.7,-,0.1,0.7,-,-,2.2,2.1,1.4,0.3,1.4,1,43.6,0.9,1.7,0.5,LaLiga,2013/2014
32,Ander Herrera,Athletic Bilbao,M(C),31(2),2577,5,5,7,-,2.1,80.6,1,3,7.40,3,1,1.5,-,0.8,0.8,0.2,-,1.6,1.2,2.6,0.1,1.7,1.4,46.7,0.5,2.2,0.4,LaLiga,2013/2014
33,Diego Costa,Atletico,FW,34(1),2965,27,3,7,-,3.1,75.5,1.4,6,7.40,0.6,0.2,1.8,-,0.5,0.3,0.1,-,1.3,1.7,3.3,1.4,3.6,2.8,22.3,0.3,0.5,0.1,LaLiga,2013/2014
34,Daniel Parejo,Valencia,M(C),28(3),2423,4,5,7,-,1,87.9,0.8,3,7.39,2.2,1,1,-,0.8,0.9,0.1,-,2.1,1.4,2.2,0.1,1.2,0.7,62.5,1.3,5.1,0.2,LaLiga,2013/2014
35,Marc Bartra,Barcelona,DMC,17(3),1590,1,1,3,-,0.4,89.9,2.2,-,7.39,2.7,2.9,0.9,0.2,3.5,0.8,0.6,-,0.3,0.6,0.5,-,0.3,0.4,50.4,-,3.7,-,LaLiga,2013/2014
36,Koke,Atletico,M(CLR),33(3),2818,6,13,5,-,1.1,80.6,0.9,5,7.39,2.7,0.9,1.1,-,1.1,1.9,0.3,-,1.9,0.5,0.8,-,1.7,0.6,43.4,1.6,1.8,0.3,LaLiga,2013/2014
37,Rafinha,Celta Vigo,M(CLR),27(5),2437,4,5,7,-,1,83,0.8,3,7.36,2.3,1.3,0.9,-,0.8,0.8,0.2,-,1.6,2.3,3.4,-,2.3,1.2,36.8,0.6,3,0.1,LaLiga,2013/2014
38,Andrés Iniesta,Barcelona,M(CL),27(8),2487,3,7,-,-,1.2,90.7,0.1,1,7.34,1.4,0.7,0.6,-,0.4,0.3,0.1,-,1.5,2.3,1.8,-,0.5,0.8,62.1,0.1,3.6,0.3,LaLiga,2013/2014
39,Edu Albácar,Elche,D(L),18,1588,3,1,4,-,0.8,69.4,1.6,3,7.34,2.9,2.2,1.2,0.3,5.3,0.9,0.2,-,1.2,0.6,1.1,-,0.3,0.4,48.4,1.7,3.3,-,LaLiga,2013/2014
40,Cesc Fàbregas,Barcelona,FW,28(7),2446,8,12,4,-,1.4,87,0.5,1,7.32,1.3,0.5,1.2,-,0.6,0.7,0.1,-,1.6,0.7,1.1,0.1,0.9,0.9,61.5,0.1,3.7,0.7,LaLiga,2013/2014
41,Aritz Aduriz,Athletic Bilbao,FW,26(5),2410,15,7,6,2,2.6,61.7,5.6,7,7.32,0.5,0.2,1.9,-,0.8,0.2,0.2,-,1,0.7,1.8,0.6,2,1.5,18,0.1,0.2,0.1,LaLiga,2013/2014
42,Luka Modric,Real Madrid,M(C),29(5),2651,1,6,6,-,1.1,89.7,0.4,-,7.31,2.1,1.4,1,-,0.4,0.4,0.3,-,1.5,1.7,1.3,-,0.9,0.6,58.4,0.7,6.1,0.1,LaLiga,2013/2014
43,Javier Manquillo,Atletico,M(R),3,270,-,-,1,-,0.3,72.6,3.7,-,7.30,4.7,1,1.3,-,5,-,0.7,-,0.3,1.3,0.7,-,1.3,0.7,31.7,0.3,1,-,LaLiga,2013/2014
44,Gurpegi,Athletic Bilbao,M(C),27,2386,2,-,8,-,0.3,82.9,2.7,1,7.28,2.9,3.1,1,1.1,6.2,1.1,0.3,-,0.1,-,0.5,-,0.1,0.1,45.9,0.1,4.3,-,LaLiga,2013/2014
45,Marcelo,Real Madrid,M(L),24(4),2176,1,6,3,-,1,85,0.6,-,7.28,2.5,1.3,0.7,0.1,1.5,0.5,0.1,-,1.6,1.3,0.8,0.3,0.6,0.8,45.8,0.9,2,0.1,LaLiga,2013/2014
46,Adriano,Barcelona,M(L),24(2),2119,3,1,8,-,1.3,89.4,1.6,2,7.26,1.8,2.2,1.5,0.2,2.2,0.3,0.1,-,0.8,0.8,0.7,0.1,0.5,0.8,52.1,0.5,2.9,-,LaLiga,2013/2014
47,Filipe Luís,Atletico,D(L),32,2879,-,2,6,1,0.4,80.2,0.7,-,7.25,4.1,1.6,1,0.1,1.8,0.6,0.3,1,0.8,0.8,0.6,0.2,0.8,0.8,40.1,0.6,1.4,-,LaLiga,2013/2014
48,Keylor Navas,Levante,GK,37,3250,-,-,3,1,-,43.3,0.7,4,7.24,0.1,0.1,0.1,-,1.1,-,-,-,0.1,-,0.4,-,-,-,30.9,-,9,-,LaLiga,2013/2014
49,Javi Jiménez,Levante,Goalkeeper,1(1),168,-,-,-,-,-,58.9,0.5,-,7.24,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,28,-,11.5,-,LaLiga,2013/2014
50,Joseba Zaldúa,Real Sociedad,D(R),10,890,-,-,2,-,0.2,72.3,2.7,-,7.24,2.3,2.6,1.6,0.4,3.8,0.6,0.1,-,1.3,0.4,2.2,-,0.2,0.3,31.4,0.6,1,-,LaLiga,2013/2014
51,Asier Riesgo,Osasuna,GK,1(1),119,-,-,-,-,-,62.8,0.5,-,7.23,-,-,-,-,1,-,-,-,-,-,-,-,-,-,21.5,-,9,-,LaLiga,2013/2014
52,Iker Muniain,Athletic Bilbao,AM(CLR),32(3),2730,7,3,6,-,1.5,82.7,0.3,1,7.23,2,0.5,0.8,-,0.2,0.7,-,-,0.9,2.7,2.4,-,2.1,1.4,34.2,0.4,1.8,0.1,LaLiga,2013/2014
53,Antoine Griezmann,Real Sociedad,FW,31(4),2666,16,3,5,-,3.2,77.3,1.2,4,7.22,1.5,0.9,1,-,1,0.4,-,-,1,0.6,0.7,0.5,0.6,1.1,26.7,0.5,0.7,0.1,LaLiga,2013/2014
54,Sergio Busquets,Barcelona,DMC,30(2),2656,1,1,11,-,0.3,92.5,1.7,-,7.21,2.5,1.7,0.8,0.1,1.4,1.2,0.2,-,0.6,0.8,1.6,0.1,0.5,0.4,75.4,-,4.4,-,LaLiga,2013/2014
55,Daniel Carvajal,Real Madrid,D(R),25(6),2236,2,2,5,-,0.2,86.7,1.2,1,7.21,2.4,2,1.5,0.1,1.5,0.5,0.3,-,1.1,0.7,0.9,0.1,0.3,0.7,39.9,0.8,1.4,-,LaLiga,2013/2014
56,Antonio Amaya,Real Betis,D(C),22(2),2027,1,1,9,1,1,72.3,4.3,4,7.21,2,2.8,1.6,1.5,7.4,0.7,0.7,-,0.5,0.1,0.3,-,0.2,0.3,27.8,0.1,3,-,LaLiga,2013/2014
57,Jonathan Viera,Valencia,FW,1,79,-,-,-,-,1,84.2,-,-,7.21,-,1,-,-,2,-,-,-,-,5,-,1,1,-,38,-,-,-,LaLiga,2013/2014
58,Cote,Real Sociedad,D(L),22,1911,1,5,5,-,0.5,78.7,0.6,3,7.21,2.3,1.2,0.7,0.4,3.3,0.9,0.1,-,0.8,1.7,1.2,-,0.5,0.7,36.3,1,2.8,-,LaLiga,2013/2014
59,Stéphane Mbia,Sevilla,M(C),18(1),1508,3,4,5,1,1,83.4,1.9,-,7.20,1.7,1.8,2.3,-,1.6,0.6,0.5,-,0.7,0.8,1.2,0.1,0.7,0.3,32.7,0.1,2.4,-,LaLiga,2013/2014
60,Aymeric Laporte,Athletic Bilbao,D(CL),33(2),2948,2,-,4,1,0.8,81.9,2.5,1,7.20,2,2.3,1.2,0.7,4.9,0.6,0.4,-,0.3,0.7,0.9,-,0.5,0.3,47.9,0.1,5.3,-,LaLiga,2013/2014
61,Mesut Özil,Real Madrid,M(CLR),2,134,-,-,-,-,0.5,83.3,-,-,7.18,-,-,-,-,-,0.5,-,-,5,2,-,-,0.5,0.5,36,2.5,0.5,-,LaLiga,2013/2014
62,Víctor Sánchez,Espanyol,M(CL),32(1),2886,4,1,11,2,0.9,76,1.6,1,7.17,4.7,2.7,2.1,-,1.8,1.6,0.5,-,0.4,0.3,1.4,-,0.8,0.5,31.5,0.1,1.8,-,LaLiga,2013/2014
63,Ignacio Camacho,Malaga,M(C),27(6),2377,5,1,6,-,0.8,78.3,3.6,3,7.16,2.5,2.2,1.4,0.1,2.7,1.2,0.2,-,0.2,0.2,0.9,-,0.5,0.4,38.1,0.1,3.6,-,LaLiga,2013/2014
64,Daniel Carriço,Sevilla,DMC,22,1939,2,-,8,-,0.8,80.1,2.1,2,7.16,3.6,2.2,2.2,0.3,3,1.1,0.3,-,0.3,0.4,1,-,1,0.5,37.5,-,3.7,-,LaLiga,2013/2014
65,Miranda,Atletico,D(C),32,2880,2,1,5,-,0.4,79.5,2,1,7.15,2.2,1,0.8,0.3,5.3,0.4,0.5,-,0.2,0.1,0.5,0.1,0.2,0.3,28.1,-,4.1,-,LaLiga,2013/2014
66,Vicente Iborra,Sevilla,M(C),25(2),2121,3,2,10,1,0.9,77,3.9,2,7.15,2.4,1.6,2.1,0.1,2.7,1,0.4,-,0.4,0.1,0.9,-,0.3,0.5,35.9,-,2.7,0.2,LaLiga,2013/2014
67,Markel Susaeta,Athletic Bilbao,M(LR),34(4),2978,6,12,1,-,1.2,78.8,0.4,2,7.15,1.7,0.8,0.7,-,0.1,0.9,-,-,2.1,1.1,1.3,0.6,1.6,1.4,27.8,2.2,0.4,-,LaLiga,2013/2014
68,Sergio Escudero,Getafe,M(L),18(1),1440,2,2,10,1,1.2,68.9,1.7,1,7.15,2.9,2.2,1.5,0.4,2.5,0.9,0.5,-,0.5,1.1,0.9,-,0.2,0.3,27.8,0.4,1.8,0.1,LaLiga,2013/2014
69,Javier Mascherano,Barcelona,M(C),27(1),2367,-,-,9,-,0.1,88.9,1.2,-,7.14,2.8,2.9,1.1,0.3,3.4,0.9,0.3,-,0.1,0.1,0.7,-,-,0.1,53.6,-,8.1,-,LaLiga,2013/2014
70,Martín Montoya,Barcelona,M(R),12(1),1122,-,2,-,-,0.6,87.5,2.5,-,7.14,3.2,1.5,0.7,0.1,2.1,1.2,0.2,-,0.3,0.6,0.7,0.1,1.4,0.8,48.2,0.3,1.5,-,LaLiga,2013/2014
71,Bruno Soriano,Villarreal,M(C),35(1),2940,6,2,5,1,0.9,85.5,1.9,3,7.14,2.3,1.8,0.8,-,2.4,0.7,0.4,-,0.6,0.6,0.9,-,0.9,0.6,49.6,-,3.1,0.2,LaLiga,2013/2014
72,Patrick Ebert,Real Valladolid,M(CLR),13,1005,3,5,6,1,2.2,72.6,1.9,-,7.14,1.5,1.5,1.6,-,1.3,1,0.2,-,1.2,0.5,1.2,0.3,1.3,0.8,36.2,1.9,3.1,-,LaLiga,2013/2014
73,Mateo Musacchio,Villarreal,D(C),32,2844,1,1,3,-,0.3,79.3,1.9,2,7.13,2.1,2.9,1,0.5,5.6,0.8,0.3,-,0.2,0.6,0.8,-,0.3,0.3,34.1,-,2.4,-,LaLiga,2013/2014
74,Liassine Cadamuro,Real Sociedad,D(CL),4,360,-,-,-,-,-,84,2.8,1,7.13,3,2,1.5,0.3,6.5,1,0.3,-,1,0.5,0.5,-,0.3,1,46.8,1.3,5.8,-,LaLiga,2013/2014
75,Nolito,Celta Vigo,AM(CL),24(11),2264,12,2,6,-,2.3,71.8,0.4,4,7.13,1.6,0.4,1.5,-,0.4,0.5,-,-,1.4,1.3,1.2,0.6,1.4,1.2,24.4,0.7,1.6,0.1,LaLiga,2013/2014
76,Ander Iturraspe,Athletic Bilbao,M(C),31(2),2707,-,2,8,-,0.4,81.5,3.1,2,7.13,2.1,2,1.1,0.2,2.4,1,0.3,-,0.5,0.5,1.7,-,0.8,0.4,49.1,0.1,5,0.1,LaLiga,2013/2014
77,Pedro,Barcelona,FW,28(9),2367,15,8,3,-,1.9,84.5,0.2,2,7.13,1.1,0.4,0.7,-,0.2,0.1,-,-,1,0.7,1.2,0.5,1,1.1,27.1,0.6,0.5,0.1,LaLiga,2013/2014
78,Fran Vélez,Almeria,DMC,4,257,1,-,-,-,0.3,68.8,2.8,1,7.13,1.3,1.8,0.8,0.5,2.3,0.5,0.3,-,-,0.3,0.5,0.3,0.3,-,24,-,2,-,LaLiga,2013/2014
79,Heinz,Real Valladolid,Defender,1,90,-,-,-,-,-,78.3,1,-,7.12,3,6,2,-,5,3,2,-,-,-,-,-,-,-,46,-,2,-,LaLiga,2013/2014
80,Yacine Brahimi,Granada,M(CLR),33(2),2793,3,4,5,1,1.7,83,0.1,-,7.12,1,0.9,1,-,0.2,0.8,-,-,1.1,4.6,1.5,0.2,2.2,1.4,30.1,0.3,1.5,0.1,LaLiga,2013/2014
81,Sebastián Dubarbier,Almeria,M(L),26(1),2304,1,-,10,1,0.5,67.4,0.9,-,7.11,2.7,3.5,1.6,-,3.4,0.8,0.2,1,0.7,1.7,0.9,-,0.4,0.5,27.9,0.6,1.3,-,LaLiga,2013/2014
82,Gabriel Paulista,Villarreal,D(CR),17(1),1473,-,1,3,-,0.2,83.9,1.8,-,7.11,1.2,3.2,0.6,0.6,5.7,0.3,0.4,-,0.1,0.1,0.3,0.1,-,0.4,25.8,-,4.7,-,LaLiga,2013/2014
83,Alejandro Arribas,Osasuna,D(C),36,3198,1,1,9,1,0.8,78.5,2.7,-,7.10,2.5,2.7,1.1,1,7.4,1,0.9,1,0.2,0.2,1.1,0.1,0.2,0.3,28.9,-,3.4,-,LaLiga,2013/2014
84,Fabián Orellana,Celta Vigo,AM(CLR),22(8),1956,5,6,4,-,1.3,76.5,0.5,1,7.10,1.5,0.7,0.5,-,0.6,0.5,0.1,-,1.5,1.4,0.8,0.2,1.3,1.2,25.9,1.1,1.2,0.2,LaLiga,2013/2014
85,Mikel Balenziaga,Athletic Bilbao,D(L),31,2670,-,-,4,-,0.2,72.1,1,2,7.10,2.9,1.7,1.2,0.3,2.9,0.9,0.2,-,0.6,0.8,0.8,-,0.9,0.6,33.3,0.8,0.7,-,LaLiga,2013/2014
86,Fran Rico,Granada,M(C),28(4),2471,2,5,8,-,0.9,82.6,1.6,2,7.10,2.2,1.7,1.4,-,1.5,1.6,0.1,-,2.1,0.4,0.8,-,0.6,0.6,47.9,1.8,5,0.1,LaLiga,2013/2014
87,Carlos Peña,Real Valladolid,D(CL),37,3327,1,4,5,-,0.4,69.7,2.1,1,7.09,2.5,2.4,1.1,0.2,5.8,0.8,0.3,-,0.9,0.2,0.4,0.1,0.3,0.4,39.8,0.7,2.2,-,LaLiga,2013/2014
88,Jordi Alba,Barcelona,M(L),14(1),1202,-,2,5,1,0.3,89.4,1.1,-,7.08,1.5,1.7,1.2,0.5,2.9,0.6,0.2,-,1.2,0.4,1.1,0.1,0.2,0.6,65,0.5,1.2,-,LaLiga,2013/2014
89,Pape Diop,Levante,M(C),33(1),2764,4,-,8,1,1,70.8,2.1,3,7.08,2.9,1.5,2.4,0.1,1.3,1.5,0.2,-,1,0.4,1.3,-,0.9,0.6,34.2,0.9,2.6,0.1,LaLiga,2013/2014
90,Javi López,Espanyol,DMC,33,2927,-,1,8,1,0.1,67.1,1.9,-,7.08,4.1,2.8,1.5,0.3,2.8,1.1,0.2,-,0.5,0.5,1.3,-,0.4,0.6,23.2,0.4,0.8,-,LaLiga,2013/2014
91,Pablo Piatti,Valencia,M(CLR),13(4),1118,5,3,3,-,1.9,75,0.9,2,7.07,2.2,0.9,1.3,0.1,0.3,0.8,0.1,-,0.9,1,1.9,0.1,1.6,1.3,17.6,0.9,0.4,-,LaLiga,2013/2014
92,Xabi Alonso,Real Madrid,M(C),23(3),2027,-,1,5,-,0.3,88,2,1,7.07,2.4,1.6,1.7,0.1,1.3,1.5,0.3,-,0.8,-,1.3,-,0.5,0.3,65.5,0.3,6.6,0.2,LaLiga,2013/2014
93,Diego Colotto,Espanyol,D(C),30(1),2731,4,1,4,-,0.7,70.1,2.7,1,7.07,1,2.1,0.8,0.7,6.5,0.4,0.6,-,0.1,0.3,0.5,0.1,0.3,0.3,26.5,-,3.6,-,LaLiga,2013/2014
94,Jeremy Mathieu,Valencia,D(CL),32,2824,3,-,6,1,0.5,82.8,1.9,-,7.07,1.8,2.4,0.7,0.6,6.4,0.4,0.7,-,0.3,0.3,0.6,-,0.2,0.2,45.1,0.1,4.7,-,LaLiga,2013/2014
95,Xavi,Barcelona,DMC,26(4),2256,3,2,-,-,1.1,93,0.2,-,7.06,0.9,0.3,0.1,-,0.5,0.3,-,-,1.6,0.4,0.6,-,0.5,0.6,86,1.3,6.4,0.4,LaLiga,2013/2014
96,Juanfran,Atletico,D(R),35,3150,-,4,6,1,0.2,79,0.8,-,7.06,2.1,2,0.8,0.1,1.6,0.7,0.3,1,0.8,0.9,0.9,0.2,0.6,0.7,31.3,0.6,1.5,-,LaLiga,2013/2014
97,Stefan Mitrovic,Real Valladolid,D(C),16,1440,-,-,8,-,0.2,80.4,4.3,1,7.06,1.1,1.9,1.3,0.6,8.9,0.3,0.8,2,0.2,0.6,0.4,0.1,0.1,0.1,36.7,-,3.7,-,LaLiga,2013/2014
98,Antonio Cotán,Sevilla,Midfielder,2,180,-,-,1,-,-,90.3,2,-,7.06,3,1.5,2.5,-,0.5,3,-,-,0.5,2,2.5,-,0.5,-,51.5,0.5,3.5,-,LaLiga,2013/2014
99,Hicham Khaloua,Almeria,Forward,0(1),3,1,-,-,-,1,-,-,-,7.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,LaLiga,2013/2014
100,Oriol Riera,Osasuna,FW,35(2),3022,13,-,5,-,2.1,68.2,5.8,5,7.05,0.6,0.2,1.6,-,1.8,0.2,0.1,-,0.9,0.4,1.8,0.8,1.2,1.8,27.5,0.1,0.6,-,LaLiga,2013/2014
101,Andreu Fontàs,Celta Vigo,DMC,35,3092,-,-,3,1,0.3,82.8,1.9,1,7.05,2.5,2.3,0.9,1,4.7,0.9,0.6,-,0.2,0.4,0.5,-,0.1,0.3,54,-,5.1,-,LaLiga,2013/2014
102,Roberto Fernández,Granada,GK,32,2880,-,-,5,-,-,58.2,0.4,2,7.04,-,0.1,-,-,1.3,0.1,-,-,0.2,-,0.1,-,-,0.2,29.3,-,10.4,-,LaLiga,2013/2014
103,David López,Espanyol,DMC,33,2859,2,1,9,-,1,76.5,3.1,2,7.04,2.5,2.3,1.5,-,1.4,1.1,0.2,-,0.5,0.6,1.2,0.1,1.1,0.5,35.6,0.1,3.2,-,LaLiga,2013/2014
104,Saúl Ñíguez,Rayo Vallecano,M(CLR),34,3009,2,1,12,1,1.6,78.5,3.7,-,7.04,2.8,2.8,2.3,0.5,3.6,1.4,0.5,1,0.2,0.8,0.8,-,0.8,0.8,49.9,0.1,4.6,-,LaLiga,2013/2014
105,Simao Mate,Levante,M(C),30(1),2581,1,-,10,-,0.4,73,3.5,1,7.04,2.2,2.4,1.8,-,2.6,1,0.6,-,0.2,0.2,1.2,0.1,0.5,0.4,27,0.1,1.8,-,LaLiga,2013/2014
106,Mikel San José,Athletic Bilbao,DMC,19(6),1799,5,1,6,-,0.8,77.9,2.2,3,7.04,2.2,2.2,1,1.1,3.6,0.9,0.6,1,0.2,0.1,0.3,-,0.2,0.2,38.8,-,5,-,LaLiga,2013/2014
107,Marc Valiente,Real Valladolid,D(C),27(2),2384,1,1,5,-,0.4,82.3,2.5,1,7.04,2.1,2.4,0.6,0.6,7.3,0.9,0.8,-,0.2,0.1,0.4,-,0.1,0.1,35.6,-,3.9,-,LaLiga,2013/2014
108,Giovani dos Santos,Villarreal,FW,26(4),2205,10,8,2,-,1.9,77.5,0.2,4,7.03,0.5,0.2,0.5,-,0.3,0.1,0.1,-,1.4,0.9,1.3,1.2,1.3,1,18.2,1.1,0.7,0.1,LaLiga,2013/2014
109,Cani,Villarreal,M(CLR),24(1),1993,3,5,3,-,1,72.6,0.4,3,7.03,1.8,1.2,0.4,-,0.8,1.1,0.1,-,1.2,1.4,1.2,0.2,1,0.7,28.6,0.6,1.8,0.1,LaLiga,2013/2014
110,Juanfran,Levante,D(CL),35,3106,-,1,6,1,0.2,65.9,1.4,2,7.03,2.1,3.1,0.7,0.5,3.7,0.7,0.7,-,0.5,0.5,1.4,-,0.4,0.5,26,0.2,2.2,-,LaLiga,2013/2014
111,Sergio Sánchez,Malaga,D(CR),26(1),2330,-,1,11,1,0.4,81.4,1.7,-,7.03,1.6,3.2,1.3,1.2,6,0.5,0.4,-,0.1,0.1,0.7,0.2,0.1,0.2,30.4,-,3.7,-,LaLiga,2013/2014
112,Charles,Celta Vigo,FW,29(1),2349,12,3,4,1,2.2,69.8,2.8,3,7.02,0.4,0.3,1.7,-,0.7,0.3,0.2,-,1.1,0.3,2,0.6,1.3,1.2,20,-,0.5,0.1,LaLiga,2013/2014
113,Jordi Figueras,Real Betis,D(C),20(5),2003,1,-,5,-,0.4,72.6,1.9,3,7.02,2,3.9,1.2,1.1,7.2,0.7,0.8,2,0.2,0.1,0.5,-,0.2,0.2,33.7,-,3.3,-,LaLiga,2013/2014
114,Adil Rami,Valencia,D(C),3,270,-,-,1,-,1,84.6,3.7,1,7.02,0.7,2.7,1.3,0.7,7.7,1,1.3,-,-,0.7,0.7,-,0.3,0.3,52,0.3,7,-,LaLiga,2013/2014
115,Coke,Sevilla,M(R),23(2),2081,3,1,7,-,0.8,77.3,1.9,2,7.01,2.8,2,1.9,0.2,1.9,1.6,0.4,-,0.3,0.9,0.9,0.2,0.7,0.8,32,0.3,1.8,-,LaLiga,2013/2014
116,Carlos Bacca,Sevilla,FW,27(7),2290,14,5,4,-,1.9,67.5,1.1,3,7.01,0.4,0.3,0.9,-,0.8,0.2,0.1,-,1,0.9,0.6,1.2,1.1,1,14.6,-,0.1,0.1,LaLiga,2013/2014
117,Weligton,Malaga,D(C),15(1),1278,1,-,6,-,0.1,81.1,2.9,2,7.01,1.9,2.3,1.7,0.6,5.4,0.7,0.4,-,0.1,0.1,1.1,0.1,0.1,0.3,31.8,-,2.8,-,LaLiga,2013/2014
118,Jordan Lotiès,Osasuna,DMC,30,2637,-,-,5,1,0.4,79.8,1.7,1,7.01,2,2.3,1,1.6,6.4,0.3,0.9,-,0.1,0.3,0.3,-,0.2,0.1,30.9,-,3.9,-,LaLiga,2013/2014
