,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Lionel Messi,Barcelona,FW,31(2),2730,26,16,3,-,4.8,81.9,0.2,13,8.46,0.3,0.2,0.4,-,-,0.2,-,-,2.3,3.5,1.8,0.3,2.2,0.9,55.7,0.4,3.5,1,LaLiga,2015/2016
1,Neymar,Barcelona,FW,34,3057,24,12,6,-,3.6,80.9,0.6,7,8.43,0.8,0.3,1.4,-,-,0.5,-,-,3,4.2,3.8,0.7,2.7,2.3,53.4,1.1,1.9,0.3,LaLiga,2015/2016
2,Gareth Bale,Real Madrid,FW,21(2),1741,19,10,2,-,3.5,79.9,0.9,5,8.12,0.5,0.9,0.6,-,0.3,0.4,0.1,-,2.2,1.8,1.2,0.7,0.8,1.3,30.3,0.8,1.3,0.3,LaLiga,2015/2016
3,Luis Suárez,Barcelona,FW,35,3150,40,16,6,-,3.9,73.1,0.4,8,8.00,0.7,0.2,1.2,-,0.5,0.4,0.1,-,1.6,1.2,1.7,1.7,1.2,2,26.5,0.1,0.7,0.1,LaLiga,2015/2016
4,Cristiano Ronaldo,Real Madrid,FW,36,3185,35,11,3,-,6.3,79.4,1.6,8,7.99,0.3,0.2,0.6,-,0.4,0.3,0.1,-,1.4,1.4,1.1,1.4,1.2,1.2,29.7,0.3,0.3,-,LaLiga,2015/2016
5,Karim Benzema,Real Madrid,FW,26(1),1994,24,7,1,-,3.6,81.5,0.4,3,7.65,0.3,0.1,0.6,-,0.5,0.1,-,-,1.6,0.6,0.8,0.7,1.3,1.3,24.8,-,0.6,0.1,LaLiga,2015/2016
6,Filipe Luís,Atletico,D(L),32,2834,1,4,11,1,0.3,82.5,1.3,3,7.60,3.9,2.7,0.9,-,1.7,0.5,0.2,-,0.9,2.2,0.9,-,0.8,1,51.9,0.7,1.5,-,LaLiga,2015/2016
7,Diego Godín,Atletico,D(C),31,2651,1,1,5,1,0.8,78.4,3,6,7.52,2.3,3.3,1.2,0.1,5.1,0.3,0.3,-,0.2,0.4,1.1,0.1,0.2,0.4,35.7,-,3,-,LaLiga,2015/2016
8,Antoine Griezmann,Atletico,FW,36(2),3058,22,5,5,-,2.4,78.3,1.5,8,7.50,1.5,1,0.8,-,0.8,0.7,0.1,-,1.4,0.8,1,0.4,1.3,1.8,35.7,0.3,1.3,0.1,LaLiga,2015/2016
9,Koke,Atletico,M(CLR),34(1),2973,5,14,4,-,1.2,82,0.7,2,7.49,2.9,1.4,1,-,0.8,1.3,0.1,-,2.2,0.4,1.5,-,1.6,1.3,57.8,1.4,1.9,0.2,LaLiga,2015/2016
