,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Lúcio,Inter,D(C),30(1),2737,1,1,4,1,0.6,82.7,1.1,7,7.76,2.5,4.4,1.3,0.9,9.1,0.7,0.7,-,0.3,1.3,1.2,0.3,0.2,-,32.4,-,3.2,-,Serie A,2009/2010
1,Maicon,Inter,D(R),33,2970,6,11,7,1,1.5,80.9,0.4,3,7.71,2.5,2.4,0.9,0.1,2.6,0.7,0.2,-,1.5,1.8,1.1,0.1,1.3,-,50.8,1.4,4.4,0.5,Serie A,2009/2010
2,David Pizarro,Roma,M(C),31,2748,2,7,6,1,0.9,88,-,4,7.58,2.8,2.3,0.9,0.1,0.7,1.1,0.3,-,3.2,0.8,2.3,-,1.3,-,62.2,2,7.6,0.3,Serie A,2009/2010
3,Antonio Di Natale,Udinese,FW,33(2),3012,29,6,6,-,4.3,71.5,0.1,6,7.58,0.3,0.4,0.3,-,0.1,0.2,-,-,1.5,0.7,0.8,2,1.5,-,28.2,0.5,3.1,0.7,Serie A,2009/2010
4,Francesco Totti,Roma,FW,21(2),1808,14,6,6,-,2.8,73.5,0.1,7,7.58,0.5,0.3,2.3,-,-,0.3,-,-,2.3,0.9,3.3,0.7,2.9,-,31,0.8,1.8,1,Serie A,2009/2010
5,Giorgio Chiellini,Juventus,D(C),32,2880,4,2,3,-,1,78.3,1.8,5,7.58,2.5,3,1.1,1.3,9.3,0.7,0.7,-,0.4,0.4,1.7,0.1,0.4,-,38.5,0.2,2.9,-,Serie A,2009/2010
6,Mirko Vucinic,Roma,FW,32(2),2559,14,6,3,-,2.9,72.5,0.6,1,7.55,1.2,0.8,1.1,-,0.6,0.3,-,-,1.9,1.8,1.9,1.1,3.1,-,24,0.4,0.7,0.3,Serie A,2009/2010
7,Alexis Sánchez,Udinese,FW,25(7),2299,5,3,5,-,1.8,78,0.9,7,7.53,2.1,1.5,2.3,-,0.2,0.6,0.1,-,2.2,2.2,3.1,0.4,2.3,-,26.8,1,0.9,0.7,Serie A,2009/2010
8,Ronaldinho,AC Milan,AM(C),34(2),2901,12,14,6,-,2.2,79.1,0.3,7,7.53,0.7,0.4,1.3,-,-,0.2,0.1,-,2.4,2,2.3,0.2,3.4,-,41.3,0.6,2.3,1.4,Serie A,2009/2010
9,Alexandre Pato,AC Milan,FW,20(3),1804,12,1,2,-,2.5,80.1,0.5,3,7.52,0.7,0.6,0.8,-,-,0.3,-,-,0.9,2.7,2.9,0.7,2.7,-,24.3,0.4,1,0.2,Serie A,2009/2010
10,Fabrizio Miccoli,Palermo,FW,32(3),2685,19,8,7,-,4.2,79.2,-,10,7.50,0.4,0.2,0.6,-,-,0.3,-,-,1.8,1,1.8,1.1,1.1,-,20.9,1.3,0.9,0.4,Serie A,2009/2010
11,Daniele Conti,Cagliari,DMC,32,2844,5,5,15,-,1.3,82.4,1.4,6,7.49,4.1,3.6,2,-,1.5,1.2,0.4,-,1.1,0.2,2.2,-,0.7,-,51.7,0.5,4.3,0.3,Serie A,2009/2010
12,Juan,Roma,D(C),28(1),2504,-,-,5,-,0.4,85.5,2.6,3,7.48,2.1,4.1,0.9,1,7.8,0.7,0.5,-,0.2,0.1,0.9,-,0.3,-,30.1,-,2.6,-,Serie A,2009/2010
13,Daniele De Rossi,Roma,M(C),33,2811,7,3,9,-,1.8,80.4,0.6,1,7.48,2.5,2.4,1.2,0.2,1.7,1.4,0.2,-,1.2,1.2,1.7,0.1,0.8,-,52.5,0.1,6.2,0.4,Serie A,2009/2010
14,Alessandro Nesta,AC Milan,D(C),22(1),1891,3,1,4,-,0.3,90.1,0.5,2,7.47,2.4,3.2,0.9,1.2,5.2,0.7,0.9,-,0.2,0.3,1.1,-,0.2,-,49.4,0.1,5.5,0.1,Serie A,2009/2010
15,Diego Milito,Inter,FW,33(2),2881,22,4,2,-,2.5,83.6,0.2,2,7.47,0.4,0.4,1.1,-,0.7,0.2,0.1,-,1.7,0.8,2.2,1.4,2.2,-,28.5,0.3,0.6,0.3,Serie A,2009/2010
16,Alessandro Diamanti,Livorno,FW,1,80,-,-,-,-,5,73.2,-,-,7.46,-,-,1,-,-,1,-,-,2,3,6,-,2,-,41,2,9,1,Serie A,2009/2010
17,Thiago Silva,AC Milan,D(C),33,2921,2,-,3,-,0.4,90.6,1.5,-,7.44,2.1,2.7,1.2,1.3,7.4,0.3,0.8,1,0.1,0.3,1.2,-,0.3,-,49.2,0.1,6.8,0.1,Serie A,2009/2010
18,Mauro Zárate,Lazio,FW,27(5),2535,3,4,8,1,4.3,76.9,0.2,2,7.43,0.8,0.6,1.5,-,0.1,0.3,-,-,1.8,4.4,2.8,0.4,2.8,-,25.9,0.8,0.7,0.3,Serie A,2009/2010
19,Hugo Campagnaro,Napoli,D(CR),28,2374,1,3,8,1,0.5,82.3,1.4,3,7.41,2.9,3,1.6,0.5,7,0.8,0.4,-,0.6,1.1,2.1,-,0.5,-,37.3,0.5,2.4,0.1,Serie A,2009/2010
20,Jorge Martínez,Catania,FW,19(6),1831,9,2,4,-,1.6,69.7,2.6,6,7.39,1.2,1,2.7,-,0.9,1,0.2,-,1.2,2.1,2.3,0.9,3.2,-,28.4,0.1,0.8,0.4,Serie A,2009/2010
21,André Dias,Lazio,D(C),12,1080,2,-,3,-,0.8,81.3,2.5,2,7.38,2.4,2.6,2.6,1.7,9.4,0.6,0.5,-,0.1,0.3,1,-,0.5,-,33,-,2.2,-,Serie A,2009/2010
22,Davide Astori,Cagliari,D(C),34,3039,2,-,11,-,0.3,79.3,1.9,6,7.35,2.5,2.7,1.4,1.2,9.9,0.4,0.8,1,0.3,0.2,0.9,0.1,0.1,-,34.9,0.1,3.5,-,Serie A,2009/2010
23,Mario Yepes,Chievo,D(C),31,2790,1,3,10,-,0.6,70.9,2.1,2,7.34,3,3.1,1.4,0.9,9.2,0.7,0.6,-,0.3,0.1,1.9,0.2,0.4,-,23.1,0.1,3,-,Serie A,2009/2010
24,Mario Balotelli,Inter,FW,13(13),1396,9,5,7,-,2.5,80.1,0.5,3,7.33,0.7,0.7,2.2,-,0.5,0.3,-,-,1,1.7,3.2,0.2,1.5,-,18.3,0.7,0.5,0.2,Serie A,2009/2010
25,Antonio Cassano,Sampdoria,FW,30(2),2706,9,8,3,-,2.4,69.6,0.4,2,7.32,0.3,0.5,1.3,-,0.1,0.1,-,-,2.2,1.7,3.3,0.7,3.1,-,32.8,1.1,1.3,0.7,Serie A,2009/2010
26,Andrea Ranocchia,Bari,D(C),17,1491,2,1,2,1,0.4,88.8,0.9,2,7.31,2.9,1.5,0.5,1.1,7.4,0.4,0.8,-,0.2,0.6,0.9,-,0.5,-,37.6,-,3.4,-,Serie A,2009/2010
27,Wesley Sneijder,Inter,AM(CL),24(2),1943,4,6,3,2,3.2,82.6,-,1,7.31,0.9,1.2,1.2,-,-,0.3,-,-,3,0.7,1.5,-,2,-,48.5,1.8,2.9,0.5,Serie A,2009/2010
28,Domenico Criscito,Genoa,M(L),28(1),2427,2,2,8,1,0.8,78,0.9,2,7.29,3.3,2.8,1.6,0.2,6.2,0.7,0.4,-,0.7,0.3,0.8,-,0.7,-,38.3,0.6,1.4,-,Serie A,2009/2010
29,Marek Hamsik,Napoli,FW,37,3246,12,5,1,-,2.4,83.5,0.2,2,7.29,0.8,0.9,0.7,-,0.8,0.2,0.1,-,1.8,0.8,0.7,0.2,1.2,-,42.5,1.2,2.2,0.5,Serie A,2009/2010
30,Cristiano Lupatelli,Cagliari,Goalkeeper,1(1),135,-,-,-,-,-,42.5,-,-,7.28,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,20,-,7,-,Serie A,2009/2010
31,Daniele Gastaldello,Sampdoria,D(C),33,2970,3,-,12,-,0.5,81,1.3,4,7.28,1.9,2.5,1.5,1.9,10.6,0.7,0.6,-,0.1,0.1,1.3,-,0.2,-,33.8,-,4,0.1,Serie A,2009/2010
32,Sergio Floccari,Lazio,FW,17,1401,8,2,2,-,2.4,76.6,1.4,1,7.27,0.8,0.4,1.9,-,0.6,0.3,-,-,1.5,1.1,2.4,0.6,2.9,-,24.4,0.1,0.7,0.3,Serie A,2009/2010
33,Pablo Álvarez,Catania,D(CLR),23(2),2124,-,1,5,-,0.6,77.4,0.6,2,7.27,3.5,3.1,2.2,0.3,3.4,1.1,0.6,-,0.3,0.6,1.1,0.1,0.9,-,27.2,0.2,1.4,0.1,Serie A,2009/2010
34,Samuel Eto'o,Inter,FW,27(5),2499,12,6,5,-,3.1,82.6,0.1,3,7.26,1,0.8,1.4,-,-,0.3,-,-,1.6,0.9,1.3,0.7,2,-,26.9,0.2,1,0.3,Serie A,2009/2010
35,Diego,Juventus,M(CLR),31(2),2560,5,7,3,-,2.4,81.3,0.2,4,7.25,0.6,0.7,1.4,-,0.2,0.6,0.1,-,2.5,1.3,3.1,0.3,2.2,-,41.6,1.9,2.1,0.4,Serie A,2009/2010
36,Esteban Cambiasso,Inter,M(C),26(4),2311,3,2,3,-,0.8,88.4,0.1,2,7.25,2.6,3.1,0.9,-,2,1.6,0.2,-,0.9,0.3,0.7,-,0.5,-,44.9,0.4,3.9,0.1,Serie A,2009/2010
37,Salvatore Bocchetti,Genoa,D(C),25(3),2272,1,-,8,2,0.6,82.6,2.2,1,7.24,2.6,3.3,1.9,1.5,11.2,0.7,0.5,1,0.2,0.3,1.5,-,0.2,-,36.9,-,2.7,-,Serie A,2009/2010
38,Ezequiel Lavezzi,Napoli,FW,27(3),2379,8,6,4,1,2.1,74.2,0.2,3,7.23,0.7,0.7,1,-,0.1,0.2,-,-,1.6,1.8,2.9,0.8,2.8,-,25.9,1.1,1,0.5,Serie A,2009/2010
39,Andrea Cossu,Cagliari,M(CL),31(2),2583,3,12,10,2,1.6,73.6,0.1,3,7.23,1.3,0.8,1.3,-,0.1,0.5,0.1,-,2,1.6,2.6,0.3,1.6,-,31.5,2.2,2.5,0.7,Serie A,2009/2010
40,Gianluca Grava,Napoli,M(R),22(2),1907,-,-,9,-,0.1,79.8,0.5,1,7.22,3.9,3.4,2,0.5,4.8,0.5,0.3,-,0.2,0.1,1.2,-,0.5,-,29.9,0.1,2.9,-,Serie A,2009/2010
41,McDonald Mariga,Parma Calcio 1913,DMC,8(1),684,-,-,-,-,1.4,81.2,0.9,3,7.22,4.3,2.6,1.6,-,2.9,0.6,0.7,-,0.7,0.7,1.2,0.1,1,-,39.6,0.3,2.6,0.1,Serie A,2009/2010
42,Stefano Lucchini,Sampdoria,D(C),25(1),2178,-,1,10,-,0.3,73.8,1.7,3,7.22,1.9,2.5,1.2,1.6,9.2,0.8,0.7,-,0.2,-,1.1,-,0.2,-,27.3,-,2.6,-,Serie A,2009/2010
43,Jonathan Biabiany,Parma Calcio 1913,FW,25(4),2203,6,3,4,-,1.3,71.9,2,4,7.22,1.3,0.7,1.2,-,0.5,0.4,-,-,1,2.1,1.9,0.2,2.4,-,22.8,0.6,0.3,0.1,Serie A,2009/2010
44,Giulio Migliaccio,Palermo,DMC,28(2),2541,1,1,8,-,0.5,71.3,3.2,-,7.22,2.9,2.7,1.8,0.2,5,0.8,0.6,-,0.3,0.1,1.4,0.1,0.5,-,30.9,0.1,0.9,-,Serie A,2009/2010
45,Cesare Bovo,Palermo,D(C),29,2610,2,1,12,-,0.7,77,1.4,3,7.22,1.9,1.9,1.8,1,8.9,0.3,1.2,-,0.3,0.1,1.2,-,0.1,-,39.8,0.3,4.4,-,Serie A,2009/2010
46,Aleksandar Kolarov,Lazio,M(L),33,2926,3,3,8,1,3,74.4,0.8,3,7.21,1.8,2.2,1.3,0.2,3.4,0.5,0.1,-,1.1,1.6,2,-,1.2,-,36.4,0.8,2,0.1,Serie A,2009/2010
47,John Arne Riise,Roma,D(L),34(2),3083,5,-,4,-,2.2,78.9,1,1,7.21,1.5,2.4,0.8,0.3,4.6,0.8,0.2,-,0.6,0.4,0.5,0.1,0.6,-,34.1,0.5,2.3,0.1,Serie A,2009/2010
48,Javier Zanetti,Inter,M(CR),37,3330,-,1,4,-,0.2,93.1,0.4,1,7.21,3.2,1.6,0.9,0.2,1.9,0.8,0.2,-,0.6,1.2,1.3,-,0.6,-,46.9,0.1,2.1,-,Serie A,2009/2010
49,Andrea Pirlo,AC Milan,M(C),33(1),2951,-,4,8,1,1.4,88.4,0.3,2,7.20,2.1,1.6,1.3,-,0.4,0.9,0.3,-,2.2,0.7,1.5,-,1.4,-,73.9,1.4,11.4,0.4,Serie A,2009/2010
50,Giandomenico Mesto,Genoa,M(R),32(4),2725,5,5,6,1,1.1,68.2,0.8,3,7.20,3.1,1.9,2.2,0.1,2.2,0.6,0.1,-,1,1.2,1.4,0.2,1.9,-,25.2,0.7,1.1,0.1,Serie A,2009/2010
51,Jérémy Ménez,Roma,FW,18(5),1390,1,3,10,-,2.1,84.9,0.1,2,7.20,1.8,1,1.7,-,0.3,0.4,-,-,1.4,2,2.8,0.1,1.6,-,27.1,0.7,1.4,0.3,Serie A,2009/2010
52,Luca Antonini,AC Milan,M(L),20(2),1768,1,2,-,-,0.4,84.5,0.9,1,7.19,2.1,3,0.7,0.2,3.1,0.1,0.1,-,0.5,0.3,0.9,0.2,0.8,-,44.8,0.4,1.1,0.1,Serie A,2009/2010
53,Stefano Morrone,Parma Calcio 1913,M(R),30(1),2713,1,2,9,-,1.1,82.2,0.5,-,7.19,3.8,3,2.2,-,1.5,1.3,0.3,-,1.1,0.2,1.9,-,1.5,-,50.7,0.4,2.5,0.1,Serie A,2009/2010
54,Thomas Manfredini,Atalanta,D(C),26,2217,1,2,13,-,0.6,83.1,1.7,1,7.19,2.2,2.6,2.2,1.8,6.4,0.3,0.5,-,0.4,-,1.5,0.2,0.1,-,45.5,0.3,5.7,-,Serie A,2009/2010
