,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Dylan Saint-Louis,Saint-Etienne,M(CL),1,84,1,-,-,-,2,56.7,3,-,7.84,1,3,-,-,2,1,-,-,1,1,-,-,1,2,30,2,3,-,Ligue 1,2016/2017
1,Sylvain Armand,Rennes,D(CL),0(1),65,-,-,-,-,-,81,2,-,7.82,-,9,1,1,6,-,-,-,-,-,-,-,-,-,42,-,5,-,Ligue 1,2016/2017
2,Anthony Maisonnial,Saint-Etienne,Goalkeeper,1(1),167,-,-,-,-,-,43.5,-,1,7.77,-,-,-,-,2.5,-,-,-,-,-,-,-,-,-,23,-,6.5,-,Ligue 1,2016/2017
3,Romain Salin,Guingamp,GK,1,90,-,-,-,-,-,76.5,2,-,7.57,-,-,-,-,2,-,-,-,-,-,1,-,-,-,17,-,6,-,Ligue 1,2016/2017
4,Alexandre Lacazette,Lyon,FW,28(2),2408,28,3,3,-,2.8,78,0.9,7,7.57,1,0.1,1.8,-,0.1,0.8,-,-,1.7,1.6,1.2,1,1.7,2.4,28.2,0.1,0.4,0.2,Ligue 1,2016/2017
5,Marco Verratti,PSG,M(C),25(3),2158,3,5,6,-,0.4,88.4,0.2,3,7.54,3.1,0.8,1.5,-,0.4,2.5,0.1,-,1.4,2.1,2.8,-,1.7,1.4,87.5,0.1,4.5,0.5,Ligue 1,2016/2017
6,Ryad Boudebouz,Montpellier,FW,33,2925,11,9,4,-,1.8,78.8,0.9,7,7.52,1.2,0.5,0.6,-,0.2,1.1,-,-,3.5,2.7,1.5,0.1,2.6,1.8,55.3,2.2,3.7,0.3,Ligue 1,2016/2017
7,Dimitri Payet,Marseille,FW,14(1),1249,4,3,3,-,2.6,80.4,0.3,2,7.52,1.2,0.8,0.8,-,-,0.9,-,-,2.6,1.7,1.4,-,1.5,1.6,45.9,1.6,2.1,0.3,Ligue 1,2016/2017
8,Fabinho,Monaco,DMC,33(4),3071,9,1,8,-,0.8,84.4,1.8,2,7.51,3.1,1.4,1.8,-,1.8,1.6,0.3,-,0.9,1,1.8,-,0.5,0.6,53.9,0.1,4,0.1,Ligue 1,2016/2017
9,Mauro Goicoechea,Toulouse,GK,2,180,-,-,-,-,-,55.4,0.5,1,7.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,8,-,Ligue 1,2016/2017
