,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Franck Ribéry,Bayern,FW,24(3),2120,10,14,2,-,2.4,87.7,0.4,11,8.42,1,0.8,1.1,-,-,0.9,0.1,-,3.2,4.5,2.5,0.6,3.3,1.3,55.9,1.7,3.2,0.3,Bundesliga,2012/2013
1,Stefan Kießling,Leverkusen,FW,34,3020,25,7,1,-,3.5,66,5.3,10,8.02,1.1,0.6,2.6,-,0.9,0.9,0.1,-,2,1.5,3.2,1.1,2.4,2.2,26.8,0.2,0.7,0.1,Bundesliga,2012/2013
2,Diego,Wolfsburg,M(CLR),32,2880,10,7,7,-,2.1,83.3,0.4,8,7.84,1.7,1,1.6,-,0.3,1.8,0.1,-,2.1,3.9,3.9,0.2,2.9,1.1,51.6,1.5,4.7,0.5,Bundesliga,2012/2013
3,Mario Götze,Borussia Dortmund,FW,23(5),2038,10,9,4,-,1.9,83.4,0.6,4,7.81,1.9,0.7,1.4,-,0.1,0.8,0.1,-,2.3,3,2.2,0.6,2.6,1,35.4,0.8,1.5,0.3,Bundesliga,2012/2013
4,Daniel Carvajal,Leverkusen,D(R),31(1),2783,1,7,7,-,0.4,79.8,1.3,2,7.72,3.4,3.7,1.4,0.4,3.2,0.9,0.4,-,1.5,1.9,0.8,0.1,1.4,0.9,43.6,0.9,1.7,0.1,Bundesliga,2012/2013
5,Jefferson Farfán,Schalke,FW,25(2),2179,6,6,1,-,1.9,82.7,0.7,5,7.71,1.9,1,1.6,-,0.1,0.5,-,-,3.1,2.8,1.8,0.3,2.6,0.9,37.6,2.6,0.9,0.2,Bundesliga,2012/2013
6,Thomas Müller,Bayern,FW,25(3),2102,13,11,-,-,2.4,77.7,1.5,4,7.69,1.1,0.5,1.3,-,0.3,0.8,-,-,2,1.6,1.5,0.8,1.8,1.3,30.8,1.1,0.6,0.1,Bundesliga,2012/2013
7,Toni Kroos,Bayern,M(C),23(1),1926,6,8,2,-,2.2,89.7,0.5,3,7.69,1.5,0.6,0.9,-,0.1,1.1,-,-,2.8,1,1.9,0.3,1.3,0.9,52.8,2.1,3.8,0.4,Bundesliga,2012/2013
8,André Schürrle,Leverkusen,FW,34,2830,11,7,1,-,3.6,78.5,0.5,3,7.67,1.1,1.4,0.7,-,-,1.2,-,-,1.2,3.2,1.7,0.8,2.2,1.9,27.1,0.5,1.1,0.2,Bundesliga,2012/2013
9,Robert Lewandowski,Borussia Dortmund,FW,29(2),2599,24,5,2,1,3.2,71.9,2.8,4,7.66,0.4,0.3,1.8,-,0.2,0.2,0.1,-,1.1,1.5,2.1,0.9,2.7,2.7,23.2,0.2,0.5,0.3,Bundesliga,2012/2013
10,Bastian Schweinsteiger,Bayern,M(C),27(1),2360,7,3,4,-,1.5,87.8,0.9,2,7.64,2.8,1.3,1.6,-,0.6,1.4,0.2,-,0.9,1.2,2.1,0.3,1.6,0.8,74,0.4,9.3,0.3,Bundesliga,2012/2013
11,Tom Starke,Bayern,GK,3,270,-,-,-,-,-,71.8,-,-,7.63,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,26,-,6.7,-,Bundesliga,2012/2013
12,Marco Reus,Borussia Dortmund,FW,27(5),2356,14,9,4,-,2.7,76.7,0.9,7,7.61,1.8,1,1.2,-,0.5,0.9,0.1,-,1.8,1.4,2.1,0.6,2.1,1.2,29.7,1.6,0.8,0.2,Bundesliga,2012/2013
13,Kevin De Bruyne,Werder Bremen,FW,33,2966,10,9,4,-,2.7,76.5,0.8,7,7.57,1.4,1,1.6,-,0.2,1.5,-,-,2.6,2.9,1.3,0.1,2.6,2.1,46.2,2.3,5.4,0.2,Bundesliga,2012/2013
14,Arjen Robben,Bayern,FW,11(5),992,5,5,-,-,2.9,85.1,0.3,1,7.55,0.8,0.5,0.7,-,0.1,0.6,-,-,1.8,2,1.1,0.5,1.5,1,30.6,1.1,0.6,0.6,Bundesliga,2012/2013
15,Daniel Caligiuri,Freiburg,FW,27(2),2450,5,2,10,-,2.5,72.3,2.4,5,7.54,3.1,1.5,1.9,-,0.8,1.4,0.1,-,1,3.3,3.2,0.2,3.2,1.8,31.6,0.3,0.7,-,Bundesliga,2012/2013
16,Gonzalo Castro,Leverkusen,M(CR),29(2),2525,6,7,4,-,2,77,0.8,2,7.51,1.2,1.2,1.2,-,0.6,1.1,0.3,-,2.6,1.5,1,0.1,1.5,0.9,41.1,2.6,2.9,0.1,Bundesliga,2012/2013
17,Kyriakos Papadopoulos,Schalke,D(C),9(1),812,1,-,-,1,1,88.7,3,1,7.51,3.8,2.9,1.1,0.7,6,1.4,0.7,-,0.1,0.4,1.7,0.1,0.2,0.2,53.8,-,5.4,-,Bundesliga,2012/2013
18,Lars Bender,Leverkusen,M(CR),32(1),2793,3,6,1,-,1.1,79.2,1.6,1,7.50,4.2,2.6,1.7,-,1.2,1.9,0.3,-,1,1.2,1.2,-,1.5,0.8,44.7,0.4,2,0.1,Bundesliga,2012/2013
19,Max Kruse,Freiburg,FW,33(1),2950,11,8,1,-,2.4,82.2,0.6,5,7.50,0.7,0.5,0.5,-,0.2,0.5,0.1,-,2.7,2.6,1.2,0.6,2.3,1.4,38.1,1.2,2.9,0.3,Bundesliga,2012/2013
20,Jakub Blaszczykowski,Borussia Dortmund,M(CR),23(4),1946,11,10,1,-,1.8,82.7,0.4,3,7.50,2.3,0.9,0.9,0.1,0.3,0.8,-,-,1.5,1.5,1.7,0.2,1.6,0.8,30.9,0.6,0.8,0.1,Bundesliga,2012/2013
21,Mario Mandzukic,Bayern,FW,22(2),1744,15,1,2,-,2.8,70.9,2.4,2,7.49,0.5,0.7,2,-,0.5,0.6,-,-,0.8,0.6,1.3,0.6,0.9,1,19.6,0.3,0.4,-,Bundesliga,2012/2013
22,Heiko Westermann,Hamburg,D(CLR),34,3034,3,2,4,-,0.7,81.7,4.2,1,7.49,2.6,3.9,0.9,1.1,7.2,0.9,0.7,-,0.4,0.5,1.2,0.1,0.6,0.4,62.9,0.1,7.4,-,Bundesliga,2012/2013
23,Milan Badelj,Hamburg,M(C),30(1),2506,1,5,8,-,0.7,81.5,1.3,4,7.49,3.7,3.4,1.8,0.1,1.5,1.7,0.2,-,1.1,2.6,1.3,-,1.7,1,58,0.1,5.8,0.2,Bundesliga,2012/2013
24,Javi Martínez,Bayern,M(C),19(8),1771,3,3,3,-,0.7,87.7,3.1,-,7.47,2.3,1.9,1.6,-,1,0.9,0.1,-,0.4,0.8,1.1,0.2,0.6,0.4,42.5,0.1,3,0.1,Bundesliga,2012/2013
25,Szabolcs Huszti,Hannover,M(CLR),19(2),1656,9,9,4,1,1.1,73.5,0.7,4,7.47,2.9,1.4,2.4,0.1,0.3,1.2,0.1,-,2.4,1.2,2.5,0.1,3.1,1,25.5,2.2,1,0.1,Bundesliga,2012/2013
26,Naldo,Wolfsburg,D(C),31,2708,6,-,8,-,1.2,80.3,3.3,4,7.46,2.5,3.3,1.3,1,6,0.9,0.6,-,0.1,0.7,0.9,0.1,0.5,0.2,43.6,-,4.2,-,Bundesliga,2012/2013
27,Julian Draxler,Schalke,FW,24(6),2150,10,3,5,-,2,81.9,1.2,3,7.41,1.5,0.9,0.8,-,0.2,1.3,0.1,-,1.5,2.6,0.4,0.1,1.6,1.1,28.2,0.5,2,0.2,Bundesliga,2012/2013
28,Philipp Lahm,Bayern,DMC,28(1),2504,-,11,-,-,0.4,89.7,0.5,2,7.41,2,1.7,0.4,0.1,1.2,1.1,0.2,-,1.4,0.8,0.7,0.2,0.8,0.3,65.4,1,5.5,0.2,Bundesliga,2012/2013
29,Oliver Sorg,Freiburg,M(R),32,2868,-,1,3,-,0.7,78.4,0.7,1,7.40,3.4,4.2,1,0.7,3,1.1,0.1,-,0.7,1.6,1.7,-,1.4,1,39.2,0.3,2.3,-,Bundesliga,2012/2013
30,Mats Hummels,Borussia Dortmund,D(C),28,2376,1,3,3,-,1,83,2,2,7.40,3.1,2.6,0.8,1,5,0.9,0.4,-,0.6,0.7,1.1,0.1,0.3,0.4,53.3,-,5.7,0.1,Bundesliga,2012/2013
31,Felipe,Stuttgart,D(C),3,270,-,-,1,-,1,90.3,3,-,7.39,4.3,4.3,1.3,2,4.3,0.7,1.7,-,-,0.3,0.7,-,1,-,61.7,-,14.3,-,Bundesliga,2012/2013
32,Michal Kadlec,Leverkusen,D(CL),14,1205,1,3,1,-,0.9,79.2,2.1,2,7.39,2.6,1.9,1.4,0.2,3,0.5,-,-,1.6,0.6,1.4,0.1,0.6,0.6,35,1.8,1.1,-,Bundesliga,2012/2013
33,Juan Arango,Borussia M.Gladbach,AM(L),31,2725,5,7,2,-,2.2,69.2,2.1,4,7.39,1.5,1.6,0.7,-,0.9,1.5,0.1,-,1.7,1.3,2,0.2,1.5,0.9,44.4,1,2.2,0.3,Bundesliga,2012/2013
34,Sokratis Papastathopoulos,Werder Bremen,D(CR),29,2566,1,-,6,-,0.8,79.1,3.8,-,7.38,3.4,2.5,1.8,1.6,6.3,1,0.4,-,0.2,1,1.8,-,0.6,0.3,38.6,0.1,4.3,0.1,Bundesliga,2012/2013
35,Alexander Meier,Eintracht Frankfurt,FW,31,2726,16,3,4,-,2.8,74.5,5.4,5,7.37,1,1.4,2,-,1.7,0.5,0.1,-,0.9,0.6,0.8,0.7,1.5,1.4,36.5,-,3.2,0.1,Bundesliga,2012/2013
36,Ashkan Dejagah,Wolfsburg,M(LR),1,67,-,-,-,-,1,73.1,2,-,7.37,5,3,2,1,-,1,-,-,2,1,3,-,2,3,26,2,2,-,Bundesliga,2012/2013
37,Ilkay Gündogan,Borussia Dortmund,M(C),26(2),2128,3,3,4,-,1.3,86.6,0.6,-,7.35,2.3,2.3,1.1,-,0.7,2,-,-,0.6,2,1.2,-,1.4,0.7,58.5,-,6.2,0.1,Bundesliga,2012/2013
38,Leon Balogun,Fortuna Duesseldorf,D(CR),16(1),1429,-,1,4,-,0.2,64.6,1.8,-,7.35,4.6,3.5,1.2,0.1,3.2,1.4,0.1,-,0.6,1.2,0.9,0.2,0.9,0.5,25.9,0.8,1.3,-,Bundesliga,2012/2013
39,David Alaba,Bayern,M(CL),22(1),1996,3,3,-,-,1.1,89.3,1.2,1,7.32,1.7,1.8,0.5,-,0.9,0.9,0.3,-,0.7,0.9,0.7,-,0.8,0.7,54.1,0.9,2.7,0.1,Bundesliga,2012/2013
