,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Robert Lewandowski,Bayern,FW,34,2952,35,3,2,-,4.7,77.4,1.6,8,7.89,0.3,0.2,0.6,0.1,0.2,0.4,0.1,-,1.1,1.4,1.1,0.6,1.6,2.4,21.6,0.1,0.4,0.1,Bundesliga,2021/2022
1,Christopher Nkunku,RBL,FW,31(3),2735,20,13,2,-,2.4,81.8,0.8,10,7.64,0.7,0.4,0.9,-,0.4,0.8,0.1,-,1.9,1.9,1.8,0.4,1.5,3.2,28.2,0.6,0.6,0.2,Bundesliga,2021/2022
2,Joshua Kimmich,Bayern,M(R),28,2478,3,11,4,-,1,88,0.6,5,7.60,1.4,1.9,0.7,0.1,0.9,1.4,0.3,-,2.9,0.8,1.6,-,0.6,1.1,84.2,2.4,5,0.3,Bundesliga,2021/2022
3,Stefanos Kapino,Arminia Bielefeld,GK,1,90,-,-,-,-,-,64.3,-,-,7.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,7,-,Bundesliga,2021/2022
4,Erling Haaland,Borussia Dortmund,FW,21(3),1915,22,7,3,-,3.3,71.3,1.6,6,7.55,0.1,-,0.7,-,1.3,-,-,-,1,0.5,0.6,0.6,0.7,2.4,19.2,-,-,0.1,Bundesliga,2021/2022
5,Patrik Schick,Leverkusen,FW,26(1),2094,24,3,-,-,3.3,68.9,2,4,7.45,0.2,0.1,0.5,-,1,0.3,-,-,0.6,0.6,0.8,0.2,0.8,2.2,15.1,-,0.2,-,Bundesliga,2021/2022
6,Florian Wirtz,Leverkusen,AM(C),22(2),1864,7,10,2,-,1.5,78.7,0.3,3,7.41,1,0.5,0.6,-,0.1,0.8,-,-,2.5,2.3,1,0.4,1.4,3.1,33.8,0.6,1.3,0.5,Bundesliga,2021/2022
7,Nico Schlotterbeck,Freiburg,D(C),32,2789,4,1,5,-,1.1,80.6,3.4,1,7.39,2.3,1.8,1,0.7,4.6,0.5,1,-,0.4,0.7,1.1,-,0.5,0.9,53.9,-,4.5,0.1,Bundesliga,2021/2022
8,Thomas Müller,Bayern,FW,32,2578,8,18,-,-,1.7,77,1,3,7.34,1.1,0.5,0.3,-,0.4,1.2,-,1,2.6,0.4,0.7,0.4,0.8,1.7,42.9,0.6,0.8,0.2,Bundesliga,2021/2022
9,Alphonso Davies,Bayern,M(LR),20(2),1744,-,3,3,-,0.8,84.3,0.5,2,7.31,1.5,1,0.7,0.2,0.9,0.8,-,-,1.5,3.6,1.2,0.1,1.1,2.1,51.4,0.4,0.9,0.2,Bundesliga,2021/2022
10,Jonas Wind,Wolfsburg,FW,14,1187,5,2,-,-,2.6,66.1,3.9,1,7.31,0.7,0.4,1,-,0.9,0.2,0.2,-,1.1,0.7,2.2,0.5,1.4,1.8,26.4,-,0.6,0.3,Bundesliga,2021/2022
11,Serge Gnabry,Bayern,FW,25(9),2192,14,5,-,-,2,82,0.2,2,7.30,1.4,0.4,0.3,-,0.1,1,-,-,1.4,1.9,0.6,0.4,0.6,1.8,35.8,0.5,0.8,0.2,Bundesliga,2021/2022
12,Marco Reus,Borussia Dortmund,FW,29,2514,9,12,2,-,1.8,82.8,0.3,3,7.25,1.6,0.4,0.8,-,1.3,0.9,0.2,-,1.8,1,1.5,0.3,1.1,2.1,41,0.5,1.2,0.1,Bundesliga,2021/2022
13,Jonas Hofmann,Borussia M.Gladbach,M(CLR),24(2),2082,12,5,1,-,2.1,81.8,0.2,3,7.20,1.2,0.5,0.9,-,0.3,1,-,-,2.7,0.8,0.8,0.3,0.9,1.7,42,1.8,1.5,0.1,Bundesliga,2021/2022
14,Moussa Diaby,Leverkusen,FW,32,2773,13,12,8,1,1.7,77.2,0.2,3,7.20,0.6,0.3,1.2,-,0.1,1,-,-,1.9,1.8,0.8,0.5,0.9,2.2,28.2,0.7,0.9,0.2,Bundesliga,2021/2022
15,Leroy Sané,Bayern,FW,22(10),1982,7,7,3,-,2.8,84.1,0.1,-,7.17,0.9,0.4,0.8,-,-,0.5,-,-,1.6,1.9,0.8,0.2,1.3,1.7,29.5,0.5,0.7,0.1,Bundesliga,2021/2022
